dataset,protein,cell,seed,pairs,comp,full,gain,published
AATF:K562,AATF,K562,1007,1034,0.8548172577247848,0.8648036395063022,0.00998638178151745,0.0164462163406869
AKAP1:HepG2,AKAP1,HepG2,1007,5916,0.7252731330810751,0.7317259928382068,0.006452859757131724,0.0085749221100608
AQR:HepG2,AQR,HepG2,1007,10789,0.6386594840158145,0.7364675546846619,0.09780807066884734,0.1041183638316776
BCCIP:HepG2,BCCIP,HepG2,1007,537,0.9143735977168143,0.9138256886142407,-0.0005479091025735183,0.0004422271665676
BCLAF1:HepG2,BCLAF1,HepG2,1007,32369,0.7057673536976843,0.7749327858460986,0.06916543214841431,0.0695365757128636
BUD13:K562,BUD13,K562,1007,8781,0.6670081837122813,0.7356177559345899,0.06860957222230857,0.0697501223577486
CDC40:HepG2,CDC40,HepG2,1007,1151,0.7885735291564544,0.7978179364296978,0.009244407273243382,0.0075080315355221
CSTF2T:HepG2,CSTF2T,HepG2,1007,19111,0.7657392771614928,0.785068140604898,0.01932886344340523,0.0207782269413213
DDX24:K562,DDX24,K562,1007,9583,0.6449163118856918,0.7428815085899281,0.09796519670423631,0.0946443821281509
DDX55:HepG2,DDX55,HepG2,1007,1685,0.7596030606943798,0.7661344204844632,0.0065313597900834575,0.0125837156266235
DDX55:K562,DDX55,K562,1007,1097,0.6695969533217718,0.6869468318751147,0.017349878553342912,0.0106603305785123
DDX59:HepG2,DDX59,HepG2,1007,3029,0.8702432009448449,0.8752855771560509,0.005042376211206068,0.0036660316849574
DDX6:HepG2,DDX6,HepG2,1007,489,0.7701582044237019,0.7850962483428892,0.014938043919187294,0.0131611828404831
DDX6:K562,DDX6,K562,1007,1934,0.7895221738251654,0.7996586421185576,0.010136468293392209,0.0110529478118189
DGCR8:K562,DGCR8,K562,1007,1224,0.6972585330428467,0.6960824362424708,-0.001176096800375892,-0.0006035232140425
DHX30:K562,DHX30,K562,1007,786,0.769317056115611,0.7690580709489865,-0.00025898516662448134,0.010985324947589
DROSHA:HepG2,DROSHA,HepG2,1007,2132,0.7345946164758227,0.752842199099578,0.018247582623755254,0.0173686447119305
DROSHA:K562,DROSHA,K562,1007,3718,0.8135105057147513,0.8220301856458598,0.008519679931108581,0.0097279185499778
EFTUD2:HepG2,EFTUD2,HepG2,1007,6966,0.7847685229492101,0.8050965359080968,0.020328012958886754,0.0203651424150549
EIF3H:HepG2,EIF3H,HepG2,1007,2824,0.6371547701209382,0.6666624451283615,0.02950767500742324,0.0395363872727099
ELAC2:K562,ELAC2,K562,1007,13055,0.9531239089372499,0.9582478219816847,0.005123913044434825,0.0053134338711342
ELAVL1:K562,ELAVL1,K562,1007,8821,0.9426128049463436,0.948847244534931,0.0062344395885873816,0.0064049959824592
EXOSC5:HepG2,EXOSC5,HepG2,1007,710,0.9190696290418569,0.9177246578059909,-0.001344971235865966,-0.0004720980232862
FASTKD2:HepG2,FASTKD2,HepG2,1007,799,0.7874846687270226,0.7922418667890557,0.004757198062033119,0.0015664470294346
FASTKD2:K562,FASTKD2,K562,1007,495,0.935406591164167,0.9361330476481993,0.0007264564840322452,-0.0003681257362515
FKBP4:HepG2,FKBP4,HepG2,1007,1333,0.8418938943287959,0.8425500973893135,0.0006562030605176128,0.0013495657733497
FMR1:K562,FMR1,K562,1007,4427,0.6426688214081926,0.7071374809556468,0.06446865954745418,0.0682712248628287
FXR1:K562,FXR1,K562,1007,1422,0.6583776935082815,0.6938673170847502,0.03548962357646879,0.0317897565791195
FXR2:K562,FXR2,K562,1007,4696,0.6423507519538904,0.7000090602317678,0.057658308277877435,0.049198340544389
G3BP1:HepG2,G3BP1,HepG2,1007,6477,0.6889273332564351,0.7509866207737029,0.06205928751726786,0.0671332930008148
GARS:K562,GARS,K562,1007,554,0.7370648646535207,0.741026860769722,0.003961996116201294,0.00147623360591
GEMIN5:K562,GEMIN5,K562,1007,2441,0.7636295223564529,0.7748218044162597,0.011192282059806824,0.0138907318931444
GRSF1:HepG2,GRSF1,HepG2,1007,992,0.8500940995707598,0.8519080059833507,0.0018139064125909377,-0.0003040327264464
