dataset,protein,cell,seed,pairs,comp,full,gain,published
AATF:K562,AATF,K562,1007,1081,0.625916832754131,0.6643324567566435,0.03841562400251253,0.0480770794164786
AKAP1:HepG2,AKAP1,HepG2,1007,5943,0.5824806467430833,0.6143690371219389,0.0318883903788556,0.0313997050163779
AQR:HepG2,AQR,HepG2,1007,11072,0.5974722533433292,0.7232714429357814,0.12579918959245218,0.1347963926118254
BCCIP:HepG2,BCCIP,HepG2,1007,539,0.6932786270183566,0.6922459994286126,-0.001032627589743984,0.0133036854478677
BCLAF1:HepG2,BCLAF1,HepG2,1007,32384,0.5689439323458787,0.7067579272299598,0.13781399488408108,0.1403414503506233
BUD13:K562,BUD13,K562,1007,8850,0.5667878323597945,0.6894990711481376,0.12271123878834311,0.1119958504899615
CDC40:HepG2,CDC40,HepG2,1007,1172,0.6733246747195658,0.6723877098160723,-0.0009369649034934868,0.0047838355717595
CSTF2T:HepG2,CSTF2T,HepG2,1007,18306,0.7125628342122635,0.7380763947951648,0.02551356058290133,0.0228822643512053
DDX24:K562,DDX24,K562,1007,9600,0.5545979383680556,0.7051214192708333,0.15052348090277767,0.1511693467881943
DDX55:HepG2,DDX55,HepG2,1007,1686,0.5978070749413563,0.6428271903569835,0.045020115415627227,0.0426877403612753
DDX55:K562,DDX55,K562,1007,1101,0.5732275422970283,0.6169117167862425,0.043684174489214134,0.0296007015338215
DDX59:HepG2,DDX59,HepG2,1007,3089,0.7364704654335328,0.757816586408544,0.021346120975011207,0.0189394777005593
DDX6:HepG2,DDX6,HepG2,1007,493,0.6216729959802345,0.6754728470390745,0.05379985105884,0.0623619105612448
DDX6:K562,DDX6,K562,1007,1955,0.6022870075418136,0.6639980115253041,0.0617110039834905,0.0516349317442977
DGCR8:K562,DGCR8,K562,1007,1253,0.5639101431902619,0.5634235217759898,-0.000486621414272137,-0.0036031640582951
DHX30:K562,DHX30,K562,1007,824,0.6121851140541049,0.6105753369780376,-0.0016097770760673535,0.0016893086059006
DROSHA:HepG2,DROSHA,HepG2,1007,2184,0.6113322917924566,0.6569307333387004,0.04559844154624382,0.0442684223590814
