dataset,protein,cell,seed,pairs,comp,full,gain,published
DROSHA:K562,DROSHA,K562,1007,3914,0.6721483666849528,0.6946916836669017,0.02254331698194889,0.0241374403849583
EFTUD2:HepG2,EFTUD2,HepG2,1007,7362,0.6763963032263078,0.7155119931635695,0.039115689937261666,0.0369083057724314
EIF3H:HepG2,EIF3H,HepG2,1007,2832,0.5413466007931949,0.618072388003128,0.07672578720993317,0.0846127240336429
ELAC2:K562,ELAC2,K562,1007,12785,0.8495252658624656,0.8697576614166882,0.020232395554222626,0.0201447139770831
ELAVL1:K562,ELAVL1,K562,1007,8798,0.6942113567008064,0.7430984774536732,0.04888712075286683,0.0505506511537752
EXOSC5:HepG2,EXOSC5,HepG2,1007,727,0.6993485693311058,0.7097964350111347,0.010447865680028867,0.0005032836419572
FASTKD2:HepG2,FASTKD2,HepG2,1007,868,0.6104318418314256,0.6200943957187454,0.009662553887319736,0.0090228078744504
FASTKD2:K562,FASTKD2,K562,1007,542,0.7475524570743862,0.7476647921460764,0.00011233507169017276,0.0012765349055703
FKBP4:HepG2,FKBP4,HepG2,1007,1453,0.7183694271860341,0.7199831944634568,0.0016137672774226841,0.008691228580401
FMR1:K562,FMR1,K562,1007,4445,0.5592661715935677,0.6573851890560923,0.0981190174625246,0.1055172771570033
FXR1:K562,FXR1,K562,1007,1425,0.5775876885195445,0.6504933210218529,0.07290563250230842,0.0684203139427515
FXR2:K562,FXR2,K562,1007,4745,0.5663889780268954,0.6587984690223528,0.09240949099545748,0.09119066045896
G3BP1:HepG2,G3BP1,HepG2,1007,6482,0.5613518212588041,0.6811912436699603,0.1198394224111562,0.119416705754649
GARS:K562,GARS,K562,1007,566,0.6128307258175281,0.6797718787848518,0.06694115296732372,0.0461143228158673
GEMIN5:K562,GEMIN5,K562,1007,2640,0.630900482093664,0.6776848025711661,0.04678432047750214,0.039915203168044
GRSF1:HepG2,GRSF1,HepG2,1007,1008,0.6228190350214159,0.6369608607331823,0.014141825711766365,0.0086333144368858
GRWD1:HepG2,GRWD1,HepG2,1007,22078,0.5709405238019932,0.7179758609095469,0.14703533710755368,0.1552207397893841
GRWD1:K562,GRWD1,K562,1007,4375,0.5779871346938775,0.7212687673469388,0.14328163265306126,0.1354184097959183
GTF2F1:HepG2,GTF2F1,HepG2,1007,4471,0.7448169297594714,0.7675701372512167,0.022753207491745253,0.0208455074596239
HLTF:HepG2,HLTF,HepG2,1007,3645,0.5429843011736016,0.6101751276247034,0.06719082645110175,0.065413093833558
HNRNPC:K562,HNRNPC,K562,1007,516,0.6759584760531219,0.7159237726098191,0.03996529655669723,0.0514279490415238
HNRNPL:K562,HNRNPL,K562,1007,5835,0.7309610401435066,0.7771337605340818,0.046172720390575184,0.0482803703790581
HNRNPM:HepG2,HNRNPM,HepG2,1007,13419,0.7010153703878913,0.7689755294066609,0.06796015901876962,0.0679745795867126
HNRNPUL1:HepG2,HNRNPUL1,HepG2,1007,467,0.576154689140672,0.5803089564352168,0.004154267294544822,0.0020450366593454
IGF2BP1:K562,IGF2BP1,K562,1007,5706,0.5632175636446418,0.6286055632401999,0.06538799959555808,0.0644477824426209
KHSRP:HepG2,KHSRP,HepG2,1007,5289,0.6465108914962833,0.7373351391839447,0.0908242476876614,0.0911887709809573
KHSRP:K562,KHSRP,K562,1007,23188,0.6850451276020928,0.7561815416770656,0.07113641407497284,0.0696133583965924
LARP4:HepG2,LARP4,HepG2,1007,5429,0.5623843707077696,0.6202447095734176,0.05786033886564801,0.0641478377532284
LARP4:K562,LARP4,K562,1007,430,0.5719091400757166,0.5996322336398052,0.02772309356408864,0.0095078420767983
LIN28B:K562,LIN28B,K562,1007,6916,0.5720012328391829,0.6633475539406866,0.09134632110150365,0.0979798982485353
LSM11:K562,LSM11,K562,1007,1339,0.5996159339982073,0.6730380200800816,0.07342208608187428,0.0896536991869693
MATR3:HepG2,MATR3,HepG2,1007,6990,0.650552168333671,0.7071734196205084,0.05662125128683737,0.0518766992263241
MATR3:K562,MATR3,K562,1007,4865,0.6869742027549595,0.7483419648072468,0.061367762052287333,0.0592879491114562
MBNL1:K562,MBNL1,K562,1007,1202,0.6227315262139362,0.7167934197302888,0.09406189351635252,0.0712996364904857
METTL1:K562,METTL1,K562,1007,481,0.6130419560772992,0.6523960390904259,0.039354083013126706,0.0759246372551987
MORC2:K562,MORC2,K562,1007,891,0.6637657281129035,0.6645630768339337,0.000797348721030211,0.0010480160124753
MTPAP:K562,MTPAP,K562,1007,1083,0.5853844651966212,0.63673715074487,0.05135268554824879,0.0533912416264453
NCBP2:HepG2,NCBP2,HepG2,1007,3226,0.5974760826191717,0.6688437751391456,0.07136769251997388,0.0641689365966003
NKRF:HepG2,NKRF,HepG2,1007,3773,0.7844104002036032,0.7946112856080023,0.010200885404399118,0.0103544938044116
NOLC1:K562,NOLC1,K562,1007,1570,0.5868664043166052,0.6083041908393849,0.021437786522779723,0.0299801208973994
NONO:K562,NONO,K562,1007,11298,0.6634109838109823,0.7238042215960471,0.06039323778506478,0.0566100375405955
PCBP1:HepG2,PCBP1,HepG2,1007,940,0.6433352195563604,0.6462618832050702,0.0029266636487097486,0.0060457220461748
PCBP2:HepG2,PCBP2,HepG2,1007,8473,0.8153496205670155,0.8482845844261531,0.03293496385913752,0.0316609772091074
PHF6:K562,PHF6,K562,1007,695,0.6037058123285545,0.6261725583561928,0.022466746027638318,0.0212307851560478
PPIL4:K562,PPIL4,K562,1007,659,0.5175750263078513,0.5235918679380402,0.006016841630188896,0.0314611967827281
PRPF4:HepG2,PRPF4,HepG2,1007,9088,0.7643938115654756,0.7794458245124355,0.015052012946959903,0.0161628080741856
PTBP1:HepG2,PTBP1,HepG2,1007,7890,0.8141481813464928,0.8580301869334528,0.04388200558695998,0.0438025486784156
PTBP1:K562,PTBP1,K562,1007,7539,0.7980209063112782,0.8344738236177405,0.036452917306462274,0.0380593889234008
PUM1:K562,PUM1,K562,1007,2658,0.5908918998030281,0.6971746777478273,0.10628277794479912,0.1112005666270911
QKI:HepG2,QKI,HepG2,1007,9990,0.620695760825891,0.869556172789406,0.24886041196351505,0.2473697821946068
QKI:K562,QKI,K562,1007,2189,0.6728423879437055,0.9172927639150944,0.24445037597138886,0.2376649224777485
RBFOX2:K562,RBFOX2,K562,1007,3519,0.6327688419969344,0.7145220106237716,0.08175316862683724,0.0843183042148251
RBM15:HepG2,RBM15,HepG2,1007,1500,0.6019648888888889,0.6592964444444445,0.05733155555555558,0.0421408888888887
RPS3:HepG2,RPS3,HepG2,1007,5658,0.5562405905307612,0.6686453650464855,0.11240477451572428,0.1223227564932758
RPS3:K562,RPS3,K562,1007,2372,0.5744424838404203,0.6815510637027263,0.10710857986230604,0.1264595519964508
SAFB2:K562,SAFB2,K562,1007,3744,0.560833729979363,0.6159563991845644,0.05512266920520137,0.0406625672300753
SLTM:K562,SLTM,K562,1007,3630,0.6268586693380082,0.6599982545211698,0.033139585183161624,0.0340020454118278
SMNDC1:K562,SMNDC1,K562,1007,2465,0.586427921941666,0.6766568058292772,0.09022888388761119,0.0784952828442
SND1:K562,SND1,K562,1007,4132,0.5591487097139977,0.7074363056877168,0.1482875959737191,0.1417393488265739
SRSF1:HepG2,SRSF1,HepG2,1007,1791,0.6059318242680616,0.7462715276238503,0.14033970335578871,0.1179618546856748
SRSF1:K562,SRSF1,K562,1007,3864,0.5950948983878366,0.7736745651316608,0.1785796667438242,0.1788301607662598
STAU2:HepG2,STAU2,HepG2,1007,848,0.5776438456746174,0.6468007409220363,0.06915689524741897,0.0126907929868279
SUB1:HepG2,SUB1,HepG2,1007,3297,0.6106953417362997,0.6370243663208316,0.0263290245845319,0.0348771582956685
TAF15:HepG2,TAF15,HepG2,1007,768,0.6524658203125,0.6725667317708334,0.02010091145833337,0.0302530924479166
TIA1:HepG2,TIA1,HepG2,1007,1729,0.6083167388150493,0.6410991218759627,0.03278238306091341,0.0450308268335115
TIA1:K562,TIA1,K562,1007,5883,0.622541450748084,0.6690940505128491,0.04655259976476511,0.0463367642511899
TRA2A:HepG2,TRA2A,HepG2,1007,921,0.6899371758733661,0.805905397168965,0.11596822129559892,0.1169337487813014
U2AF1:K562,U2AF1,K562,1007,1230,0.6107832639302002,0.7485041972370944,0.13772093330689417,0.1190118315817303
U2AF2:HepG2,U2AF2,HepG2,1007,10702,0.5984695616113616,0.7498720191989711,0.1514024575876095,0.1520729467166455
UCHL5:HepG2,UCHL5,HepG2,1007,2233,0.5605790197880628,0.682581174095605,0.12200215430754224,0.1201334298914483
XPO5:HepG2,XPO5,HepG2,1007,4609,0.6396303778192798,0.6821927779005117,0.04256240008123191,0.0398719417737774
YBX3:HepG2,YBX3,HepG2,1007,2042,0.569756226011832,0.5878203178884943,0.018064091876662358,0.0329236858488874
YBX3:K562,YBX3,K562,1007,17979,0.5535200217101335,0.7066770097989095,0.15315698808877598,0.1528321750783023
YWHAG:K562,YWHAG,K562,1007,798,0.580604079120106,0.6075056061205646,0.02690152700045856,0.0151412365500217
ZNF622:K562,ZNF622,K562,1007,14969,0.5739586130484797,0.7299275964635151,0.1559689834150354,0.1608760628290428
ZNF800:HepG2,ZNF800,HepG2,1007,2938,0.562025564873508,0.685481109250816,0.12345554437730799,0.1198126379485078
ZNF800:K562,ZNF800,K562,1007,2436,0.594861121222171,0.7288242387720051,0.13396311754983403,0.1499385921629848
