dataset,protein,cell,seed,pairs,comp,full,gain,published
AATF:K562,AATF,K562,9007,1081,0.6213608018751269,0.6635468751738248,0.042186073298697946,0.0480770794164786
AKAP1:HepG2,AKAP1,HepG2,9007,5943,0.582419037279077,0.6198444083564745,0.03742537107739752,0.0313997050163779
AQR:HepG2,AQR,HepG2,9007,11083,0.5985812154918868,0.7323715149287093,0.13379029943682252,0.1347963926118254
BCCIP:HepG2,BCCIP,HepG2,9007,539,0.6894475786604066,0.70021444232947,0.010766863669063431,0.0133036854478677
BCLAF1:HepG2,BCLAF1,HepG2,9007,32386,0.5671171501330202,0.708466730641822,0.14134958050880175,0.1403414503506233
BUD13:K562,BUD13,K562,9007,8850,0.5657119090938109,0.691433291838233,0.12572138274442213,0.1119958504899615
CDC40:HepG2,CDC40,HepG2,9007,1172,0.6560487017903528,0.6615547356404851,0.005506033850132264,0.0047838355717595
CSTF2T:HepG2,CSTF2T,HepG2,9007,18310,0.7162458341548447,0.7399540500530788,0.02370821589823413,0.0228822643512053
DDX24:K562,DDX24,K562,9007,9600,0.5583680338541666,0.7095432400173611,0.15117520616319458,0.1511693467881943
DDX55:HepG2,DDX55,HepG2,9007,1686,0.5959847969954225,0.6387231952764304,0.042738398281007894,0.0426877403612753
DDX55:K562,DDX55,K562,9007,1101,0.5817335573885849,0.6000292030777074,0.018295645689122453,0.0296007015338215
DDX59:HepG2,DDX59,HepG2,9007,3089,0.7299023959640831,0.7507805818136621,0.020878185849579012,0.0189394777005593
DDX6:HepG2,DDX6,HepG2,9007,493,0.6295849808063395,0.6808997362671725,0.05131475546083297,0.0623619105612448
DDX6:K562,DDX6,K562,9007,1955,0.6023063690059588,0.6558622719631608,0.05355590295720203,0.0516349317442977
DGCR8:K562,DGCR8,K562,9007,1253,0.5796540019834281,0.580203680361068,0.0005496783776398617,-0.0036031640582951
DHX30:K562,DHX30,K562,9007,824,0.6044322627014799,0.6158730205485908,0.01144075784711096,0.0016893086059006
DROSHA:HepG2,DROSHA,HepG2,9007,2184,0.6106339478592225,0.6524645607750003,0.04183061291577772,0.0442684223590814
DROSHA:K562,DROSHA,K562,9007,3914,0.6664578681822705,0.6929322800977272,0.02647441191545674,0.0241374403849583
EFTUD2:HepG2,EFTUD2,HepG2,9007,7359,0.6784638119692294,0.7140760589982645,0.03561224702903509,0.0369083057724314
EIF3H:HepG2,EIF3H,HepG2,9007,2832,0.5284541928006001,0.6206041128028345,0.09214992000223432,0.0846127240336429
ELAC2:K562,ELAC2,K562,9007,12813,0.8511034054576915,0.8714009734452691,0.020297567987577647,0.0201447139770831
