dataset,protein,cell,seed,pairs,comp,full,gain,published
AATF:K562,AATF,K562,8007,1081,0.6256036270250334,0.6780630193888039,0.05245939236377051,0.0480770794164786
AKAP1:HepG2,AKAP1,HepG2,8007,5943,0.588466674362187,0.6280084834193389,0.03954180905715188,0.0313997050163779
AQR:HepG2,AQR,HepG2,8007,11068,0.5974601974272392,0.7341986274290324,0.1367384300017932,0.1347963926118254
BCCIP:HepG2,BCCIP,HepG2,8007,539,0.7058043996819507,0.697030507261093,-0.008773892420857798,0.0133036854478677
BCLAF1:HepG2,BCLAF1,HepG2,8007,32385,0.5678246749957552,0.7084909920684894,0.14066631707273425,0.1403414503506233
BUD13:K562,BUD13,K562,8007,8850,0.5675054805451818,0.6880788023875642,0.12057332184238245,0.1119958504899615
CDC40:HepG2,CDC40,HepG2,8007,1172,0.6657190241004554,0.679980256030938,0.014261231930482676,0.0047838355717595
CSTF2T:HepG2,CSTF2T,HepG2,8007,18290,0.7142250528437263,0.7380065920512154,0.023781539207489155,0.0228822643512053
DDX24:K562,DDX24,K562,8007,9600,0.5620168077256945,0.7097451714409723,0.14772836371527776,0.1511693467881943
DDX55:HepG2,DDX55,HepG2,8007,1686,0.5917231994979236,0.6241104961802522,0.03238729668232854,0.0426877403612753
DDX55:K562,DDX55,K562,8007,1101,0.5866230105403313,0.6193651052919441,0.03274209475161283,0.0296007015338215
DDX59:HepG2,DDX59,HepG2,8007,3089,0.7306344288534772,0.7509207003495417,0.020286271496064545,0.0189394777005593
DDX6:HepG2,DDX6,HepG2,8007,493,0.6555180231146807,0.6830063073701188,0.027488284255438145,0.0623619105612448
DDX6:K562,DDX6,K562,8007,1955,0.6041297479739145,0.6624019989403522,0.05827225096643773,0.0516349317442977
DGCR8:K562,DGCR8,K562,8007,1253,0.5750820536697561,0.5826240486519504,0.007541994982194322,-0.0036031640582951
DHX30:K562,DHX30,K562,8007,824,0.6148346922424356,0.6144385073993779,-0.00039618484305770085,0.0016893086059006
DROSHA:HepG2,DROSHA,HepG2,8007,2184,0.6135774329455649,0.6539453182653733,0.040367885319808394,0.0442684223590814
DROSHA:K562,DROSHA,K562,8007,3915,0.6693162656645283,0.690529825196668,0.02121355953213966,0.0241374403849583
EFTUD2:HepG2,EFTUD2,HepG2,8007,7354,0.6803241252487274,0.7168703513058002,0.036546226057072806,0.0369083057724314
EIF3H:HepG2,EIF3H,HepG2,8007,2832,0.54195793035207,0.6286572544607233,0.08669932410865333,0.0846127240336429
ELAC2:K562,ELAC2,K562,8007,12807,0.851114371338208,0.8713758651583633,0.020261493820155296,0.0201447139770831
ELAVL1:K562,ELAVL1,K562,8007,8797,0.6978888720486095,0.7475909487832801,0.04970207673467064,0.0505506511537752
EXOSC5:HepG2,EXOSC5,HepG2,8007,727,0.6798756548836488,0.6855385418775507,0.005662886993901939,0.0005032836419572
FASTKD2:HepG2,FASTKD2,HepG2,8007,868,0.6023208711163967,0.6085444583660727,0.006223587249676088,0.0090228078744504
FASTKD2:K562,FASTKD2,K562,8007,542,0.7383307689165454,0.7510348442967825,0.012704075380237101,0.0012765349055703
FKBP4:HepG2,FKBP4,HepG2,8007,1453,0.7202375510903941,0.722002416624787,0.0017648655343929232,0.008691228580401
FMR1:K562,FMR1,K562,8007,4445,0.5633682010221163,0.6648753101587837,0.10150710913666738,0.1055172771570033
FXR1:K562,FXR1,K562,8007,1425,0.569838350261619,0.6360790397045245,0.06624068944290551,0.0684203139427515
FXR2:K562,FXR2,K562,8007,4745,0.5703561954739113,0.6517494428720377,0.08139324739812648,0.09119066045896
G3BP1:HepG2,G3BP1,HepG2,8007,6482,0.5628815838339404,0.6893256059240214,0.126444022090081,0.119416705754649
GARS:K562,GARS,K562,8007,566,0.6293217545480653,0.6648853150869657,0.03556356053890042,0.0461143228158673
