dataset,protein,cell,seed,pairs,comp,full,gain,published
GEMIN5:K562,GEMIN5,K562,9007,2449,0.758032586695914,0.7679253754959691,0.009892788800055063,0.0138907318931444
GRSF1:HepG2,GRSF1,HepG2,9007,987,0.850419177781268,0.851995906254459,0.0015767284731910136,-0.0003040327264464
GRWD1:HepG2,GRWD1,HepG2,9007,22067,0.6993602429250547,0.7795604613903103,0.0802002184652556,0.0797572655394761
GRWD1:K562,GRWD1,K562,9007,4373,0.7632754556014343,0.8159591455979824,0.052683689996548155,0.0482972739450746
GTF2F1:HepG2,GTF2F1,HepG2,9007,4159,0.873197122715414,0.8870675685964748,0.013870445881060789,0.0105890647673584
HLTF:HepG2,HLTF,HepG2,9007,3639,0.656762058554539,0.6701928612061284,0.013430802651589469,0.0243697228110265
HNRNPC:K562,HNRNPC,K562,9007,516,0.9486321435009915,0.951426446727961,0.0027943032269694967,0.0066514932996816
HNRNPL:K562,HNRNPL,K562,9007,5832,0.8731787430307408,0.8936518235326217,0.020473080501880903,0.0199610110674168
HNRNPM:HepG2,HNRNPM,HepG2,9007,13373,0.9355488423212162,0.9481320179323613,0.012583175611145192,0.0127465734137508
HNRNPUL1:HepG2,HNRNPUL1,HepG2,9007,459,0.7852250558901847,0.7852108163526847,-1.423953749990492e-05,0.0047534858118478
IGF2BP1:K562,IGF2BP1,K562,9007,5706,0.6830990591808526,0.7177368716359718,0.03463781245511921,0.040803342027854
KHSRP:HepG2,KHSRP,HepG2,9007,5276,0.859164347861574,0.8880895493691375,0.028925201507563503,0.0286301939853076
KHSRP:K562,KHSRP,K562,9007,23198,0.8960830102166617,0.916076152278959,0.019993142062297298,0.0200397845047615
LARP4:HepG2,LARP4,HepG2,9007,5418,0.643359038224989,0.6799828538670641,0.036623815642075175,0.0330452593355056
LARP4:K562,LARP4,K562,9007,429,0.7200406431175662,0.7192745094842996,-0.000766133633266608,0.0023904813412654
LIN28B:K562,LIN28B,K562,9007,6916,0.7269030815460148,0.7626040913669143,0.03570100982089952,0.0333518248060422
LSM11:K562,LSM11,K562,9007,1310,0.7488392284831885,0.7920430044869181,0.0432037760037296,0.034320806133716
MATR3:HepG2,MATR3,HepG2,9007,6984,0.9180002663591073,0.9269084736639074,0.008908207304800131,0.0097963238506868
MATR3:K562,MATR3,K562,9007,4864,0.9541952286400623,0.960767582182739,0.006572353542676712,0.0049633332566869
MBNL1:K562,MBNL1,K562,9007,1183,0.7771407992488687,0.8112018029437887,0.034061003694920045,0.0338192918809568
METTL1:K562,METTL1,K562,9007,481,0.7108933657790206,0.7328374272241215,0.02194406144510086,0.0115576955493794
MORC2:K562,MORC2,K562,9007,802,0.7779615798409214,0.7798474511974429,0.001885871356521518,0.0042962873286098
MTPAP:K562,MTPAP,K562,9007,1073,0.7364454469573857,0.7510094855597315,0.014564038602345786,0.0179140274965105
NCBP2:HepG2,NCBP2,HepG2,9007,3167,0.7760440818437772,0.7942579424358536,0.018213860592076414,0.0201699486414392
NKRF:HepG2,NKRF,HepG2,9007,3407,0.8710790617462674,0.8748630321264882,0.0037839703802208247,0.0023717126169499
NOLC1:K562,NOLC1,K562,9007,1564,0.7996137518723713,0.8052627533833504,0.005649001510979135,0.006180439008279
NONO:K562,NONO,K562,9007,11023,0.8146230314915835,0.8427662105301353,0.02814317903855179,0.0276902866754107
PCBP1:HepG2,PCBP1,HepG2,9007,924,0.8530024268660633,0.8516179887933135,-0.001384438072749794,0.0025526017883275
PCBP2:HepG2,PCBP2,HepG2,9007,8553,0.9517942804591352,0.9603556391711606,0.008561358712025458,0.0079321634062289
PHF6:K562,PHF6,K562,9007,667,0.7795540011103893,0.7899543481632497,0.010400347052860415,0.0081010818948916
PPIL4:K562,PPIL4,K562,9007,656,0.7383579342653183,0.7455848453301607,0.007226911064842412,-0.003060300625456
PRPF4:HepG2,PRPF4,HepG2,9007,8667,0.8835857539307838,0.8905196806007234,0.0069339266699396385,0.0057320510616081
PTBP1:HepG2,PTBP1,HepG2,9007,8346,0.9671294456294154,0.9706584453169644,0.0035289996875490504,0.0040398789765
PTBP1:K562,PTBP1,K562,9007,7784,0.9612366962985183,0.9646210300149252,0.0033843337164068954,0.0027122791429428
PUM1:K562,PUM1,K562,9007,2647,0.739625687690008,0.7854101748791747,0.04578448718916672,0.0374862634841254
QKI:HepG2,QKI,HepG2,9007,9986,0.7987403674978737,0.9130786906997255,0.11433832320185178,0.1151148198021847
QKI:K562,QKI,K562,9007,2189,0.863347636475496,0.9493004705407515,0.08595283406525556,0.0902765415599112
RBFOX2:K562,RBFOX2,K562,9007,3467,0.798858061699876,0.8357382378782718,0.036880176178395785,0.0358898345857923
RBM15:HepG2,RBM15,HepG2,9007,1485,0.7028765772200116,0.7309349386117062,0.028058361391694597,0.0307916066448069
RPS3:HepG2,RPS3,HepG2,9007,5645,0.639259932796764,0.7091985900343705,0.0699386572376065,0.0745863515087786
RPS3:K562,RPS3,K562,9007,2367,0.6938595021069347,0.7485482417460616,0.054688739639126904,0.0523710919911243
SAFB2:K562,SAFB2,K562,9007,3744,0.7986462813435972,0.8063774546396743,0.007731173296077087,0.0072621893034553
SLTM:K562,SLTM,K562,9007,3541,0.7387279411606372,0.7575660470188212,0.018838105858184018,0.0182788146311936
SMNDC1:K562,SMNDC1,K562,9007,2438,0.7236137085697403,0.7537711285827824,0.030157420013042113,0.024328082948866
SND1:K562,SND1,K562,9007,4129,0.6650880266644126,0.750858088923334,0.08577006225892148,0.0815727945875278
SRSF1:HepG2,SRSF1,HepG2,9007,1785,0.8150774035104237,0.8576079843702187,0.042530580859795,0.0391010246545262
SRSF1:K562,SRSF1,K562,9007,3860,0.7919397836183522,0.849886171440844,0.05794638782249184,0.0683886796292908
STAU2:HepG2,STAU2,HepG2,9007,838,0.707238509691788,0.7072726858470845,3.417615529643925e-05,0.0065094983666307
SUB1:HepG2,SUB1,HepG2,9007,3295,0.8172198185046088,0.8240706823462228,0.006850863841614041,0.0068445902358846
TAF15:HepG2,TAF15,HepG2,9007,767,0.9324872639128048,0.9327150431165633,0.0002277792037584936,0.0024549696180556
TIA1:HepG2,TIA1,HepG2,9007,1729,0.8411639500495244,0.845866835973682,0.004702885924157574,0.0036792831837123
TIA1:K562,TIA1,K562,9007,5807,0.8353169243523573,0.8433270072529045,0.008010082900547277,0.0087422969285712
TRA2A:HepG2,TRA2A,HepG2,9007,919,0.9285321012928611,0.9442420381713102,0.015709936878449127,0.0051736767485821
U2AF1:K562,U2AF1,K562,9007,1228,0.8324060467485066,0.856878454943819,0.02447240819531238,0.0203748441680279
U2AF2:HepG2,U2AF2,HepG2,9007,10699,0.805167514889083,0.8586824958225882,0.05351498093350515,0.0527913676519904
UCHL5:HepG2,UCHL5,HepG2,9007,2231,0.6990614102533451,0.7413617376758487,0.04230032742250356,0.0499997890448372
XPO5:HepG2,XPO5,HepG2,9007,4530,0.713037147493531,0.754259169919448,0.04122202242591699,0.0444448104229127
YBX3:HepG2,YBX3,HepG2,9007,2039,0.656196084156881,0.6769827500570652,0.020786665900184187,-0.0073942291788544
YBX3:K562,YBX3,K562,9007,17978,0.6392374836299162,0.742191195080139,0.1029537114502228,0.0998563962929834
YWHAG:K562,YWHAG,K562,9007,786,0.6918432621771587,0.6964175876826656,0.004574325505506849,0.0134401538215029
ZNF622:K562,ZNF622,K562,9007,14963,0.7502980697750791,0.8172340220939914,0.06693595231891236,0.0662078429519174
ZNF800:HepG2,ZNF800,HepG2,9007,2933,0.6877616466583101,0.7518882035187724,0.06412655686046231,0.0515411893324622
ZNF800:K562,ZNF800,K562,9007,2427,0.7700598727167871,0.8209453156181937,0.05088544290140662,0.0400870463513353
