dataset,protein,cell,seed,pairs,comp,full,gain,published
AATF:K562,AATF,K562,4007,1081,0.6356347678897378,0.6786629024928951,0.04302813460315724,0.0480770794164786
AKAP1:HepG2,AKAP1,HepG2,4007,5943,0.5845959805090986,0.611977791487016,0.027381810977917476,0.0313997050163779
AQR:HepG2,AQR,HepG2,4007,11080,0.5976989143609326,0.7256718206284455,0.1279729062675129,0.1347963926118254
BCCIP:HepG2,BCCIP,HepG2,4007,539,0.6705849146877506,0.6620657370723632,-0.008519177615387452,0.0133036854478677
BCLAF1:HepG2,BCLAF1,HepG2,4007,32385,0.5666378815418146,0.7070095824159353,0.14037170087412065,0.1403414503506233
BUD13:K562,BUD13,K562,4007,8850,0.5645727983657315,0.6816718950493152,0.11709909668358376,0.1119958504899615
CDC40:HepG2,CDC40,HepG2,4007,1172,0.6657612494030215,0.6738867080571702,0.00812545865414871,0.0047838355717595
CSTF2T:HepG2,CSTF2T,HepG2,4007,18324,0.7165305260364496,0.7392977575152745,0.022767231478824868,0.0228822643512053
DDX24:K562,DDX24,K562,4007,9600,0.5566588650173611,0.7075357530381945,0.15087688802083343,0.1511693467881943
DDX55:HepG2,DDX55,HepG2,4007,1686,0.6009088171516459,0.6386887197477236,0.037779902596077664,0.0426877403612753
DDX55:K562,DDX55,K562,4007,1101,0.5810397780566093,0.6050621967808969,0.024022418724287564,0.0296007015338215
DDX59:HepG2,DDX59,HepG2,4007,3089,0.7300172575312665,0.7514361101920671,0.02141885266080068,0.0189394777005593
DDX6:HepG2,DDX6,HepG2,4007,493,0.6354809112565778,0.6784022974791092,0.04292138622253139,0.0623619105612448
DDX6:K562,DDX6,K562,4007,1955,0.5962750112832856,0.645693840307167,0.049418829023881394,0.0516349317442977
DGCR8:K562,DGCR8,K562,4007,1253,0.5620388163379956,0.5645700120190393,0.002531195681043763,-0.0036031640582951
DHX30:K562,DHX30,K562,4007,824,0.6024115727212744,0.6028637241964371,0.0004521514751626432,0.0016893086059006
DROSHA:HepG2,DROSHA,HepG2,4007,2184,0.6148032561150693,0.6562516771994794,0.04144842108441016,0.0442684223590814
DROSHA:K562,DROSHA,K562,4007,3915,0.6688050185209652,0.6914337070148052,0.022628688493840032,0.0241374403849583
EFTUD2:HepG2,EFTUD2,HepG2,4007,7362,0.6806570241349643,0.7173022645934493,0.03664524045848494,0.0369083057724314
EIF3H:HepG2,EIF3H,HepG2,4007,2832,0.5416322536627406,0.6277591498691308,0.08612689620639025,0.0846127240336429
ELAC2:K562,ELAC2,K562,4007,12816,0.8520664882652926,0.8721044601707291,0.020037971905436436,0.0201447139770831
ELAVL1:K562,ELAVL1,K562,4007,8799,0.6973115184066689,0.7499030674597653,0.052591549053096376,0.0505506511537752
EXOSC5:HepG2,EXOSC5,HepG2,4007,727,0.68973887903975,0.7057209727375413,0.015982093697791355,0.0005032836419572
FASTKD2:HepG2,FASTKD2,HepG2,4007,868,0.6052554736775042,0.6141070632207097,0.00885158954320553,0.0090228078744504
FASTKD2:K562,FASTKD2,K562,4007,542,0.7273866096594546,0.7287550550782261,0.0013684454187715689,0.0012765349055703
FKBP4:HepG2,FKBP4,HepG2,4007,1452,0.724826685335701,0.7308609194878917,0.006034234152190621,0.008691228580401
FMR1:K562,FMR1,K562,4007,4445,0.5609806648184725,0.6605364149503808,0.09955575013190832,0.1055172771570033
FXR1:K562,FXR1,K562,4007,1425,0.5683333948907356,0.6507902739304402,0.08245687903970456,0.0684203139427515
FXR2:K562,FXR2,K562,4007,4745,0.5675289723195955,0.6530593237182726,0.08553035139867704,0.09119066045896
G3BP1:HepG2,G3BP1,HepG2,4007,6482,0.5606229140845354,0.689461172281516,0.1288382581969807,0.119416705754649
GARS:K562,GARS,K562,4007,566,0.6236436963877686,0.675429834309331,0.05178613792156239,0.0461143228158673
GEMIN5:K562,GEMIN5,K562,4007,2640,0.6302579775022957,0.6741669536271808,0.04390897612488509,0.039915203168044
GRSF1:HepG2,GRSF1,HepG2,4007,1008,0.6104556405895692,0.6278413564499873,0.01738571586041804,0.0086333144368858
GRWD1:HepG2,GRWD1,HepG2,4007,22078,0.5692631189646643,0.718287849252255,0.14902473028759067,0.1552207397893841
GRWD1:K562,GRWD1,K562,4007,4375,0.5838144783673469,0.717720346122449,0.13390586775510205,0.1354184097959183
GTF2F1:HepG2,GTF2F1,HepG2,4007,4460,0.7478564821331617,0.7726355848699954,0.024779102736833702,0.0208455074596239
HLTF:HepG2,HLTF,HepG2,4007,3645,0.533195745153272,0.6005949108179459,0.06739916566467397,0.065413093833558
HNRNPC:K562,HNRNPC,K562,4007,516,0.6613409650862329,0.6948575806742383,0.03351661558800545,0.0514279490415238
HNRNPL:K562,HNRNPL,K562,4007,5838,0.7364686139797603,0.7817861699481994,0.045317555968439116,0.0482803703790581
HNRNPM:HepG2,HNRNPM,HepG2,4007,13422,0.6992200347794454,0.7666905722897136,0.06747053751026821,0.0679745795867126
HNRNPUL1:HepG2,HNRNPUL1,HepG2,4007,467,0.60677063033899,0.6104984662225055,0.00372783588351544,0.0020450366593454
IGF2BP1:K562,IGF2BP1,K562,4007,5706,0.5691084178613494,0.6380620678462564,0.06895364998490705,0.0644477824426209
KHSRP:HepG2,KHSRP,HepG2,4007,5289,0.6448394179624367,0.7426803011319169,0.09784088316948014,0.0911887709809573
KHSRP:K562,KHSRP,K562,4007,23189,0.6868809079645423,0.7527446544097569,0.06586374644521464,0.0696133583965924
LARP4:HepG2,LARP4,HepG2,4007,5429,0.5629229463309765,0.6227394133027093,0.05981646697173282,0.0641478377532284
LARP4:K562,LARP4,K562,4007,430,0.575743645213629,0.5865927528393726,0.010849107625743648,0.0095078420767983
LIN28B:K562,LIN28B,K562,4007,6916,0.5720396806627059,0.6765057204674719,0.10446603980476599,0.0979798982485353
LSM11:K562,LSM11,K562,4007,1339,0.6093553480605114,0.6920678602124689,0.08271251215195752,0.0896536991869693
MATR3:HepG2,MATR3,HepG2,4007,6991,0.64574441819172,0.7026746344345586,0.05693021624283856,0.0518766992263241
MATR3:K562,MATR3,K562,4007,4865,0.6881212680714333,0.7501843927882214,0.0620631247167881,0.0592879491114562
MBNL1:K562,MBNL1,K562,4007,1202,0.6368026389738678,0.7261144072137121,0.08931176823984432,0.0712996364904857
METTL1:K562,METTL1,K562,4007,481,0.6123503961341799,0.6873371052165231,0.07498670908234328,0.0759246372551987
MORC2:K562,MORC2,K562,4007,891,0.6480757191569013,0.6593141793291439,0.011238460172242615,0.0010480160124753
MTPAP:K562,MTPAP,K562,4007,1083,0.5813388990774064,0.6308738508077065,0.04953495173030009,0.0533912416264453
NCBP2:HepG2,NCBP2,HepG2,4007,3226,0.5936838551001261,0.6572018884074643,0.06351803330733818,0.0641689365966003
NKRF:HepG2,NKRF,HepG2,4007,3773,0.791804716213918,0.8034034421903113,0.011598725976393331,0.0103544938044116
NOLC1:K562,NOLC1,K562,4007,1570,0.5834281309586596,0.6016954034646436,0.018267272505983922,0.0299801208973994
NONO:K562,NONO,K562,4007,11301,0.6607214741480365,0.7197562282832217,0.05903475413518522,0.0566100375405955
PCBP1:HepG2,PCBP1,HepG2,4007,940,0.6398347668628338,0.6427444545043006,0.0029096876414668182,0.0060457220461748
PCBP2:HepG2,PCBP2,HepG2,4007,8461,0.8154112165552353,0.8468222719673173,0.031411055412082,0.0316609772091074
PHF6:K562,PHF6,K562,4007,695,0.6145975881165572,0.6253278815796283,0.010730293463071083,0.0212307851560478
PPIL4:K562,PPIL4,K562,4007,659,0.5411127818163817,0.5762766503715336,0.03516386855515197,0.0314611967827281
PRPF4:HepG2,PRPF4,HepG2,4007,9087,0.7667967215998621,0.782703131070912,0.01590640947104993,0.0161628080741856
PTBP1:HepG2,PTBP1,HepG2,4007,7892,0.8153874987187651,0.8579407756101183,0.04255327689135313,0.0438025486784156
PTBP1:K562,PTBP1,K562,4007,7526,0.8009058896119106,0.8410626490404176,0.04015675942850705,0.0380593889234008
PUM1:K562,PUM1,K562,4007,2658,0.5866157279782317,0.6891781755717369,0.10256244759350519,0.1112005666270911
QKI:HepG2,QKI,HepG2,4007,9990,0.618996003010017,0.8689615140666191,0.24996551105660214,0.2473697821946068
QKI:K562,QKI,K562,4007,2189,0.6786023226310547,0.918712295644926,0.24010997301387127,0.2376649224777485
RBFOX2:K562,RBFOX2,K562,4007,3519,0.6263595158051195,0.7156230848797833,0.08926356907466382,0.0843183042148251
RBM15:HepG2,RBM15,HepG2,4007,1500,0.60296,0.6616551111111112,0.05869511111111114,0.0421408888888887
RPS3:HepG2,RPS3,HepG2,4007,5658,0.5516483103532681,0.670924894677044,0.11927658432377586,0.1223227564932758
RPS3:K562,RPS3,K562,4007,2372,0.5629638858634604,0.6926247835199304,0.12966089765647004,0.1264595519964508
SAFB2:K562,SAFB2,K562,4007,3744,0.5523108340866754,0.5966475848537146,0.044336750767039246,0.0406625672300753
SLTM:K562,SLTM,K562,4007,3635,0.6263551101264074,0.6639538795411415,0.03759876941473406,0.0340020454118278
SMNDC1:K562,SMNDC1,K562,4007,2465,0.5880091668758152,0.6581115742093159,0.0701024073335007,0.0784952828442
SND1:K562,SND1,K562,4007,4132,0.5577086939327459,0.6989730940905585,0.1412644001578126,0.1417393488265739
SRSF1:HepG2,SRSF1,HepG2,4007,1791,0.6142128846353487,0.7315107082032158,0.11729782356786711,0.1179618546856748
SRSF1:K562,SRSF1,K562,4007,3864,0.5932373579551544,0.7710026512180171,0.17776529326286272,0.1788301607662598
STAU2:HepG2,STAU2,HepG2,4007,847,0.603386631614602,0.6320704089299131,0.02868377731531102,0.0126907929868279
SUB1:HepG2,SUB1,HepG2,4007,3297,0.6074881356926991,0.6366286977554894,0.029140562062790254,0.0348771582956685
TAF15:HepG2,TAF15,HepG2,4007,768,0.6418016221788195,0.6563720703125,0.01457044813368047,0.0302530924479166
TIA1:HepG2,TIA1,HepG2,4007,1729,0.6056747733104618,0.6355730051203553,0.029898231809893483,0.0450308268335115
TIA1:K562,TIA1,K562,4007,5883,0.6194629775494371,0.6652420944897829,0.045779116940345754,0.0463367642511899
TRA2A:HepG2,TRA2A,HepG2,4007,921,0.6741362419406748,0.8081370742513034,0.13400083231062865,0.1169337487813014
U2AF1:K562,U2AF1,K562,4007,1230,0.6067572212307488,0.7329486416815387,0.1261914204507899,0.1190118315817303
U2AF2:HepG2,U2AF2,HepG2,4007,10702,0.603492498096877,0.7541057145514397,0.15061321645456272,0.1520729467166455
UCHL5:HepG2,UCHL5,HepG2,4007,2233,0.5671560553349395,0.6737216795897711,0.10656562425483163,0.1201334298914483
XPO5:HepG2,XPO5,HepG2,4007,4607,0.6358026538168317,0.6745932485691384,0.03879059475230673,0.0398719417737774
YBX3:HepG2,YBX3,HepG2,4007,2042,0.5799455316895632,0.5952118633092903,0.015266331619727125,0.0329236858488874
YBX3:K562,YBX3,K562,4007,17979,0.5542454479518798,0.7064716017807713,0.1522261538288915,0.1528321750783023
YWHAG:K562,YWHAG,K562,4007,798,0.5865839410556466,0.6127128598438452,0.026128918788198563,0.0151412365500217
ZNF622:K562,ZNF622,K562,4007,14969,0.5738399497469912,0.7296831292654652,0.15584317951847404,0.1608760628290428
ZNF800:HepG2,ZNF800,HepG2,4007,2938,0.5628395276837719,0.6806457577314882,0.11780623004771629,0.1198126379485078
ZNF800:K562,ZNF800,K562,4007,2436,0.5999998988894011,0.7337591100649534,0.13375921117555234,0.1499385921629848
