dataset,protein,cell,seed,pairs,comp,full,gain,published
AATF:K562,AATF,K562,8007,1035,0.8323610819389017,0.8478172186048681,0.015456136665966458,0.0164462163406869
AKAP1:HepG2,AKAP1,HepG2,8007,5920,0.7213880455624544,0.727954226397005,0.006566180834550628,0.0085749221100608
AQR:HepG2,AQR,HepG2,8007,10804,0.6412842745038962,0.739988778546923,0.09870450404302678,0.1041183638316776
BCCIP:HepG2,BCCIP,HepG2,8007,538,0.9073741380025151,0.9084831608186731,0.0011090228161579896,0.0004422271665676
BCLAF1:HepG2,BCLAF1,HepG2,8007,32372,0.7059136748736565,0.7754168919390058,0.06950321706534923,0.0695365757128636
BUD13:K562,BUD13,K562,8007,8781,0.6654674468034968,0.7394453199279885,0.07397787312449167,0.0697501223577486
CDC40:HepG2,CDC40,HepG2,8007,1149,0.8079784820644734,0.8127588147562379,0.004780332691764477,0.0075080315355221
CSTF2T:HepG2,CSTF2T,HepG2,8007,19098,0.7684008956849504,0.7888743533485881,0.02047345766363773,0.0207782269413213
DDX24:K562,DDX24,K562,8007,9583,0.6528579008561862,0.7448116130636697,0.0919537122074835,0.0946443821281509
DDX55:HepG2,DDX55,HepG2,8007,1684,0.7690404590360019,0.7731975812594152,0.0041571222234132454,0.0125837156266235
DDX55:K562,DDX55,K562,8007,1098,0.6694694111831083,0.6830791868640116,0.013609775680903269,0.0106603305785123
DDX59:HepG2,DDX59,HepG2,8007,3040,0.8728994979224377,0.8771747316481995,0.004275233725761773,0.0036660316849574
DDX6:HepG2,DDX6,HepG2,8007,488,0.7711846613813491,0.7913447325987637,0.020160071217414588,0.0131611828404831
DDX6:K562,DDX6,K562,8007,1929,0.7993437857846768,0.8114624375275629,0.012118651742886066,0.0110529478118189
DGCR8:K562,DGCR8,K562,8007,1231,0.6908769593516,0.6905278676170233,-0.00034909173457664533,-0.0006035232140425
DHX30:K562,DHX30,K562,8007,783,0.7467724914327284,0.750889348854734,0.004116857422005626,0.010985324947589
DROSHA:HepG2,DROSHA,HepG2,8007,2141,0.7371906033337253,0.7550621405747662,0.017871537241040847,0.0173686447119305
DROSHA:K562,DROSHA,K562,8007,3721,0.8030688782284876,0.8142915262424291,0.01122264801394146,0.0097279185499778
EFTUD2:HepG2,EFTUD2,HepG2,8007,6949,0.7828492898355037,0.8030442836809458,0.0201949938454421,0.0203651424150549
EIF3H:HepG2,EIF3H,HepG2,8007,2826,0.6419708009089594,0.6776071851260838,0.03563638421712434,0.0395363872727099
ELAC2:K562,ELAC2,K562,8007,13054,0.9534167967689764,0.9589121957937435,0.005495399024767145,0.0053134338711342
ELAVL1:K562,ELAVL1,K562,8007,8821,0.9407367360209975,0.9469363600515259,0.006199624030528428,0.0064049959824592
EXOSC5:HepG2,EXOSC5,HepG2,8007,706,0.9189765586755371,0.9189585021948655,-1.8056480671546637e-05,-0.0004720980232862
FASTKD2:HepG2,FASTKD2,HepG2,8007,798,0.7865402855509701,0.7881844335148648,0.001644147963894671,0.0015664470294346
FASTKD2:K562,FASTKD2,K562,8007,495,0.9290725436179982,0.9278645036220795,-0.001208039995918675,-0.0003681257362515
