dataset,protein,cell,seed,pairs,comp,full,gain,published
AATF:K562,AATF,K562,7007,1028,0.8491848854638223,0.8605552317219034,0.011370346258081088,0.0164462163406869
AKAP1:HepG2,AKAP1,HepG2,7007,5921,0.7207451166759907,0.7267928530698388,0.0060477363938480355,0.0085749221100608
AQR:HepG2,AQR,HepG2,7007,10800,0.6382408007544582,0.7378747085048011,0.09963390775034286,0.1041183638316776
BCCIP:HepG2,BCCIP,HepG2,7007,537,0.9120328468039214,0.9115785677378637,-0.0004542790660576612,0.0004422271665676
BCLAF1:HepG2,BCLAF1,HepG2,7007,32371,0.7061425317976346,0.7762507874684675,0.0701082556708329,0.0695365757128636
BUD13:K562,BUD13,K562,7007,8774,0.6693587821822032,0.7374122333069674,0.06805345112476413,0.0697501223577486
CDC40:HepG2,CDC40,HepG2,7007,1150,0.817146313799622,0.8254457466918715,0.008299432892249547,0.0075080315355221
CSTF2T:HepG2,CSTF2T,HepG2,7007,19135,0.7658790398342091,0.786152711787692,0.02027367195348284,0.0207782269413213
DDX24:K562,DDX24,K562,7007,9583,0.6462831602394623,0.7451176329905836,0.09883447275112134,0.0946443821281509
DDX55:HepG2,DDX55,HepG2,7007,1683,0.7688156953124972,0.7790550995961502,0.010239404283652997,0.0125837156266235
DDX55:K562,DDX55,K562,7007,1097,0.6698063584367409,0.6776781626196913,0.007871804182950415,0.0106603305785123
DDX59:HepG2,DDX59,HepG2,7007,3026,0.8687148043678731,0.8721786159082181,0.00346381154034503,0.0036660316849574
DDX6:HepG2,DDX6,HepG2,7007,489,0.7787647258082728,0.7864721208091302,0.0077073950008573755,0.0131611828404831
DDX6:K562,DDX6,K562,7007,1932,0.789149402672222,0.8001655135904393,0.011016110918217303,0.0110529478118189
DGCR8:K562,DGCR8,K562,7007,1225,0.6999790087463558,0.7035995002082466,0.003620491461890807,-0.0006035232140425
DHX30:K562,DHX30,K562,7007,781,0.7650259606761745,0.7667818106403524,0.0017558499641779912,0.010985324947589
DROSHA:HepG2,DROSHA,HepG2,7007,2132,0.7375168961135418,0.7581754749391916,0.02065857882564981,0.0173686447119305
DROSHA:K562,DROSHA,K562,7007,3710,0.8099252402990389,0.8176342804832862,0.00770904018424734,0.0097279185499778
EFTUD2:HepG2,EFTUD2,HepG2,7007,6943,0.7844318572029366,0.8036749898335761,0.01924313263063948,0.0203651424150549
EIF3H:HepG2,EIF3H,HepG2,7007,2825,0.6374748844858642,0.6686419923251624,0.031167107839298214,0.0395363872727099
ELAC2:K562,ELAC2,K562,7007,13073,0.9536549811735966,0.958508210217485,0.004853229043888407,0.0053134338711342
ELAVL1:K562,ELAVL1,K562,7007,8821,0.942185572167993,0.9494437356741657,0.007258163506172699,0.0064049959824592
EXOSC5:HepG2,EXOSC5,HepG2,7007,707,0.9185934152113938,0.9179132097893564,-0.0006802054220373943,-0.0004720980232862
FASTKD2:HepG2,FASTKD2,HepG2,7007,806,0.7859278118823464,0.7903118053802438,0.00438399349789742,0.0015664470294346
FASTKD2:K562,FASTKD2,K562,7007,495,0.9321334557698193,0.9317294153657791,-0.0004040404040401846,-0.0003681257362515
FKBP4:HepG2,FKBP4,HepG2,7007,1323,0.8324812078186444,0.832477208570503,-3.999248141428602e-06,0.0013495657733497
FMR1:K562,FMR1,K562,7007,4427,0.6434521534973722,0.7039473620429577,0.060495208545585544,0.0682712248628287
FXR1:K562,FXR1,K562,7007,1423,0.6740364723898962,0.7144245551325502,0.04038808274265404,0.0317897565791195
FXR2:K562,FXR2,K562,7007,4697,0.649751840386253,0.7005277763033847,0.0507759359171317,0.049198340544389
G3BP1:HepG2,G3BP1,HepG2,7007,6477,0.6863889514015091,0.7532160746751329,0.06682712327362372,0.0671332930008148
GARS:K562,GARS,K562,7007,555,0.7334696859021184,0.7408684360035711,0.007398750101452745,0.00147623360591
GEMIN5:K562,GEMIN5,K562,7007,2456,0.76405087852391,0.7809129606149667,0.016862082091056774,0.0138907318931444
GRSF1:HepG2,GRSF1,HepG2,7007,990,0.869366391184573,0.8702509947964493,0.0008846036118762557,-0.0003040327264464
GRWD1:HepG2,GRWD1,HepG2,7007,22070,0.6993618894775839,0.7787865914135297,0.07942470193594575,0.0797572655394761
GRWD1:K562,GRWD1,K562,7007,4373,0.7732784734130068,0.8255008895249308,0.05222241611192402,0.0482972739450746
GTF2F1:HepG2,GTF2F1,HepG2,7007,4165,0.8761684938080875,0.8879282421251814,0.011759748317093921,0.0105890647673584
HLTF:HepG2,HLTF,HepG2,7007,3639,0.6436157226516408,0.6716121743310708,0.02799645167942999,0.0243697228110265
HNRNPC:K562,HNRNPC,K562,7007,516,0.9494546601766721,0.9515541433808066,0.0020994832041344447,0.0066514932996816
HNRNPL:K562,HNRNPL,K562,7007,5833,0.8730795588946344,0.8919295498524581,0.018849990957823692,0.0199610110674168
HNRNPM:HepG2,HNRNPM,HepG2,7007,13377,0.9366793140220878,0.9491078581292824,0.012428544107194628,0.0127465734137508
HNRNPUL1:HepG2,HNRNPUL1,HepG2,7007,459,0.8078611740024019,0.8061239504274235,-0.0017372235749784082,0.0047534858118478
IGF2BP1:K562,IGF2BP1,K562,7007,5705,0.6905554655148973,0.7285080587242613,0.03795259320936395,0.040803342027854
KHSRP:HepG2,KHSRP,HepG2,7007,5278,0.8675599171835991,0.89336957615825,0.025809658974650818,0.0286301939853076
KHSRP:K562,KHSRP,K562,7007,23197,0.8978263290438576,0.9175961432163541,0.019769814172496458,0.0200397845047615
LARP4:HepG2,LARP4,HepG2,7007,5419,0.6494621710104568,0.6823617978897117,0.03289962687925496,0.0330452593355056
LARP4:K562,LARP4,K562,7007,430,0.7197079502433749,0.7192157923201731,-0.0004921579232017859,0.0023904813412654
LIN28B:K562,LIN28B,K562,7007,6916,0.7350651217067005,0.7668581893738663,0.03179306766716583,0.0333518248060422
LSM11:K562,LSM11,K562,7007,1308,0.7301942176584463,0.7748307288013543,0.04463651114290801,0.034320806133716
MATR3:HepG2,MATR3,HepG2,7007,6984,0.923788123467287,0.9322453531488764,0.008457229681589351,0.0097963238506868
MATR3:K562,MATR3,K562,7007,4863,0.9549080123367097,0.9613961301748941,0.006488117838184371,0.0049633332566869
MBNL1:K562,MBNL1,K562,7007,1184,0.7767210041544924,0.8048123345051131,0.028091330350620725,0.0338192918809568
METTL1:K562,METTL1,K562,7007,481,0.7244911631606017,0.7351584752832153,0.010667312122613626,0.0115576955493794
MORC2:K562,MORC2,K562,7007,798,0.778160941200118,0.7799385682250739,0.0017776270249558745,0.0042962873286098
MTPAP:K562,MTPAP,K562,7007,1071,0.7197048754142179,0.740095602511157,0.02039072709693912,0.0179140274965105
NCBP2:HepG2,NCBP2,HepG2,7007,3169,0.7788876761614891,0.7958295697681098,0.016941893606620684,0.0201699486414392
NKRF:HepG2,NKRF,HepG2,7007,3407,0.8745092998590844,0.8781180409573033,0.0036087410982188484,0.0023717126169499
NOLC1:K562,NOLC1,K562,7007,1566,0.7891859909409564,0.7936706579305779,0.004484666989621466,0.006180439008279
NONO:K562,NONO,K562,7007,11028,0.8130026444376296,0.8396413524633245,0.0266387080256949,0.0276902866754107
PCBP1:HepG2,PCBP1,HepG2,7007,920,0.8341895085066161,0.8346030245746692,0.00041351606805306584,0.0025526017883275
PCBP2:HepG2,PCBP2,HepG2,7007,8562,0.9518358908495521,0.9597905511994052,0.007954660349853038,0.0079321634062289
PHF6:K562,PHF6,K562,7007,665,0.8021233534965233,0.8097687828594042,0.007645429362880929,0.0081010818948916
PPIL4:K562,PPIL4,K562,7007,657,0.7128940412233088,0.7113742879052193,-0.0015197533180895118,-0.003060300625456
PRPF4:HepG2,PRPF4,HepG2,7007,8643,0.8859335780755739,0.8925737303971172,0.006640152321543247,0.0057320510616081
PTBP1:HepG2,PTBP1,HepG2,7007,8346,0.9668911880828273,0.970680582767967,0.0037893946851397242,0.0040398789765
PTBP1:K562,PTBP1,K562,7007,7780,0.9605176247843986,0.9639337236735153,0.0034160988891166477,0.0027122791429428
PUM1:K562,PUM1,K562,7007,2649,0.7306842144040051,0.7754205701105042,0.04473635570649914,0.0374862634841254
QKI:HepG2,QKI,HepG2,7007,9988,0.8015558397750507,0.914026497395593,0.11247065762054231,0.1151148198021847
QKI:K562,QKI,K562,7007,2187,0.8650095787783697,0.9555970360669283,0.09058745728855855,0.0902765415599112
RBFOX2:K562,RBFOX2,K562,7007,3467,0.8030702601286897,0.8434387632237997,0.040368503095110086,0.0358898345857923
RBM15:HepG2,RBM15,HepG2,7007,1490,0.6924102517904599,0.7147128507724878,0.02230259898202791,0.0307916066448069
RPS3:HepG2,RPS3,HepG2,7007,5643,0.6380255166455117,0.71793623862792,0.07991072198240834,0.0745863515087786
RPS3:K562,RPS3,K562,7007,2365,0.6854294257785088,0.7442330676845648,0.058803641906055915,0.0523710919911243
SAFB2:K562,SAFB2,K562,7007,3744,0.7968494605613996,0.8070728692974285,0.010223408736028894,0.0072621893034553
SLTM:K562,SLTM,K562,7007,3539,0.7420829107955506,0.7563805434155924,0.0142976326200418,0.0182788146311936
SMNDC1:K562,SMNDC1,K562,7007,2440,0.7231061878527278,0.7522846680999731,0.02917848024724523,0.024328082948866
SND1:K562,SND1,K562,7007,4129,0.6714473018699848,0.7550065134223894,0.08355921155240464,0.0815727945875278
SRSF1:HepG2,SRSF1,HepG2,7007,1782,0.8195151414380744,0.862698880562704,0.043183739124629694,0.0391010246545262
SRSF1:K562,SRSF1,K562,7007,3860,0.7911387554028295,0.8615439340653439,0.07040517866251439,0.0683886796292908
STAU2:HepG2,STAU2,HepG2,7007,840,0.6986026077097506,0.6994968820861678,0.0008942743764172034,0.0065094983666307
SUB1:HepG2,SUB1,HepG2,7007,3295,0.8197871884793486,0.8280947128702385,0.008307524390889887,0.0068445902358846
TAF15:HepG2,TAF15,HepG2,7007,768,0.921352810329861,0.9211917453342015,-0.00016106499565959886,0.0024549696180556
TIA1:HepG2,TIA1,HepG2,7007,1729,0.8400222650321583,0.8437346647751202,0.0037123997429618916,0.0036792831837123
TIA1:K562,TIA1,K562,7007,5811,0.8347978532516305,0.8430952743301806,0.008297421078550138,0.0087422969285712
TRA2A:HepG2,TRA2A,HepG2,7007,919,0.9255080450079983,0.9383963976551132,0.012888352647114854,0.0051736767485821
U2AF1:K562,U2AF1,K562,7007,1228,0.8265664622436312,0.8501310358730596,0.02356457362942843,0.0203748441680279
U2AF2:HepG2,U2AF2,HepG2,7007,10698,0.8064060612612258,0.8562550990760771,0.04984903781485128,0.0527913676519904
UCHL5:HepG2,UCHL5,HepG2,7007,2231,0.6965369801386718,0.7416813849748893,0.04514440483621751,0.0499997890448372
XPO5:HepG2,XPO5,HepG2,7007,4537,0.7150988694382617,0.7600510853648222,0.04495221592656051,0.0444448104229127
YBX3:HepG2,YBX3,HepG2,7007,2041,0.6409597854468453,0.6613761351385283,0.020416349691683044,-0.0073942291788544
YBX3:K562,YBX3,K562,7007,17979,0.6386585593284805,0.7390809390593666,0.10042237973088608,0.0998563962929834
YWHAG:K562,YWHAG,K562,7007,784,0.6964009136817992,0.7236307788421491,0.027229865160349864,0.0134401538215029
ZNF622:K562,ZNF622,K562,7007,14965,0.7482599391898838,0.815424238023257,0.06716429883337327,0.0662078429519174
ZNF800:HepG2,ZNF800,HepG2,7007,2934,0.6865720934403735,0.751776065023333,0.06520397158295954,0.0515411893324622
ZNF800:K562,ZNF800,K562,7007,2427,0.7691874256938789,0.8150989528768258,0.04591152718294689,0.0400870463513353
