dataset,protein,cell,seed,pairs,comp,full,gain,published
AATF:K562,AATF,K562,3007,1081,0.6289573244357805,0.6853531822472255,0.05639585781144507,0.0480770794164786
AKAP1:HepG2,AKAP1,HepG2,3007,5943,0.5844792169844834,0.6171978628424404,0.03271864585795703,0.0313997050163779
AQR:HepG2,AQR,HepG2,3007,11071,0.5955657035075197,0.7331765641629547,0.13761086065543504,0.1347963926118254
BCCIP:HepG2,BCCIP,HepG2,3007,539,0.6731871362139054,0.6817097559212586,0.00852261970735324,0.0133036854478677
BCLAF1:HepG2,BCLAF1,HepG2,3007,32384,0.5680521290829219,0.7074422716068248,0.13939014252390292,0.1403414503506233
BUD13:K562,BUD13,K562,3007,8850,0.5681165565450542,0.6865554214944621,0.11843886494940792,0.1119958504899615
CDC40:HepG2,CDC40,HepG2,3007,1172,0.6733574357301774,0.6915303323276917,0.01817289659751431,0.0047838355717595
CSTF2T:HepG2,CSTF2T,HepG2,3007,18317,0.7137476006146526,0.7368383058909024,0.02309070527624979,0.0228822643512053
DDX24:K562,DDX24,K562,3007,9600,0.5604533637152778,0.7098094726562499,0.14935610894097218,0.1511693467881943
DDX55:HepG2,DDX55,HepG2,3007,1686,0.6038635106782673,0.6401183988157304,0.03625488813746314,0.0426877403612753
DDX55:K562,DDX55,K562,3007,1101,0.5702404139247534,0.6049359800891105,0.034695566164357095,0.0296007015338215
DDX59:HepG2,DDX59,HepG2,3007,3088,0.7334963061088887,0.7507512785578137,0.017254972448924932,0.0189394777005593
DDX6:HepG2,DDX6,HepG2,3007,493,0.6301692251356723,0.6633271480236496,0.033157922887977254,0.0623619105612448
DDX6:K562,DDX6,K562,3007,1955,0.5984557924137074,0.6578012964331735,0.059345504019466144,0.0516349317442977
DGCR8:K562,DGCR8,K562,3007,1253,0.5539038311245349,0.5553203835137251,0.001416552389190251,-0.0036031640582951
DHX30:K562,DHX30,K562,3007,824,0.6259293406541616,0.6286216302196248,0.0026922895654631906,0.0016893086059006
DROSHA:HepG2,DROSHA,HepG2,3007,2184,0.6128415616739792,0.6600564042184921,0.047214842544512914,0.0442684223590814
DROSHA:K562,DROSHA,K562,3007,3913,0.6661261167944318,0.6887760490123512,0.022649932217919444,0.0241374403849583
EFTUD2:HepG2,EFTUD2,HepG2,3007,7364,0.6817458666012055,0.7181347422948997,0.0363888756936942,0.0369083057724314
EIF3H:HepG2,EIF3H,HepG2,3007,2832,0.5361099640109802,0.6100037854304319,0.07389382141945167,0.0846127240336429
ELAC2:K562,ELAC2,K562,3007,12810,0.8489073902426688,0.8681144524458533,0.019207062203184466,0.0201447139770831
ELAVL1:K562,ELAVL1,K562,3007,8794,0.6975918334750641,0.7499102857619598,0.05231845228689569,0.0505506511537752
EXOSC5:HepG2,EXOSC5,HepG2,3007,727,0.6866718760938377,0.703198878396455,0.016527002302617277,0.0005032836419572
FASTKD2:HepG2,FASTKD2,HepG2,3007,868,0.6190816857440167,0.6313257873388689,0.01224410159485223,0.0090228078744504
FASTKD2:K562,FASTKD2,K562,3007,542,0.7454623439223321,0.7470690758568101,0.0016067319344780229,0.0012765349055703
FKBP4:HepG2,FKBP4,HepG2,3007,1452,0.717648403645774,0.7230921157480136,0.005443712102239595,0.008691228580401
FMR1:K562,FMR1,K562,3007,4445,0.5624346056855379,0.6596299478313243,0.0971953421457864,0.1055172771570033
FXR1:K562,FXR1,K562,3007,1425,0.5780126808248691,0.6354900584795321,0.05747737765466299,0.0684203139427515
FXR2:K562,FXR2,K562,3007,4745,0.5645351937206378,0.6534514618571376,0.08891626813649989,0.09119066045896
G3BP1:HepG2,G3BP1,HepG2,3007,6482,0.5614286009409105,0.6817673530887662,0.12033875214785572,0.119416705754649
GARS:K562,GARS,K562,3007,566,0.6081234626478043,0.6548683339784489,0.046744871330644644,0.0461143228158673
GEMIN5:K562,GEMIN5,K562,3007,2640,0.6343252123507807,0.6711366505968778,0.03681143824609712,0.039915203168044
GRSF1:HepG2,GRSF1,HepG2,3007,1008,0.6109250992063492,0.6245285730032755,0.01360347379692628,0.0086333144368858
GRWD1:HepG2,GRWD1,HepG2,3007,22078,0.5687647541302908,0.7226414011589624,0.15387664702867154,0.1552207397893841
GRWD1:K562,GRWD1,K562,3007,4375,0.58337024,0.7258195069387755,0.14244926693877547,0.1354184097959183
GTF2F1:HepG2,GTF2F1,HepG2,3007,4464,0.7454294852648348,0.7706331054649864,0.025203620200151655,0.0208455074596239
HLTF:HepG2,HLTF,HepG2,3007,3645,0.5368282085875948,0.5959030635573845,0.0590748549697897,0.065413093833558
HNRNPC:K562,HNRNPC,K562,3007,516,0.6666629108827593,0.7193415359653867,0.05267862508262744,0.0514279490415238
HNRNPL:K562,HNRNPL,K562,3007,5840,0.7317243502533308,0.775748498780259,0.04402414852692815,0.0482803703790581
HNRNPM:HepG2,HNRNPM,HepG2,3007,13422,0.7018282267356589,0.766329306846174,0.06450108011051503,0.0679745795867126
HNRNPUL1:HepG2,HNRNPUL1,HepG2,3007,467,0.5972286543567076,0.6495925975175272,0.052363943160819604,0.0020450366593454
IGF2BP1:K562,IGF2BP1,K562,3007,5706,0.5660077160954536,0.6362305302380005,0.07022281414254683,0.0644477824426209
KHSRP:HepG2,KHSRP,HepG2,3007,5289,0.6408406364004017,0.7270231730928687,0.086182536692467,0.0911887709809573
KHSRP:K562,KHSRP,K562,3007,23185,0.6834148427508452,0.7521910778596868,0.06877623510884157,0.0696133583965924
LARP4:HepG2,LARP4,HepG2,3007,5429,0.5632780045328701,0.6384457088866776,0.07516770435380749,0.0641478377532284
LARP4:K562,LARP4,K562,3007,430,0.574613304488913,0.571833423472147,-0.0027798810167659616,0.0095078420767983
LIN28B:K562,LIN28B,K562,3007,6916,0.5708521258656718,0.6711418204941995,0.10028969462852766,0.0979798982485353
LSM11:K562,LSM11,K562,3007,1339,0.6038442296119014,0.6903154126701622,0.08647118305826074,0.0896536991869693
MATR3:HepG2,MATR3,HepG2,3007,6991,0.6456297152676896,0.7026145207722678,0.056984805504578184,0.0518766992263241
MATR3:K562,MATR3,K562,3007,4864,0.6892957185444079,0.7550598313603706,0.06576411281596273,0.0592879491114562
MBNL1:K562,MBNL1,K562,3007,1202,0.62875379636269,0.7194629859828738,0.09070918962018382,0.0712996364904857
METTL1:K562,METTL1,K562,3007,481,0.6144639762103379,0.6750662384758018,0.060602262265463946,0.0759246372551987
MORC2:K562,MORC2,K562,3007,891,0.6457050867825279,0.6525108926904661,0.006805805907938223,0.0010480160124753
MTPAP:K562,MTPAP,K562,3007,1083,0.580095814693462,0.6383801024649391,0.058284287771477095,0.0533912416264453
NCBP2:HepG2,NCBP2,HepG2,3007,3226,0.59670132129332,0.6672732091127229,0.07057188781940293,0.0641689365966003
NKRF:HepG2,NKRF,HepG2,3007,3773,0.7848287197476117,0.7973587774644693,0.012530057716857557,0.0103544938044116
NOLC1:K562,NOLC1,K562,3007,1570,0.574312953872368,0.5884928394661041,0.014179885593736063,0.0299801208973994
NONO:K562,NONO,K562,3007,11309,0.6625953202415376,0.7223530963239636,0.05975777608242605,0.0566100375405955
PCBP1:HepG2,PCBP1,HepG2,3007,940,0.6399354911724763,0.6391749660479856,-0.0007605251244906519,0.0060457220461748
PCBP2:HepG2,PCBP2,HepG2,3007,8456,0.8168031896873482,0.8496991130670066,0.03289592337965841,0.0316609772091074
PHF6:K562,PHF6,K562,3007,695,0.5976626468609285,0.6323337301381916,0.03467108327726309,0.0212307851560478
PPIL4:K562,PPIL4,K562,3007,659,0.544212157566184,0.5756917756015115,0.031479618035327506,0.0314611967827281
PRPF4:HepG2,PRPF4,HepG2,3007,9100,0.7654030793382443,0.7807156502837821,0.01531257094553784,0.0161628080741856
PTBP1:HepG2,PTBP1,HepG2,3007,7885,0.812541813618322,0.8593754787531128,0.046833665134790814,0.0438025486784156
PTBP1:K562,PTBP1,K562,3007,7524,0.7951950886350283,0.8334546180911496,0.03825952945612132,0.0380593889234008
PUM1:K562,PUM1,K562,3007,2658,0.5815064308891029,0.6927006280569866,0.1111941971678837,0.1112005666270911
QKI:HepG2,QKI,HepG2,3007,9990,0.6203300497694892,0.8695931066201337,0.24926305685064443,0.2473697821946068
QKI:K562,QKI,K562,3007,2189,0.6802345128190894,0.9176402382359073,0.23740572541681793,0.2376649224777485
RBFOX2:K562,RBFOX2,K562,3007,3519,0.6233380420711307,0.7077560768841352,0.08441803481300447,0.0843183042148251
RBM15:HepG2,RBM15,HepG2,3007,1500,0.6084386666666666,0.6649444444444444,0.05650577777777788,0.0421408888888887
RPS3:HepG2,RPS3,HepG2,3007,5658,0.5505566744772523,0.6755773067436055,0.12502063226635318,0.1223227564932758
RPS3:K562,RPS3,K562,3007,2372,0.5588665828709879,0.6831851505336286,0.12431856766264071,0.1264595519964508
SAFB2:K562,SAFB2,K562,3007,3744,0.5535139699302359,0.6048811288945503,0.05136715896431432,0.0406625672300753
SLTM:K562,SLTM,K562,3007,3636,0.6228190682104514,0.6485069092717853,0.025687841061333927,0.0340020454118278
SMNDC1:K562,SMNDC1,K562,3007,2465,0.588102481392641,0.6593439183045393,0.07124143691189833,0.0784952828442
SND1:K562,SND1,K562,3007,4132,0.5661700898425529,0.7003222083631262,0.1341521185205733,0.1417393488265739
SRSF1:HepG2,SRSF1,HepG2,3007,1791,0.6153900590488892,0.7489048942210899,0.13351483517220064,0.1179618546856748
SRSF1:K562,SRSF1,K562,3007,3864,0.5878442350475162,0.7683199540055469,0.18047571895803072,0.1788301607662598
STAU2:HepG2,STAU2,HepG2,3007,848,0.622118636525454,0.650277289515842,0.028158652990388,0.0126907929868279
