dataset,protein,cell,seed,pairs,comp,full,gain,published
AATF:K562,AATF,K562,7,1081,0.6370929716120938,0.6845119766961246,0.04741900508403085,0.0480770794164786
AKAP1:HepG2,AKAP1,HepG2,7,5943,0.5841359480774917,0.6165828157897695,0.03244686771227778,0.0313997050163779
AQR:HepG2,AQR,HepG2,7,11093,0.5987595803877349,0.7305710489654073,0.13181146857767234,0.1347963926118254
BCCIP:HepG2,BCCIP,HepG2,7,539,0.6880432051383549,0.701081849504855,0.01303864436650004,0.0133036854478677
BCLAF1:HepG2,BCLAF1,HepG2,7,32387,0.566554886916021,0.7066490538211103,0.14009416690508936,0.1403414503506233
BUD13:K562,BUD13,K562,7,8850,0.5682500047878961,0.6801504293146925,0.11190042452679638,0.1119958504899615
CDC40:HepG2,CDC40,HepG2,7,1172,0.6697639168773077,0.6751032335845496,0.005339316707241859,0.0047838355717595
CSTF2T:HepG2,CSTF2T,HepG2,7,18388,0.7172628189242409,0.7417344255451425,0.02447160662090153,0.0228822643512053
DDX24:K562,DDX24,K562,7,9600,0.5573174370659723,0.7060297417534722,0.14871230468749996,0.1511693467881943
DDX55:HepG2,DDX55,HepG2,7,1686,0.5968825679062378,0.6413764038224214,0.04449383591618361,0.0426877403612753
DDX55:K562,DDX55,K562,7,1101,0.59636726912451,0.6174710299694522,0.021103760844942254,0.0296007015338215
DDX59:HepG2,DDX59,HepG2,7,3089,0.7296360973854217,0.7486403419185717,0.019004244533149972,0.0189394777005593
DDX6:HepG2,DDX6,HepG2,7,493,0.6203152450740386,0.6747528276191221,0.054437582545083574,0.0623619105612448
DDX6:K562,DDX6,K562,7,1955,0.5995970722326516,0.6492542565786461,0.04965718434599453,0.0516349317442977
DGCR8:K562,DGCR8,K562,7,1253,0.5642400776046508,0.5629891293616788,-0.0012509482429720054,-0.0036031640582951
DHX30:K562,DHX30,K562,7,824,0.6249985271938919,0.6293241587331511,0.004325631539259134,0.0016893086059006
DROSHA:HepG2,DROSHA,HepG2,7,2184,0.6146915126997545,0.660248653208818,0.045557140509063454,0.0442684223590814
DROSHA:K562,DROSHA,K562,7,3915,0.6679004190256227,0.6902611529484299,0.02236073392280724,0.0241374403849583
EFTUD2:HepG2,EFTUD2,HepG2,7,7378,0.6788544088750149,0.7178492196290894,0.038994810754074516,0.0369083057724314
EIF3H:HepG2,EIF3H,HepG2,7,2832,0.5360915106610489,0.6247668394299212,0.0886753287688723,0.0846127240336429
ELAC2:K562,ELAC2,K562,7,12817,0.8518861508304504,0.8730999424996384,0.02121379166918802,0.0201447139770831
ELAVL1:K562,ELAVL1,K562,7,8804,0.6970070190308357,0.7457422367595085,0.04873521772867273,0.0505506511537752
EXOSC5:HepG2,EXOSC5,HepG2,7,727,0.688518510810192,0.6911503436897503,0.00263183287955826,0.0005032836419572
FASTKD2:HepG2,FASTKD2,HepG2,7,868,0.6048772006201024,0.6104358236530825,0.005558623032980048,0.0090228078744504
FASTKD2:K562,FASTKD2,K562,7,542,0.7303992320366008,0.7307907027409758,0.00039147070437495213,0.0012765349055703
FKBP4:HepG2,FKBP4,HepG2,7,1454,0.7182212328935593,0.7249786672065298,0.0067574343129704895,0.008691228580401
FMR1:K562,FMR1,K562,7,4445,0.5572480549042732,0.659749139906443,0.10250108500216981,0.1055172771570033
FXR1:K562,FXR1,K562,7,1425,0.5759394275161588,0.6425730994152047,0.0666336718990459,0.0684203139427515
FXR2:K562,FXR2,K562,7,4745,0.5693980353119751,0.6574825033505404,0.08808446803856529,0.09119066045896
G3BP1:HepG2,G3BP1,HepG2,7,6482,0.5643923537908743,0.6887715355584177,0.12437918176754348,0.119416705754649
GARS:K562,GARS,K562,7,566,0.6163174718126085,0.657802569641274,0.041485097828665496,0.0461143228158673
GEMIN5:K562,GEMIN5,K562,7,2640,0.6292791551882462,0.6679598542240588,0.038680699035812616,0.039915203168044
GRSF1:HepG2,GRSF1,HepG2,7,1008,0.6227540784832452,0.6366065523431595,0.013852473859914394,0.0086333144368858
GRWD1:HepG2,GRWD1,HepG2,7,22078,0.5685743873882452,0.722436474619,0.15386208723075478,0.1552207397893841
GRWD1:K562,GRWD1,K562,7,4375,0.5858371918367347,0.7167249240816326,0.13088773224489791,0.1354184097959183
GTF2F1:HepG2,GTF2F1,HepG2,7,4472,0.7456759871000156,0.7677207774232674,0.022044790323251795,0.0208455074596239
HLTF:HepG2,HLTF,HepG2,7,3645,0.5431476306871318,0.6032145054672109,0.060066874780079105,0.065413093833558
HNRNPC:K562,HNRNPC,K562,7,516,0.6668657232137493,0.7182936722552731,0.05142794904152381,0.0514279490415238
HNRNPL:K562,HNRNPL,K562,7,5840,0.7280484143366486,0.7752134253612311,0.04716501102458248,0.0482803703790581
HNRNPM:HepG2,HNRNPM,HepG2,7,13423,0.7030784002318077,0.7698962889971335,0.0668178887653258,0.0679745795867126
HNRNPUL1:HepG2,HNRNPUL1,HepG2,7,467,0.5935695977330356,0.6020523731137287,0.008482775380693086,0.0020450366593454
IGF2BP1:K562,IGF2BP1,K562,7,5706,0.567448417976834,0.6321114748877986,0.06466305691096463,0.0644477824426209
KHSRP:HepG2,KHSRP,HepG2,7,5289,0.6447149431063754,0.735937067057093,0.0912221239507176,0.0911887709809573
KHSRP:K562,KHSRP,K562,7,23190,0.6855228430568038,0.7551268585569347,0.06960401550013096,0.0696133583965924
LARP4:HepG2,LARP4,HepG2,7,5429,0.5621258381231131,0.6268386476085855,0.06471280948547242,0.0641478377532284
LARP4:K562,LARP4,K562,7,430,0.5990427257977285,0.6125256895619253,0.013482963764196776,0.0095078420767983
LIN28B:K562,LIN28B,K562,7,6916,0.5736810201305194,0.6686094699644516,0.09492844983393223,0.0979798982485353
LSM11:K562,LSM11,K562,7,1339,0.6033963571177983,0.6968037074695427,0.09340735035174441,0.0896536991869693
MATR3:HepG2,MATR3,HepG2,7,6991,0.6461099289007604,0.698402185812967,0.052292256912206625,0.0518766992263241
MATR3:K562,MATR3,K562,7,4866,0.6837690086086823,0.7413108631505185,0.057541854541836246,0.0592879491114562
MBNL1:K562,MBNL1,K562,7,1202,0.6282679173091991,0.6988027441784491,0.07053482686925006,0.0712996364904857
METTL1:K562,METTL1,K562,7,481,0.6124454856263588,0.688279355639023,0.07583387001266417,0.0759246372551987
MORC2:K562,MORC2,K562,7,891,0.6487735567421313,0.6533674442391241,0.0045938874969927435,0.0010480160124753
MTPAP:K562,MTPAP,K562,7,1083,0.5751081304368956,0.6206384406367526,0.04553031019985698,0.0533912416264453
NCBP2:HepG2,NCBP2,HepG2,7,3226,0.5990981520649988,0.6639098244309929,0.06481167236599406,0.0641689365966003
NKRF:HepG2,NKRF,HepG2,7,3783,0.7876693380916016,0.800869102274467,0.013199764182865392,0.0103544938044116
NOLC1:K562,NOLC1,K562,7,1570,0.5822025234289423,0.6115842427684693,0.029381719339527046,0.0299801208973994
NONO:K562,NONO,K562,7,11314,0.6616918396923858,0.7188193958380081,0.05712755614562237,0.0566100375405955
PCBP1:HepG2,PCBP1,HepG2,7,940,0.6366478044363967,0.6390980081484834,0.002450203712086707,0.0060457220461748
PCBP2:HepG2,PCBP2,HepG2,7,8488,0.8198535510797079,0.8529708821057793,0.033117331026071395,0.0316609772091074
PHF6:K562,PHF6,K562,7,695,0.6082397391439367,0.6246550385590808,0.01641529941514408,0.0212307851560478
PPIL4:K562,PPIL4,K562,7,659,0.5247339855991858,0.5870576884551707,0.062323702855984875,0.0314611967827281
PRPF4:HepG2,PRPF4,HepG2,7,9126,0.7676705632672524,0.78401981435158,0.01634925108432761,0.0161628080741856
PTBP1:HepG2,PTBP1,HepG2,7,7890,0.8096015877376024,0.8549988193169388,0.045397231579336395,0.0438025486784156
PTBP1:K562,PTBP1,K562,7,7568,0.7980178970707866,0.837466589042994,0.03944869197220735,0.0380593889234008
