dataset,protein,cell,seed,pairs,comp,full,gain,published
AATF:K562,AATF,K562,3007,1032,0.8398345952767261,0.8502371777537407,0.010402582477014644,0.0164462163406869
AKAP1:HepG2,AKAP1,HepG2,3007,5918,0.7188322929992539,0.7294620486972972,0.010629755698043364,0.0085749221100608
AQR:HepG2,AQR,HepG2,3007,10797,0.6356105353411804,0.7342452716511965,0.09863473631001607,0.1041183638316776
BCCIP:HepG2,BCCIP,HepG2,3007,536,0.9050387057251058,0.9068278012920472,0.001789095566941401,0.0004422271665676
BCLAF1:HepG2,BCLAF1,HepG2,3007,32378,0.7084896594931968,0.7764736606818857,0.06798400118868897,0.0695365757128636
BUD13:K562,BUD13,K562,3007,8769,0.665121827050139,0.7331380237619276,0.0680161967117886,0.0697501223577486
CDC40:HepG2,CDC40,HepG2,3007,1147,0.7995339040702822,0.8089379139242738,0.00940400985399159,0.0075080315355221
CSTF2T:HepG2,CSTF2T,HepG2,3007,19117,0.7669314850207734,0.7866668189497639,0.019735333928990517,0.0207782269413213
DDX24:K562,DDX24,K562,3007,9583,0.6532794228065416,0.745851447062206,0.09257202425566435,0.0946443821281509
DDX55:HepG2,DDX55,HepG2,3007,1684,0.7687382575137806,0.7794651773573834,0.010726919843602856,0.0125837156266235
DDX55:K562,DDX55,K562,3007,1098,0.6758778172600621,0.6921990968842173,0.016321279624155194,0.0106603305785123
DDX59:HepG2,DDX59,HepG2,3007,3029,0.868406002894219,0.87090860757151,0.0025026046772910204,0.0036660316849574
DDX6:HepG2,DDX6,HepG2,3007,487,0.77578013990024,0.7905754967976422,0.01479535689740219,0.0131611828404831
DDX6:K562,DDX6,K562,3007,1931,0.796187258984955,0.8091897013511996,0.013002442366244593,0.0110529478118189
DGCR8:K562,DGCR8,K562,3007,1231,0.7068058370249729,0.7063214639943881,-0.00048437303058479486,-0.0006035232140425
DHX30:K562,DHX30,K562,3007,785,0.7538869731023571,0.7611391942878006,0.0072522211854435525,0.010985324947589
DROSHA:HepG2,DROSHA,HepG2,3007,2139,0.7406315316455392,0.7635490493453901,0.022917517699850953,0.0173686447119305
DROSHA:K562,DROSHA,K562,3007,3707,0.8007509033173046,0.8115258725372402,0.010774969219935593,0.0097279185499778
EFTUD2:HepG2,EFTUD2,HepG2,3007,6950,0.7817134930904196,0.8012018011490089,0.019488308058589254,0.0203651424150549
EIF3H:HepG2,EIF3H,HepG2,3007,2825,0.6397886130472237,0.6794147074947138,0.0396260944474901,0.0395363872727099
ELAC2:K562,ELAC2,K562,3007,13059,0.953692003929623,0.9588491928058912,0.005157188876268259,0.0053134338711342
ELAVL1:K562,ELAVL1,K562,3007,8821,0.9420338822337853,0.9479624487024753,0.00592856646869,0.0064049959824592
EXOSC5:HepG2,EXOSC5,HepG2,3007,710,0.9173735369966276,0.9168240428486412,-0.0005494941479864401,-0.0004720980232862
FASTKD2:HepG2,FASTKD2,HepG2,3007,803,0.7964017251620248,0.798093699064374,0.0016919739023492086,0.0015664470294346
FASTKD2:K562,FASTKD2,K562,3007,498,0.9269648876631021,0.9269487588909857,-1.612877211643049e-05,-0.0003681257362515
FKBP4:HepG2,FKBP4,HepG2,3007,1317,0.8346798394224466,0.8358853818040932,0.001205542381646607,0.0013495657733497
FMR1:K562,FMR1,K562,3007,4422,0.6352027535526594,0.6994548044285788,0.06425205087591934,0.0682712248628287
FXR1:K562,FXR1,K562,3007,1421,0.6525674746105096,0.6845116556171353,0.03194418100662577,0.0317897565791195
FXR2:K562,FXR2,K562,3007,4696,0.6524443852319854,0.703835715778262,0.05139133054627654,0.049198340544389
G3BP1:HepG2,G3BP1,HepG2,3007,6478,0.6894509175902174,0.7535941821660431,0.06414326457582575,0.0671332930008148
GARS:K562,GARS,K562,3007,556,0.734783396304539,0.7334183013301588,-0.0013650949743801988,0.00147623360591
GEMIN5:K562,GEMIN5,K562,3007,2455,0.7565775818086038,0.7743561707475911,0.017778588938987316,0.0138907318931444
GRSF1:HepG2,GRSF1,HepG2,3007,989,0.8470536876316939,0.8467122165867004,-0.000341471044993491,-0.0003040327264464
GRWD1:HepG2,GRWD1,HepG2,3007,22071,0.6945797202019003,0.7767472500166541,0.08216752981475384,0.0797572655394761
GRWD1:K562,GRWD1,K562,3007,4371,0.7700332064231712,0.8251951347772106,0.055161928354039436,0.0482972739450746
GTF2F1:HepG2,GTF2F1,HepG2,3007,4150,0.8741993322688343,0.8888070256931341,0.014607693424299795,0.0105890647673584
HLTF:HepG2,HLTF,HepG2,3007,3641,0.6536251626608099,0.6667528357537494,0.013127673092939496,0.0243697228110265
HNRNPC:K562,HNRNPC,K562,3007,516,0.9527785289345593,0.9559934799591371,0.0032149510245778057,0.0066514932996816
HNRNPL:K562,HNRNPL,K562,3007,5831,0.8700160270884942,0.8905887170508745,0.020572689962380264,0.0199610110674168
HNRNPM:HepG2,HNRNPM,HepG2,3007,13375,0.9355196562145165,0.9476721041138962,0.012152447899379748,0.0127465734137508
HNRNPUL1:HepG2,HNRNPUL1,HepG2,3007,462,0.8095612900807706,0.8094910140364686,-7.027604430198675e-05,0.0047534858118478
IGF2BP1:K562,IGF2BP1,K562,3007,5706,0.6805597480173803,0.7160415199305028,0.03548177191312252,0.040803342027854
KHSRP:HepG2,KHSRP,HepG2,3007,5276,0.8655731663717027,0.8918957115373893,0.02632254516568666,0.0286301939853076
KHSRP:K562,KHSRP,K562,3007,23198,0.8944450968475162,0.914545257025994,0.02010016017847782,0.0200397845047615
LARP4:HepG2,LARP4,HepG2,3007,5419,0.6482942382745557,0.6815785334392215,0.0332842951646658,0.0330452593355056
LARP4:K562,LARP4,K562,3007,430,0.7575608436992969,0.7581936181719848,0.000632774472687947,0.0023904813412654
LIN28B:K562,LIN28B,K562,3007,6914,0.728527571555795,0.7675406366526762,0.039013065096881294,0.0333518248060422
LSM11:K562,LSM11,K562,3007,1304,0.7397760312770523,0.7840769552862358,0.04430092400918351,0.034320806133716
MATR3:HepG2,MATR3,HepG2,3007,6982,0.9178689507356191,0.9269376727700424,0.009068722034423216,0.0097963238506868
MATR3:K562,MATR3,K562,3007,4864,0.9559207398475372,0.9620480946886902,0.00612735484115301,0.0049633332566869
MBNL1:K562,MBNL1,K562,3007,1186,0.7740097369820473,0.7980564426459338,0.024046705663886447,0.0338192918809568
METTL1:K562,METTL1,K562,3007,481,0.7040382778428516,0.7062555919104776,0.0022173140676260417,0.0115576955493794
MORC2:K562,MORC2,K562,3007,804,0.7772966634489245,0.7780933640256428,0.0007967005767183233,0.0042962873286098
MTPAP:K562,MTPAP,K562,3007,1070,0.7303738317757009,0.7516804961131976,0.021306664337496728,0.0179140274965105
NCBP2:HepG2,NCBP2,HepG2,3007,3168,0.7831388578014998,0.8003246041539129,0.0171857463524131,0.0201699486414392
NKRF:HepG2,NKRF,HepG2,3007,3419,0.8732658138316741,0.8781609506122601,0.004895136780585951,0.0023717126169499
NOLC1:K562,NOLC1,K562,3007,1565,0.7880541804040053,0.7960967244740683,0.008042544070062996,0.006180439008279
NONO:K562,NONO,K562,3007,11024,0.8115857541192616,0.8393168122039051,0.02773105808464349,0.0276902866754107
PCBP1:HepG2,PCBP1,HepG2,3007,921,0.8390009443071015,0.8404227100552791,0.0014217657481776502,0.0025526017883275
PCBP2:HepG2,PCBP2,HepG2,3007,8559,0.9524764232123025,0.960445943342542,0.007969520130239438,0.0079321634062289
PHF6:K562,PHF6,K562,3007,662,0.7902059126879091,0.7943771049917399,0.004171192303830784,0.0081010818948916
PPIL4:K562,PPIL4,K562,3007,657,0.7153196231197108,0.7173119826525719,0.001992359532861143,-0.003060300625456
PRPF4:HepG2,PRPF4,HepG2,3007,8658,0.8855109173889493,0.8919676513231606,0.006456733934211312,0.0057320510616081
