arm,dataset,rows,n_pos,n_neg,pos_mismatch,neg_mismatch,auroc_stored,tv_stored,agree_published,none_published,auroc_published,tv_published,agree_reversed,none_reversed,auroc_reversed,tv_reversed,agree_coding_first,none_coding_first,auroc_coding_first,tv_coding_first,agree_majority,none_majority,auroc_majority,tv_majority
gc,HepG2:DDX55,3370,1685,1685,0,45,0.5,0.0,3325,0,0.5125731493629424,0.019584569732937714,1292,0,0.6298769910803124,0.2047477744807122,3088,0,0.5217314584085445,0.04094955489614245,3201,0,0.5460646831441679,0.07002967359050447
gc,HepG2:DDX59,6104,3052,3052,0,347,0.5,0.0,5757,0,0.5411028090640346,0.07044560943643516,4596,0,0.5291872935522159,0.055701179554390565,5657,0,0.5383830769072211,0.07044560943643517,5694,0,0.5468760467321345,0.08289646133682835
gc,HepG2:DDX6,980,490,490,0,44,0.5,0.0,936,0,0.5318513119533528,0.05714285714285714,630,0,0.5646043315285298,0.10816326530612248,913,0,0.5535485214493961,0.08775510204081635,936,0,0.5311724281549355,0.055102040816326525
gc,HepG2:DGCR8,3350,1675,1675,0,253,0.5,0.0,3097,0,0.57012911561595,0.11761194029850748,2172,0,0.556040810871018,0.11044776119402987,3086,0,0.5702404989975496,0.11761194029850748,2899,0,0.6030558253508577,0.1826865671641791
gc,HepG2:DKC1,5292,2646,2646,0,418,0.5,0.0,4874,0,0.5829406928640273,0.1417233560090703,2227,0,0.605128164476507,0.20975056689342406,4850,0,0.5838308112360591,0.14172335600907032,4352,0,0.646033045787392,0.2312925170068027
gc,HepG2:DROSHA,4304,2152,2152,0,273,0.5,0.0,4031,0,0.5451395606749492,0.08596654275092935,3378,0,0.5288399915009466,0.0571561338289963,3995,0,0.5455615982711682,0.08596654275092935,3999,0,0.5534476228562346,0.09154275092936803
gc,HepG2:EFTUD2,14248,7124,7124,0,1246,0.5,0.0,13002,0,0.5725093345252353,0.12619314991577768,8982,0,0.5780036486104337,0.15328467153284667,12768,0,0.5725747711746771,0.12619314991577768,12576,0,0.5873455726599413,0.1687254351487928
gc,HepG2:EIF3D,1628,814,814,0,94,0.5,0.0,1534,0,0.5569924961816854,0.09336609336609338,897,0,0.600787659448593,0.1523341523341523,1471,0,0.5739507935453881,0.12039312039312039,1440,0,0.6070343014446209,0.1511056511056511
gc,HepG2:EIF3H,5654,2827,2827,0,384,0.5,0.0,5270,0,0.5695024943289662,0.132295719844358,2319,0,0.6422991245292595,0.25857799787760877,5020,0,0.5662727984695559,0.12168376370711001,5041,0,0.605727540872798,0.16342412451361865
gc,HepG2:EXOSC5,1426,713,713,0,57,0.5,0.0,1369,0,0.5315912260582373,0.05890603085554,1244,0,0.5119204750879774,0.01963534361851331,1351,0,0.5318331762951715,0.05890603085554,1359,0,0.5361686098090167,0.06872370266479665
