arm,dataset,rows,n_pos,n_neg,pos_mismatch,neg_mismatch,auroc_stored,tv_stored,agree_published,none_published,auroc_published,tv_published,agree_reversed,none_reversed,auroc_reversed,tv_reversed,agree_coding_first,none_coding_first,auroc_coding_first,tv_coding_first,agree_majority,none_majority,auroc_majority,tv_majority
gc,K562:DDX6,3878,1939,1939,0,98,0.5,0.0,3780,0,0.5154816008953855,0.029912325941206786,1817,0,0.5811334138889561,0.13047962867457452,3532,0,0.5197316503006473,0.027333677153171775,3624,0,0.5608671494507173,0.09541000515729756
gc,K562:DGCR8,2472,1236,1236,0,185,0.5,0.0,2287,0,0.5755703359830752,0.12216828478964402,1365,0,0.5807330123270599,0.15938511326860846,2279,0,0.5752234083220746,0.12216828478964403,2083,0,0.6182565117667389,0.20792880258899674
gc,K562:DHX30,1590,795,795,0,106,0.5,0.0,1484,0,0.5497606898461296,0.0880503144654088,1166,0,0.5237482694513667,0.045283018867924525,1449,0,0.5491214746252127,0.08805031446540881,1431,0,0.5729504370871406,0.12955974842767295
gc,K562:DROSHA,7572,3786,3786,0,496,0.5,0.0,7076,0,0.548280232256689,0.08610670892762809,5070,0,0.540314687051497,0.07976756471209721,6979,0,0.5462739946905899,0.08610670892762809,6813,0,0.5744980603881904,0.13919704173269945
gc,K562:EFTUD2,10960,5480,5480,0,778,0.5,0.0,10182,0,0.5614659145399329,0.10255474452554741,6960,0,0.5658828720230167,0.12828467153284673,9922,0,0.564180596995045,0.10255474452554743,9740,0,0.5875583242314455,0.16569343065693426
gc,K562:EIF4E,4130,2065,2065,0,97,0.5,0.0,4033,0,0.5311135083162826,0.03874092009685226,1465,0,0.5732100205781825,0.12542372881355932,3906,0,0.5158428553840382,0.020338983050847494,3517,0,0.6357698057677539,0.2484261501210654
gc,K562:EIF4G2,9198,4599,4599,0,504,0.5,0.0,8694,0,0.5444448179527575,0.08284409654272665,8030,0,0.5175045380078039,0.02978908458360513,8641,0,0.5454331493166618,0.08284409654272665,8735,0,0.5406702091329781,0.07740813220265275
gc,K562:ELAC2,26288,13144,13144,0,1227,0.5,0.0,25061,0,0.5384881408900484,0.07341752891052954,23127,0,0.5120141647425085,0.02206329884357884,24895,0,0.539991236984844,0.07341752891052954,25039,0,0.5392136274847201,0.07516737674984786
gc,K562:ELAVL1,17642,8821,8821,0,279,0.5,0.0,17363,0,0.5115818728330962,0.02051921550844573,13062,0,0.5168027028799534,0.02720779956920981,17162,0,0.5164780596889803,0.028001360389978438,17275,0,0.5172769411598177,0.02958848203151573
gc,K562:EWSR1,17298,8649,8649,0,1187,0.5,0.0,16111,0,0.5564862796104245,0.10405827263267431,15051,0,0.5250354049580056,0.04983235056075849,16030,0,0.5566664542482815,0.10405827263267431,16105,0,0.5573596881318453,0.1079893629321309
gc,K562:EXOSC10,2712,1356,1356,0,164,0.5,0.0,2548,0,0.5547596283533907,0.09144542772861354,1457,0,0.6100769767927533,0.15412979351032446,2364,0,0.607040107987226,0.16666666666666663,2306,0,0.6126526592180715,0.18067846607669613
gc,K562:EXOSC5,23994,11997,11997,0,577,0.5,0.0,23417,0,0.5211808390957454,0.04209385679753273,23205,0,0.5048515400501371,0.009419021422022148,23390,0,0.5211945403899806,0.04209385679753273,23451,0,0.5196637368894612,0.03917646078186217
gc,K562:FAM120A,11650,5825,5825,0,180,0.5,0.0,11470,0,0.5162619315146715,0.02077253218884121,6407,0,0.5536221333971892,0.08875536480686695,11008,0,0.5456028440383871,0.0830901287553648,11430,0,0.5228517894969514,0.0290128755364807
gc,K562:FASTKD2,1016,508,508,0,71,0.5,0.0,945,0,0.5580766786533572,0.1043307086614173,741,0,0.531496062992126,0.061023622047244104,930,0,0.5618993737987475,0.1043307086614173,928,0,0.5713447051894104,0.12598425196850394
gc,K562:FMR1,8864,4432,4432,0,556,0.5,0.0,8308,0,0.5649732439006112,0.12251805054151622,3441,0,0.634727519093172,0.20961191335740073,7551,0,0.6132717553418525,0.20848375451263537,7589,0,0.6479143519725267,0.20103790613718409
gc,K562:FTO,1664,832,832,0,101,0.5,0.0,1563,0,0.5487421701645709,0.07331730769230768,949,0,0.5308780105861687,0.05048076923076923,1516,0,0.5394720495099852,0.0637019230769231,1426,0,0.6233451888406065,0.21875
gc,K562:FUS,8778,4389,4389,0,579,0.5,0.0,8199,0,0.5481692642717213,0.08247892458418775,6949,0,0.5294938759521268,0.0576441102756892,8134,0,0.5492193168561121,0.08247892458418773,8165,0,0.5523384311562892,0.09204830257461837
gc,K562:FXR1,2846,1423,1423,0,227,0.5,0.0,2619,0,0.5808201176436308,0.1595221363316936,973,0,0.6334994955378683,0.17427969079409694,2358,0,0.6362025532747073,0.2712579058327477,2350,0,0.6784121813653714,0.2522839072382291
gc,K562:FXR2,9424,4712,4712,0,585,0.5,0.0,8839,0,0.5640963198393871,0.11502546689303901,3982,0,0.6049934864493645,0.15683361629881157,8141,0,0.6006117477033676,0.1742359932088285,8086,0,0.6365439646201874,0.19291171477079794
gc,K562:GARS,1114,557,557,0,77,0.5,0.0,1037,0,0.5564514309474002,0.0933572710951526,615,0,0.5563225022481941,0.07001795332136448,1018,0,0.553411936863616,0.08258527827648113,940,0,0.5977634093905217,0.15619389587073607
gc,K562:GEMIN5,5020,2510,2510,0,228,0.5,0.0,4792,0,0.5391696957191155,0.05737051792828686,2300,0,0.5629712226790051,0.08127490039840637,4626,0,0.5278362248218282,0.03784860557768924,4249,0,0.6272178219393343,0.23187250996015937
gc,K562:GPKOW,2158,1079,1079,0,127,0.5,0.0,2031,0,0.5678549372509644,0.10379981464318819,1037,0,0.5959964474709274,0.12418906394810011,1876,0,0.649136218360288,0.22150139017608902,1741,0,0.6709293866132527,0.28452270620945325
gc,K562:GRWD1,8746,4373,4373,0,599,0.5,0.0,8147,0,0.5695083947820464,0.13331808826892294,2737,0,0.6962174704777654,0.3023096272581751,7088,0,0.6540082953997748,0.2965927281042762,6894,0,0.6932838762945123,0.27738394694717583
gc,K562:GTF2F1,9578,4789,4789,0,568,0.5,0.0,9010,0,0.547290218095246,0.08373355606598454,7647,0,0.5317809122763018,0.06180831071204848,8918,0,0.5483393570766096,0.08373355606598454,8907,0,0.5580824644212103,0.10691167258300271
gc,K562:HNRNPC,1032,516,516,0,33,0.5,0.0,999,0,0.5239788023556278,0.040697674418604696,755,0,0.5169611201249926,0.02519379844961242,982,0,0.5283430232558141,0.05038759689922482,987,0,0.5302960308875668,0.05038759689922481
gc,K562:HNRNPK,9492,4746,4746,0,597,0.5,0.0,8895,0,0.5409750868786704,0.07016434892541087,6682,0,0.5410555103603558,0.07711757269279396,8685,0,0.5416222040020748,0.07016434892541087,8825,0,0.5474782010854307,0.08175305520438261
gc,K562:HNRNPL,11672,5836,5836,0,374,0.5,0.0,11298,0,0.5244965661834723,0.0472926662097327,10548,0,0.515678106536395,0.030843043180260446,11282,0,0.5247783868273358,0.0472926662097327,11299,0,0.525125241875133,0.049348869088416736
gc,K562:HNRNPM,12796,6398,6398,0,541,0.5,0.0,12255,0,0.531954025762779,0.06017505470459517,11250,0,0.5179246655209637,0.03547983744920289,12193,0,0.5325563797142374,0.06017505470459517,12210,0,0.5357002266357659,0.06845889340418879
gc,K562:IGF2BP1,11412,5706,5706,0,349,0.5,0.0,11063,0,0.5312500115177522,0.055555555555555594,4733,0,0.5836323034681395,0.1442341395022783,10395,0,0.5407063932677848,0.06992639327024183,10476,0,0.5674043433781647,0.10620399579390115
gc,K562:IGF2BP2,7614,3807,3807,0,264,0.5,0.0,7350,0,0.533748919928168,0.06356711321250327,2733,0,0.5857746941351798,0.15760441292356184,6545,0,0.5460690353143038,0.08825847123719463,6833,0,0.5940186703478287,0.14289466771736276
gc,K562:ILF3,5824,2912,2912,0,216,0.5,0.0,5608,0,0.5273056592274484,0.05357142857142859,5134,0,0.5117246464044197,0.023008241758241718,5570,0,0.5282745564017027,0.05357142857142858,5591,0,0.5293913353988045,0.0573489010989011
gc,K562:KHDRBS1,2440,1220,1220,0,62,0.5,0.0,2378,0,0.5190341977962913,0.0360655737704918,2193,0,0.51839324106423,0.034426229508196744,2377,0,0.5190872749260952,0.0360655737704918,2380,0,0.5183918973394249,0.03524590163934426
gc,K562:KHSRP,46396,23198,23198,0,1087,0.5,0.0,45309,0,0.5168365782311117,0.03146823001982931,39243,0,0.5243403113546605,0.048366238468833554,45252,0,0.5170050330689817,0.03146823001982931,45021,0,0.520797917218204,0.03724459005086647
gc,K562:LARP4,860,430,430,0,24,0.5,0.0,836,0,0.5280692266089778,0.04651162790697677,359,0,0.6332990805840994,0.20232558139534879,781,0,0.5337804218496485,0.05581395348837212,732,0,0.6477041644131963,0.23255813953488375
gc,K562:LIN28B,13832,6916,6916,0,727,0.5,0.0,13105,0,0.5520632348154721,0.09759976865240022,5010,0,0.6153848558141806,0.19028340080971656,11523,0,0.6168072998430141,0.2152978600347022,11417,0,0.656121317915289,0.2440717177559283
gc,K562:LSM11,2638,1319,1319,0,175,0.5,0.0,2463,0,0.5483744606299371,0.08188021228203182,1850,0,0.5302837573666727,0.054586808188021266,2374,0,0.5490147784666974,0.08188021228203182,2397,0,0.5670031688260629,0.11751326762699017
gc,K562:MATR3,9728,4864,4864,0,276,0.5,0.0,9452,0,0.5221744864931397,0.04337993421052632,9091,0,0.5090406000449056,0.017886513157894714,9429,0,0.5222896459690421,0.04337993421052632,9468,0,0.5211686110562564,0.04194078947368419
gc,K562:MBNL1,2388,1194,1194,0,99,0.5,0.0,2289,0,0.5334650640135351,0.05862646566164153,1671,0,0.5121801778294038,0.017587939698492445,2233,0,0.5402195932201487,0.05946398659966499,2277,0,0.5314186089576862,0.05695142378559461
gc,K562:METAP2,6208,3104,3104,0,356,0.5,0.0,5852,0,0.5556166822490435,0.1063144329896907,2049,0,0.6477596977461739,0.2271262886597938,5062,0,0.6157510428844724,0.22358247422680413,4952,0,0.6847533985080774,0.2896262886597938
gc,K562:METTL1,962,481,481,0,44,0.5,0.0,918,0,0.5289115278720268,0.05405405405405403,771,0,0.545182636658728,0.05405405405405406,917,0,0.5284382415359545,0.05405405405405403,912,0,0.5346082529034712,0.058212058212058215
gc,K562:MORC2,1646,823,823,0,133,0.5,0.0,1513,0,0.5588325614287887,0.10449574726609961,1211,0,0.5171925312514302,0.03159173754556502,1501,0,0.5589986550110803,0.10449574726609963,1472,0,0.5797677347345235,0.14337788578371813
gc,K562:MTPAP,2154,1077,1077,0,169,0.5,0.0,1985,0,0.562217170188865,0.1104921077065924,1122,0,0.5857005040825776,0.11142061281337048,1862,0,0.6104778826979927,0.18384401114206128,1836,0,0.6161950429724579,0.17548746518105848
gc,K562:NOLC1,3134,1567,1567,0,98,0.5,0.0,3036,0,0.5225716751327332,0.04084237396298662,1360,0,0.6157789751857979,0.19463943841735803,2884,0,0.5225853180364481,0.03318442884492662,2883,0,0.5705889946971866,0.11104020421186978
gc,K562:NONO,22328,11164,11164,0,1352,0.5,0.0,20976,0,0.5480056604692798,0.08572196345395913,18645,0,0.5333476910030076,0.0661949122178431,20846,0,0.5484957639792952,0.08572196345395913,20822,0,0.5547211793717869,0.10148692225008957
gc,K562:PABPC4,11648,5824,5824,0,240,0.5,0.0,11408,0,0.5198800370624397,0.03605769230769234,3835,0,0.6394363438330213,0.2524038461538461,10217,0,0.5325178153963138,0.04773351648351651,10251,0,0.6182734113199644,0.19024725274725274
gc,K562:PCBP1,4022,2011,2011,0,153,0.5,0.0,3869,0,0.5317619082119451,0.0606663351566385,1583,0,0.5837385923912761,0.11685728493286922,3550,0,0.5183594902328591,0.02486325211337642,3681,0,0.5752763084981879,0.1178518150174043
gc,K562:PHF6,1352,676,676,0,111,0.5,0.0,1241,0,0.5599243723959245,0.11390532544378695,898,0,0.5301613213823044,0.059171597633136085,1235,0,0.5599079601554569,0.11390532544378697,1178,0,0.6031181068590035,0.1804733727810651
gc,K562:PPIL4,1316,658,658,0,73,0.5,0.0,1243,0,0.5518068476824863,0.0775075987841945,919,0,0.5638632773163589,0.12462006079027355,1245,0,0.5503482968560897,0.0714285714285714,1245,0,0.5478215278868451,0.07294832826747716
gc,K562:PRPF8,22404,11202,11202,0,1278,0.5,0.0,21126,0,0.5520643639049714,0.08480628459203712,14819,0,0.5658634889368755,0.13015532940546334,20877,0,0.552272759656221,0.08480628459203712,20546,0,0.5628058637283284,0.11881806820210676
gc,K562:PTBP1,15570,7785,7785,0,471,0.5,0.0,15099,0,0.5217242618229398,0.04084778420038536,13684,0,0.5157261733427548,0.030828516377649356,15044,0,0.5221031255452719,0.040847784200385366,15024,0,0.5267690323889996,0.052280025690430325
gc,K562:PUM1,5302,2651,2651,0,344,0.5,0.0,4958,0,0.5657921304260038,0.1259901923802339,1801,0,0.666441394683771,0.25122595247076573,4415,0,0.6290555182197105,0.2463221425877027,4308,0,0.6707626610372149,0.24141833270463972
gc,K562:PUM2,10762,5381,5381,0,142,0.5,0.0,10620,0,0.513144323390224,0.02192900947779223,4789,0,0.5977780437829374,0.13993681471845384,10210,0,0.5063503532237309,0.008176918788329341,10292,0,0.5379376063562554,0.0643003159264077
gc,K562:QKI,4378,2189,2189,0,109,0.5,0.0,4269,0,0.5163708404558612,0.030607583371402465,3782,0,0.5143019595673454,0.02786660575605303,4260,0,0.5165396733240519,0.030607583371402465,4232,0,0.5253940077062083,0.0497944266788488
gc,K562:RBFOX2,6968,3484,3484,0,466,0.5,0.0,6502,0,0.5558841401927922,0.09644087256027559,5000,0,0.5571427229743713,0.11337543053960963,6434,0,0.5572759793499166,0.09644087256027559,6453,0,0.5511886551082792,0.09873708381171072
gc,K562:RBM15,18736,9368,9368,0,1180,0.5,0.0,17556,0,0.5625400583759528,0.11005550811272417,7298,0,0.5712351758370702,0.10450469684030739,16406,0,0.5760202516826,0.1336464560204953,16750,0,0.5955804245023304,0.1525405636208369
gc,K562:RBM22,1980,990,990,0,106,0.5,0.0,1874,0,0.5514932149780635,0.08383838383838382,1294,0,0.5683838383838384,0.13636363636363635,1868,0,0.5516977859402102,0.08383838383838384,1826,0,0.5575385164779104,0.08989898989898992
gc,K562:RNF187,1392,696,696,0,63,0.5,0.0,1329,0,0.5311952949530983,0.05603448275862066,1137,0,0.5339924775399656,0.06609195402298851,1332,0,0.5266134892323953,0.04885057471264365,1330,0,0.5330810708151672,0.06034482758620689
gc,K562:RPS3,4738,2369,2369,0,305,0.5,0.0,4433,0,0.5681780155629891,0.12494723512030394,1290,0,0.6969924775857286,0.28999577880962424,3822,0,0.6430370582739875,0.266357112705783,3520,0,0.7299385210082177,0.36893203883495146
gc,K562:RYBP,1512,756,756,0,66,0.5,0.0,1446,0,0.5285038912684417,0.05026455026455027,1263,0,0.5353844727191288,0.07010582010582012,1453,0,0.5263229262898576,0.048941798941798946,1445,0,0.5322315654656925,0.060846560846560836
gc,K562:SAFB,1052,526,526,0,56,0.5,0.0,996,0,0.5518024693142882,0.07794676806083646,726,0,0.5645303531929043,0.12357414448669202,976,0,0.5627846289522762,0.09315589353612162,992,0,0.5453111220344373,0.07794676806083653
gc,K562:SAFB2,7488,3744,3744,0,269,0.5,0.0,7219,0,0.5274603896148368,0.048344017094017123,6386,0,0.5346660782608299,0.06784188034188034,7181,0,0.5251158263477975,0.04620726495726499,7232,0,0.5271858763194901,0.04780982905982905
gc,K562:SF3B4,20480,10240,10240,0,1488,0.5,0.0,18992,0,0.567268681526184,0.10683593749999999,12208,0,0.5637411546707154,0.12236328125000002,18467,0,0.5711807250976562,0.10683593749999998,18215,0,0.5925467491149903,0.16621093750000002
gc,K562:SLTM,7148,3574,3574,0,539,0.5,0.0,6609,0,0.5525403578477777,0.08953553441522104,5550,0,0.554703981907509,0.10716284275321772,6544,0,0.5507132905718067,0.08953553441522104,6613,0,0.5546857018402822,0.0956911024062675
gc,K562:SMNDC1,4896,2448,2448,0,415,0.5,0.0,4481,0,0.5770418495557265,0.1352124183006536,2768,0,0.5658015146418044,0.130718954248366,4423,0,0.5771911978298945,0.1352124183006536,4205,0,0.6089595781804007,0.16299019607843132
gc,K562:SND1,8260,4130,4130,0,523,0.5,0.0,7737,0,0.5631744924341469,0.12469733656174332,2476,0,0.6698154705720266,0.24624697336561743,6389,0,0.6875251657686918,0.37021791767554485,6353,0,0.7221393688184841,0.3222760290556901
gc,K562:SRSF1,7722,3861,3861,0,512,0.5,0.0,7210,0,0.5690357442494194,0.13001813001813006,2355,0,0.6775900914725054,0.2828282828282829,6275,0,0.6445715162368879,0.2784252784252784,6097,0,0.6990497823183656,0.28438228438228436
gc,K562:SRSF7,1008,504,504,0,61,0.5,0.0,947,0,0.5521778155706727,0.09325396825396824,376,0,0.6375464537666918,0.22023809523809526,814,0,0.6554567428823381,0.2718253968253968,842,0,0.6438019652305367,0.23809523809523814
gc,K562:TAF15,1090,545,545,0,68,0.5,0.0,1022,0,0.5550526049995791,0.09724770642201835,857,0,0.5405252083157983,0.08073394495412844,1019,0,0.5552276744381787,0.09724770642201835,1033,0,0.5394057739247538,0.06788990825688074
gc,K562:TARDBP,9146,4573,4573,0,343,0.5,0.0,8803,0,0.5291400111388838,0.05401268314017059,8075,0,0.5125401862222041,0.024710255849551683,8745,0,0.5304056999103257,0.05401268314017059,8830,0,0.5269920198749741,0.05160726000437346
gc,K562:TIA1,11662,5831,5831,0,393,0.5,0.0,11269,0,0.5275114284143724,0.04613273880980966,6818,0,0.5126552323651365,0.018178700051449174,11086,0,0.5343968000998571,0.04613273880980966,11082,0,0.5411137186824653,0.06842737094837936
gc,K562:TRA2A,3480,1740,1740,0,254,0.5,0.0,3226,0,0.571930241775664,0.1402298850574713,1113,0,0.6679236028537455,0.24022988505747128,2791,0,0.662620062095389,0.306896551724138,2946,0,0.6438712181265689,0.2195402298850575
gc,K562:TROVE2,938,469,469,0,74,0.5,0.0,864,0,0.5741245038893259,0.12153518123667377,402,0,0.5427484872318276,0.059701492537313466,826,0,0.5807211278362983,0.13219616204690832,694,0,0.6884538622755852,0.35607675906183367
gc,K562:U2AF1,2458,1229,1229,0,126,0.5,0.0,2332,0,0.5556238211224405,0.09194467046379165,947,0,0.608317703240312,0.13913751017087062,2043,0,0.654585316473798,0.24816924328722537,1914,0,0.6876180532705348,0.3417412530512612
gc,K562:U2AF2,7274,3637,3637,0,410,0.5,0.0,6864,0,0.5596770702602987,0.09925762991476492,3018,0,0.6189802301506777,0.15067363211437998,6113,0,0.6545944746993995,0.24608193566125927,5687,0,0.6876082807312405,0.3293923563376409
gc,K562:UCHL5,37110,18555,18555,0,2514,0.5,0.0,34596,0,0.5683066046226848,0.12966855295068716,12832,0,0.6704171325738093,0.24300727566693614,30284,0,0.6525503043563599,0.2852600377256804,30116,0,0.6758225877882333,0.243761789275128
gc,K562:UPF1,26814,13407,13407,0,168,0.5,0.0,26646,0,0.5054700186927062,0.005967032147385722,11379,0,0.5667665255527209,0.10636234802715001,24801,0,0.5577385382103107,0.1132990228984859,26556,0,0.5091324921863095,0.011411948981875164
gc,K562:XRCC6,1698,849,849,0,104,0.5,0.0,1594,0,0.545525047828735,0.07420494699646643,1008,0,0.5349624931152981,0.06595995288574792,1537,0,0.5471517103888591,0.07420494699646643,1518,0,0.5718242621749969,0.11660777385159013
gc,K562:XRN2,2522,1261,1261,0,213,0.5,0.0,2309,0,0.5742789385210308,0.1292624900872324,1653,0,0.5786075399293513,0.15543219666931007,2271,0,0.5755967627620792,0.12926249008723237,2248,0,0.584726571122575,0.15781126090404443
gc,K562:YBX3,35958,17979,17979,0,1982,0.5,0.0,33976,0,0.5554163528522986,0.1056788475443573,12072,0,0.6275598905040412,0.20751988430947219,29946,0,0.6181466334946191,0.2270426608821403,29001,0,0.6723756712648308,0.2663106958117804
gc,K562:YWHAG,1580,790,790,0,90,0.5,0.0,1490,0,0.5321903541099182,0.059493670886075926,1147,0,0.5555760294824548,0.10506329113924051,1452,0,0.5337822464348662,0.05696202531645566,1475,0,0.5456313090850824,0.07974683544303796
gc,K562:ZC3H11A,2382,1191,1191,0,30,0.5,0.0,2352,0,0.5115937400641954,0.020151133501259473,969,0,0.6138531288046861,0.21998320738874894,2235,0,0.5110392737019389,0.019311502938706936,2298,0,0.5315936554666576,0.056255247691015975
gc,K562:ZNF622,29934,14967,14967,0,2074,0.5,0.0,27860,0,0.5704727144110264,0.13476314558695796,9579,0,0.6941050315593975,0.28435892296385384,24338,0,0.658481998183581,0.30346762878332334,23955,0,0.6879100480601654,0.2570321373688782
gc,K562:ZNF800,4860,2430,2430,0,345,0.5,0.0,4515,0,0.5708851970397466,0.13786008230452673,1503,0,0.6873521143457129,0.28312757201646094,3874,0,0.6618040949042321,0.31646090534979426,3761,0,0.7115845314907958,0.2934156378600823
dn,HepG2:AGGF1,7422,3711,3711,0,253,0.5,0.0,7169,0,0.5264326286108848,0.049043384532471035,6243,0,0.5415716608209071,0.05631905146860687,6982,0,0.526277671144676,0.049043384532471035,7127,0,0.5267322324091871,0.0514686068445163
dn,HepG2:AKAP1,11886,5943,5943,0,55,0.5,0.0,11831,0,0.5047926415422933,0.006057546693589105,4789,0,0.5875848464388357,0.1366313309776207,10898,0,0.5575878326291704,0.11307420494699644,11776,0,0.5102864304957334,0.013124684502776372
dn,HepG2:AQR,22216,11108,11108,0,1645,0.5,0.0,20571,0,0.557427118484065,0.0939863161685272,12521,0,0.546786832758257,0.08408354339214984,19637,0,0.5723521477803486,0.12621534029528272,18951,0,0.6241069001841221,0.21993158084263592
dn,HepG2:BCCIP,1078,539,539,0,68,0.5,0.0,1010,0,0.547965551543606,0.09090909090909087,956,0,0.5225043972724863,0.04452690166975881,1004,0,0.5479225253940334,0.09090909090909087,1013,0,0.5474991480822384,0.09090909090909093
dn,HepG2:BCLAF1,64774,32387,32387,0,4491,0.5,0.0,60283,0,0.5692337055832639,0.13622749868774506,21213,0,0.7073414055206075,0.31487942693055854,52239,0,0.6668955929375622,0.3271065550992682,52119,0,0.6883577925163359,0.2573563466823108
dn,HepG2:BUD13,8594,4297,4297,0,633,0.5,0.0,7961,0,0.5635867748247434,0.11147312078194088,3852,0,0.5742604787456641,0.08727018850360714,7301,0,0.60779010354573,0.18687456364905744,7087,0,0.6524677553205773,0.24808005585292064
dn,HepG2:CDC40,2344,1172,1172,0,107,0.5,0.0,2237,0,0.5340754551596407,0.059726962457337884,1789,0,0.5523368064858064,0.061433447098976066,2186,0,0.5358976953721069,0.05972696245733787,2211,0,0.541502012254074,0.0742320819112628
dn,HepG2:CSTF2,6074,3037,3037,0,178,0.5,0.0,5896,0,0.5211437382587644,0.038195587751070105,5087,0,0.5128056244957782,0.02140270003292728,5845,0,0.5222826930159685,0.03819558775107012,5884,0,0.5238775549368132,0.04346394468225223
dn,HepG2:CSTF2T,37744,18872,18872,0,2301,0.5,0.0,35443,0,0.5507569366712425,0.09633319203052144,32726,0,0.5242257173828155,0.04790165324289953,35248,0,0.5513729931960809,0.09633319203052146,35256,0,0.5553645683303919,0.10799067401441288
dn,HepG2:DDX3X,16796,8398,8398,0,495,0.5,0.0,16301,0,0.542270012802581,0.05525125029768997,5717,0,0.5664885097501923,0.10502500595379852,15708,0,0.5227359529063753,0.03786615860919272,14063,0,0.6511826549387092,0.26422957847106454
dn,HepG2:DDX55,3372,1686,1686,0,43,0.5,0.0,3329,0,0.5134058796958836,0.020759193357058135,1309,0,0.6311793867295951,0.2117437722419929,3110,0,0.5160268993553779,0.027876631079478048,3204,0,0.5477025226236862,0.07176749703440097
dn,HepG2:DDX59,6178,3089,3089,0,373,0.5,0.0,5805,0,0.543116632384611,0.0764001294917449,4630,0,0.5222477737973308,0.04176108773065719,5744,0,0.5407109847168091,0.07251537714470703,5753,0,0.5473537770853478,0.08255098737455485
dn,HepG2:DDX6,986,493,493,0,34,0.5,0.0,952,0,0.5256676637221301,0.04259634888438134,633,0,0.5576406403647001,0.09939148073022315,935,0,0.5365090989882698,0.05882352941176471,949,0,0.5289859246489391,0.048681541582150115
dn,HepG2:DGCR8,3448,1724,1724,0,246,0.5,0.0,3202,0,0.5616987352027605,0.10672853828306264,2259,0,0.5514702023029592,0.10208816705336425,3185,0,0.5612761491917033,0.10672853828306264,3008,0,0.5978429608475406,0.17517401392111367
dn,HepG2:DKC1,5308,2654,2654,0,451,0.5,0.0,4857,0,0.5955609936573253,0.158251695553881,2198,0,0.5995272949675995,0.19856819894498867,4831,0,0.5964192054307698,0.15825169555388097,4354,0,0.6453327334605768,0.2245666917859834
dn,HepG2:DROSHA,4368,2184,2184,0,271,0.5,0.0,4097,0,0.5454246417501911,0.07783882783882781,3427,0,0.5264844473292275,0.05265567765567768,4070,0,0.5454260044747683,0.07783882783882781,4060,0,0.5547730371734493,0.09569597069597069
dn,HepG2:EFTUD2,14818,7409,7409,0,1170,0.5,0.0,13648,0,0.565130967485802,0.11256579835335398,9420,0,0.5669704275829313,0.13146173572681874,13427,0,0.5656163456507546,0.11256579835335398,13211,0,0.5803212691913969,0.15467674449993252
dn,HepG2:EIF3D,1632,816,816,0,113,0.5,0.0,1519,0,0.570564806805075,0.11642156862745101,897,0,0.6083620182141485,0.16176470588235292,1460,0,0.573400254709727,0.12500000000000006,1420,0,0.6175734693387158,0.17524509803921567
dn,HepG2:EIF3H,5664,2832,2832,0,418,0.5,0.0,5246,0,0.5759220690095439,0.14300847457627122,2253,0,0.6414440544303999,0.2722457627118644,5031,0,0.568357130673657,0.12499999999999996,5008,0,0.6117551704291551,0.1754943502824859
dn,HepG2:EXOSC5,1454,727,727,0,64,0.5,0.0,1390,0,0.5385201190473938,0.0742778541953232,1278,0,0.5184985119075775,0.03163686382393398,1373,0,0.5396269646509463,0.0742778541953232,1382,0,0.5425549023800019,0.08253094910591473
dn,HepG2:FAM120A,15992,7996,7996,0,864,0.5,0.0,15128,0,0.5483974869500784,0.08929464732366185,13241,0,0.5259167540248364,0.039394697348674367,14950,0,0.5514712083405384,0.08929464732366187,15034,0,0.5564218530600968,0.10280140070035017
dn,HepG2:FASTKD2,1736,868,868,0,141,0.5,0.0,1595,0,0.5594041336617894,0.09792626728110598,1092,0,0.5433235469005501,0.05414746543778799,1540,0,0.5759134298880842,0.13018433179723504,1538,0,0.5871043396546964,0.1347926267281106
dn,HepG2:FKBP4,2906,1453,1453,0,246,0.5,0.0,2660,0,0.5687485227658654,0.11837577426015142,2341,0,0.5410608329161157,0.08121128699242948,2643,0,0.5693690203101636,0.11837577426015142,2649,0,0.5731339246848607,0.1314521679284239
dn,HepG2:FTO,1080,540,540,0,44,0.5,0.0,1036,0,0.5369238683127572,0.06666666666666668,530,0,0.5736248285322358,0.137037037037037,948,0,0.5576406035665296,0.10555555555555554,968,0,0.6009156378600823,0.15555555555555556
dn,HepG2:FUBP3,5520,2760,2760,0,42,0.5,0.0,5478,0,0.5076717732619197,0.010869565217391297,2909,0,0.5910641146817897,0.15978260869565217,5433,0,0.5156500735139677,0.022826086956521788,5459,0,0.5102381327452216,0.016666666666666653
dn,HepG2:FUS,1764,882,882,0,100,0.5,0.0,1664,0,0.5453945372555674,0.08163265306122447,1469,0,0.5231333652130543,0.0453514739229025,1653,0,0.5456349206349207,0.08163265306122448,1663,0,0.5466594423105599,0.08616780045351477
dn,HepG2:FXR2,7748,3874,3874,0,640,0.5,0.0,7108,0,0.5832725763459132,0.16365513680949922,2769,0,0.6506869126583934,0.22715539494062983,6511,0,0.6208922235231686,0.24032008260196175,6490,0,0.6601143959345079,0.22922044398554461
dn,HepG2:G3BP1,12964,6482,6482,0,861,0.5,0.0,12103,0,0.5658342338563459,0.13128663992594877,3783,0,0.6631375700549149,0.2489972230792965,10202,0,0.6572318416051819,0.31348349274915155,10135,0,0.7113751788471547,0.2918852206109225
