dataset,protein,cell,n,coverage,comp_kmer,full_kmer,gain_kmer,published_neg2_kmer,published_gc_kmer,published_dn_kmer,comp_cnn,full_cnn,gain_cnn,published_neg2_cnn,published_gc_cnn,published_dn_cnn,comp_splicebert,full_splicebert,gain_splicebert,published_neg2_splicebert,published_gc_splicebert,published_dn_splicebert
PUM1:K562,PUM1,K562,5302,1.0,0.6972895219998404,0.6989970262390753,0.001707504239234936,0.0057111748041811,0.0374862634841254,0.1112005666270911,0.6972895219998404,0.7024589910841242,0.00516946908428384,0.0083189606535528,0.0386514928353833,0.1146774420931232,0.6972895219998404,0.7160840211611001,0.018794499161259748,0.036712479479712,0.1424468336539409,0.2542715008880442
QKI:HepG2,QKI,HepG2,19976,1.0,0.9358592746217367,0.9652752105089183,0.02941593588718161,0.0407454905037024,0.1151148198021847,0.2473697821946068,0.9358592746217367,0.9665900241683693,0.030730749546632574,0.041138914153933,0.1369986996009148,0.282797612427242,0.9358592746217367,0.9725310240129565,0.036671749391219866,0.0534455924602513,0.1476610538974363,0.3032523514505496
QKI:K562,QKI,K562,4378,1.0,0.9340685736919991,0.9724612513958973,0.038392677703898204,0.0358992103254759,0.0902765415599112,0.2376649224777485,0.9340685736919991,0.9729984279134782,0.0389298542214791,0.032891313997622,0.0873606789710836,0.2582381152825884,0.9340685736919991,0.9705475339653541,0.036478960273354955,0.0291385913328426,0.0912365306744695,0.2571251539895582
RBFOX2:K562,RBFOX2,K562,6968,1.0,0.7735201828005606,0.8079556074612366,0.03443542466067606,0.0536755856854557,0.0358898345857923,0.0843183042148251,0.7735201828005606,0.7995302620079854,0.02601007920742482,0.0212257016164428,0.0350810693068264,0.1060881613642694,0.7735201828005606,0.8185548236913112,0.0450346408907506,0.0683525705834511,0.0671391343204492,0.1546153746143715
RBM15:HepG2,RBM15,HepG2,2986,1.0,0.7865246569276854,0.7914227098641617,0.0048980529364763825,0.0028222798152934,0.0307916066448069,0.0421408888888887,0.7865246569276854,0.7862981029129462,-0.00022655401473914427,-0.003880578668302,0.0556757612775673,0.0571239999999999,0.7865246569276854,0.8082702533681404,0.02174559644045504,0.0316839154276106,0.0984365978495762,0.1288284444444443
RPS3:HepG2,RPS3,HepG2,11294,1.0,0.7960067182610568,0.7998460829696271,0.00383936470857027,0.0133547374236362,0.0745863515087786,0.1223227564932758,0.7960067182610568,0.7986056086673458,0.0025988904062889118,0.0170829966274164,0.0670193861387933,0.0988730690479021,0.7960067182610568,0.8324761986325587,0.03646948037150188,0.0641021375375764,0.2197044091826018,0.2777287663835189
RPS3:K562,RPS3,K562,4738,1.0,0.691761337566759,0.7033340632957609,0.01157272572900192,0.0158562806733449,0.0523710919911243,0.1264595519964508,0.691761337566759,0.7053733846908526,0.013612047124093696,0.007787196411507,0.0271050670142928,0.0557939166612161,0.691761337566759,0.7424519717092934,0.050690634142534496,0.0671126505458413,0.1859700746290066,0.2956554334009197
SAFB2:K562,SAFB2,K562,7488,1.0,0.9355879663872452,0.9381563207685002,0.0025683543812550225,0.0100676038927239,0.0072621893034553,0.0406625672300753,0.9355879663872452,0.9348369071425962,-0.0007510592446490216,0.0029796249497772,0.0222243053272702,0.1076067149033896,0.9355879663872452,0.9494617313627731,0.013873764975527947,0.0428644520691796,0.0583970677870919,0.1919918736074587
SLTM:K562,SLTM,K562,7148,1.0,0.8879481982821279,0.8898593460386195,0.0019111477564915935,0.0119373927660725,0.0182788146311936,0.0340020454118278,0.8879481982821279,0.8938470624597407,0.0058988641776127615,0.0118427435100673,0.0483023571657394,0.0892246910492504,0.8879481982821279,0.9140342847945225,0.026086086512394635,0.0474309420552402,0.0804750406232415,0.1619740980451992
SMNDC1:K562,SMNDC1,K562,4896,1.0,0.7433837880195651,0.7490660309603144,0.005682242940749371,0.0254115671322996,0.024328082948866,0.0784952828442,0.7433837880195651,0.7454401218548421,0.0020563338352770355,0.0054135829168269,0.0318467256183518,0.0833259137046438,0.7433837880195651,0.8000523636742278,0.05666857565466277,0.0989651749861165,0.1040553646567561,0.1597485280745857
SND1:K562,SND1,K562,8260,1.0,0.6902528595465764,0.7033228195041304,0.013069959957554,0.0293011039520663,0.0815727945875278,0.1417393488265739,0.6902528595465764,0.6949873071894658,0.004734447642889328,0.0264963152741706,0.0591788074034554,0.0965642861092186,0.6902528595465764,0.7667106566843915,0.07645779713781509,0.1335525212670533,0.2456927694950431,0.3203255539134974
SRSF1:HepG2,SRSF1,HepG2,3574,1.0,0.8447592495574423,0.8756391760551318,0.030879926497689447,0.0243263462506212,0.0391010246545262,0.1179618546856748,0.8447592495574423,0.8580370762038462,0.013277826646403867,0.0087468751653816,0.0338642355455947,0.1024017039100831,0.8447592495574423,0.8976616858245946,0.0529024362671523,0.0458215132670228,0.094505833807493,0.2348777824228781
SRSF1:K562,SRSF1,K562,7722,1.0,0.8069358002017933,0.8266178745329226,0.01968207433112923,0.0223906763663304,0.0683886796292908,0.1788301607662598,0.8069358002017933,0.8236573157578079,0.016721515556014532,0.0249961746983244,0.0551130548540546,0.1540295781198428,0.8069358002017933,0.8457359977691498,0.03880019756735642,0.0439929481628523,0.1376779905658434,0.2979341074804212
STAU2:HepG2,STAU2,HepG2,1684,1.0,0.6945232762171282,0.6984191016751203,0.0038958254579921636,0.0059086215943263,0.0065094983666307,0.0126907929868279,0.6945232762171282,0.6970255189262078,0.002502242709079616,0.0066561912875688,-0.0048338138466833,-0.0086899808650765,0.6945232762171282,0.7263880817643773,0.03186480554724913,0.0383080099976868,0.0302751620674673,0.0965979886080454
SUB1:HepG2,SUB1,HepG2,6592,1.0,0.8143759867800923,0.8197007331628806,0.005324746382788348,0.0076029012807521,0.0068445902358846,0.0348771582956685,0.8143759867800923,0.8183128895572156,0.00393690277712333,0.0078073451786219,0.011512096892968,0.0418945946669471,0.8143759867800923,0.8596535444551796,0.04527755767508734,0.038683712679093,0.0479892698710999,0.1393736771758482
TAF15:HepG2,TAF15,HepG2,1536,1.0,0.928131103515625,0.9279869927300348,-0.0001441107855901791,0.0007086859809026,0.0024549696180556,0.0302530924479166,0.928131103515625,0.92840576171875,0.000274658203125,0.0007561577690969,0.0023006863064235,0.0688391791449651,0.928131103515625,0.9301503499348959,0.0020192464192708703,0.0127699110243053,0.0101233588324651,0.0766669379340276
TIA1:HepG2,TIA1,HepG2,3458,1.0,0.8947686206217149,0.900644635568991,0.005876014947276076,0.0050624849261114,0.0036792831837123,0.0450308268335115,0.8947686206217149,0.8991219428649037,0.00435332224318874,0.0068454269544038,0.0299029149596865,0.1573484808698348,0.8947686206217149,0.9260671142196818,0.03129849359796688,0.0358237543406944,0.0417623227887756,0.1838079426889507
TIA1:K562,TIA1,K562,11662,1.0,0.7671485185200326,0.7779049292745494,0.010756410754516721,0.0117818350114869,0.0087422969285712,0.0463367642511899,0.7671485185200326,0.7980035388239622,0.030855020303929614,0.0228507406098388,0.0391200898126357,0.1605488278152398,0.7671485185200326,0.8571787094924699,0.09003019097243725,0.083624561371208,0.0653014225265281,0.2044918404207562
TRA2A:HepG2,TRA2A,HepG2,1840,1.0,0.91117202268431,0.9142036862003782,0.003031663516068206,0.0019553402646502,0.0051736767485821,0.1169337487813014,0.91117202268431,0.9167214083175803,0.005549385633270343,0.0043785444234404,0.0086531190926275,0.1287935857851719,0.91117202268431,0.9174267485822307,0.006254725897920754,0.0055257561436672,0.0282124291115313,0.1701084951092907
U2AF1:K562,U2AF1,K562,2458,1.0,0.8271571018000704,0.8339140688050708,0.006756967005000392,0.0078930590469935,0.0203748441680279,0.1190118315817303,0.8271571018000704,0.8765175203798097,0.049360418579739274,0.0414216775100781,0.0937606963794018,0.2949567056646175,0.8271571018000704,0.8998716268957211,0.07271452509565068,0.0617806322789172,0.1176159810280574,0.3209617291294864
U2AF2:HepG2,U2AF2,HepG2,21398,1.0,0.8773318457871255,0.8876847983841438,0.010352952597018295,0.0109450713038765,0.0527913676519904,0.1520729467166455,0.8773318457871255,0.9240646611903643,0.046732815403238814,0.0473295991448343,0.1293162829866331,0.3041965601400974,0.8773318457871255,0.9447762360614507,0.06744439027432514,0.070421049349594,0.1534426021333133,0.3422452400624016
UCHL5:HepG2,UCHL5,HepG2,4462,1.0,0.6769153372640642,0.677764984295895,0.0008496470318308802,0.010573474578195,0.0499997890448372,0.1201334298914483,0.6769153372640642,0.6762700153756178,-0.0006453218884463485,0.0106691075853248,0.0239673192280005,0.0702337951129588,0.6769153372640642,0.6953230838590972,0.01840774659503308,0.0425110816756109,0.1712174383172126,0.2646312718737321
XPO5:HepG2,XPO5,HepG2,9114,1.0,0.7967310321666663,0.822218446865392,0.02548741469872573,0.03771037321184,0.0444448104229127,0.0398719417737774,0.7967310321666663,0.8322215051933548,0.03549047302668851,0.0423693754225907,0.0686738370516504,0.0673927188336599,0.7967310321666663,0.877226696068221,0.08049566390155471,0.1035767701716375,0.1248284656511632,0.1277024620363461
YBX3:HepG2,YBX3,HepG2,4082,1.0,0.7449984768396811,0.7410104134233995,-0.003988063416281662,-0.0098737757403891,-0.0073942291788544,0.0329236858488874,0.7449984768396811,0.7439410266892735,-0.0010574501504075906,-0.0035811671609036,0.0078983484333055,0.0246632663143525,0.7449984768396811,0.7574562238443127,0.012457747004631536,0.0042780520159849,0.0831054994369469,0.1382684967302705
YBX3:K562,YBX3,K562,35958,1.0,0.7619243852673093,0.783676183931652,0.021751798664342625,0.0216650810090807,0.0998563962929834,0.1528321750783023,0.7619243852673093,0.7925007007313083,0.03057631546399897,0.0294654842958304,0.1063538042406736,0.1574796053491914,0.7619243852673093,0.827003298720302,0.06507891345299266,0.0621152368092851,0.2368663070063437,0.3039264300913377
YWHAG:K562,YWHAG,K562,1580,1.0,0.7827111039897452,0.78234257330556,-0.00036853068418518653,0.0053340810767505,0.0134401538215029,0.0151412365500217,0.7827111039897452,0.783295946162474,0.0005848421727288056,0.0008876782566897,-0.0127543662874539,0.027534374784078,0.7827111039897452,0.8016968434545745,0.018985739464829288,0.0356096779362282,0.0361400416599904,0.1222762419834047
ZNF622:K562,ZNF622,K562,29934,1.0,0.7916194675523407,0.8016266819719804,0.010007214419639698,0.0175469036713624,0.0662078429519174,0.1608760628290428,0.7916194675523407,0.7991322786703652,0.007512811118024487,0.0142810430246156,0.0767116801079431,0.1979273298158435,0.7916194675523407,0.818229985034357,0.02661051748201626,0.054544929246784,0.1758726328052449,0.3191918340547484
ZNF800:HepG2,ZNF800,HepG2,5872,1.0,0.6714486706412551,0.6708509974830906,-0.0005976731581645023,0.0072626801372051,0.0515411893324622,0.1198126379485078,0.6714486706412551,0.6713838221755304,-6.484846572474279e-05,0.0076735804334431,0.0431996348996578,0.07033433412374,0.6714486706412551,0.6783317726391911,0.006883101997935959,0.0409820261862513,0.1819316165388413,0.2835390676661905
ZNF800:K562,ZNF800,K562,4860,1.0,0.7498404714728446,0.7568278887026029,0.006987417229758264,0.0108525123202765,0.0400870463513353,0.1499385921629848,0.7498404714728446,0.7559448932242713,0.00610442175142667,0.0090902470829312,0.0358724110484511,0.118971786098506,0.7498404714728446,0.7742078612677608,0.02436738979491615,0.0319307693610393,0.1319405917119679,0.2837923417484314
