dataset,protein,cell,comp_gc,n_gc,k4_pub_gc,k4_cf_gc,k2_pub_gc,k2_cf_gc,comp_dn,n_dn,k4_pub_dn,k4_cf_dn,k2_pub_dn,k2_cf_dn,comp_neg2,n_neg2,k4_pub_neg2,k4_cf_neg2,k2_pub_neg2,k2_cf_neg2
STAU2:HepG2,STAU2,HepG2,0.7009862277915381,1684,0.006509498366630728,0.008922879017834395,0.102981251516297,0.02052854587821107,0.6106237762548951,1696,0.012690792986827959,0.008922214311142596,0.022416785332858624,-0.006485849056603876,0.7248379325325405,1684,0.005908621594326369,0.007977838084867517,0.04066497029468352,0.007211931776507696
SUB1:HepG2,SUB1,HepG2,0.8192552093152041,6592,0.006844590235884573,0.007781479021349624,0.0029703737687341025,3.7556555754436616e-05,0.6101404306025763,6594,0.03487715829566851,0.036345483329713324,0.010533744107404042,0.0008404622211036772,0.8126828120581582,6592,0.007602901280752028,0.008502417611226498,0.005189248220850207,1.0217592374406337e-05
TAF15:HepG2,TAF15,HepG2,0.9356689453125,1536,0.002454969618055469,0.0024736192491318088,0.001632690429687611,2.5431315104018637e-05,0.6490190294053819,1536,0.03025309244791663,0.03131103515625011,0.0017208523220485494,-0.00040520562065959886,0.9226972791883681,1536,0.0007086859809026791,0.00146484375,0.0009833441840277901,-0.00014241536458337034
TIA1:HepG2,TIA1,HepG2,0.8412251655075313,3458,0.0036792831837121343,0.004641670466150716,0.00223754206890181,-0.00027931643407586026,0.5946673642329787,3458,0.04503082683351156,0.04671241211985777,0.02418880319096428,0.00013480781189523228,0.8871337484165099,3458,0.00506248492611161,0.005435129845345776,0.0005887388311059949,-3.779970904260743e-05
TIA1:K562,TIA1,K562,0.8331266945860099,11662,0.008742296928571314,0.00948893166792164,0.0011830687146603402,0.00013146841900657513,0.6161249816489249,11766,0.04633676425118993,0.04801288448445751,0.0055675738663817365,-8.460058684722771e-05,0.783878860116455,11662,0.011781835011487107,0.01294749224873093,0.0030924195633125207,-0.00014188001192083632
TRA2A:HepG2,TRA2A,HepG2,0.9331214555765595,1840,0.005173676748582379,0.005508034026465047,0.0021833648393196903,-4.725897920443423e-06,0.6835628082113456,1842,0.11693374878130158,0.12062845347018114,0.01825660396043105,0.0004892477491655889,0.9433211247637051,1840,0.001955340264650385,0.002269612476370475,0.0014343100189037061,-0.00013232514177707877
U2AF1:K562,U2AF1,K562,0.82696047048511,2458,0.020374844168027817,0.02295223712809702,0.004788005622199054,7.481258784680644e-05,0.605424681076079,2460,0.11901183158173056,0.12200806398307884,0.011690131535461612,-0.0008758014409412374,0.8458920275601629,2458,0.007893059046993556,0.009680616455723934,0.003639996530814593,-0.0003992211546164359
U2AF2:HepG2,U2AF2,HepG2,0.8068869383666182,21398,0.05279136765199044,0.05363173784224007,0.0003338994245241089,2.398911121481717e-05,0.5982455471883845,21404,0.15207294671664562,0.15281866320150528,0.0005513092999975822,0.00015091746116691063,0.8716278711224923,21398,0.010945071303876786,0.011552320797560967,0.00012488140743527332,-1.686051880667172e-06
UCHL5:HepG2,UCHL5,HepG2,0.6910033248542753,4462,0.04999978904483704,0.05267871870254126,0.012946016975662333,-0.0002491280017664632,0.5655269881067865,4466,0.12013342989144826,0.12253421331976544,0.023620973433348902,0.0017006635596130693,0.784176996605229,4462,0.010573474578195352,0.011854474690503713,0.010490297971153861,-5.2638335856891594e-05
XPO5:HepG2,XPO5,HepG2,0.710737553036179,9114,0.044444810422912706,0.04757493758261311,0.009470222571250186,0.0014461928102662558,0.6403480102433077,9236,0.039871941773777286,0.04097008879896602,0.00488264893000645,0.0010556635201363074,0.7829026802096035,9114,0.03771037321184001,0.039215507817516926,0.003901812021997797,1.6276410824245247e-05
YBX3:HepG2,YBX3,HepG2,0.6452402380307085,4082,-0.007394229178854461,0.0011577938877220806,0.04674721852201358,0.0035396373366083367,0.571895195987111,4084,0.032923685848887385,0.036645479216569576,0.039275843908672003,0.005373925238934318,0.7527784772765845,4082,-0.009873775740389168,0.000662316677633279,0.05045585583725676,0.010619872236976469
YBX3:K562,YBX3,K562,0.6404943341314878,35958,0.0998563962929837,0.10102511863460018,0.0025772075071818223,-0.00032937612065542243,0.5550846828020161,35958,0.1528321750783025,0.15353502088532434,0.0026441599346792577,0.00016894644755860444,0.8190311801835441,35958,0.0216650810090806,0.022085805955128435,0.001010801605711098,-0.00011405919274565246
YWHAG:K562,YWHAG,K562,0.72081236981253,1580,0.013440153821502876,0.015313251081557566,0.021820221118410532,-0.0019468033968915721,0.5943477113837224,1596,0.015141236550021753,0.014442434406819138,0.029874184207385635,0.002589493784586838,0.7288799871815415,1580,0.005334081076750485,0.005891684024996069,0.032030123377663755,0.003723762217593407
ZNF622:K562,ZNF622,K562,0.7500904519954367,29934,0.0662078429519175,0.06687358678034028,0.0017011166799871802,-5.564010270930897e-05,0.5723232159476479,29938,0.16087606282904288,0.16139626856868794,0.00279563222831003,-9.935691756135512e-05,0.8517638338877054,29934,0.017546903671362468,0.018026808485360424,0.000683046543289656,-5.3189331176373145e-05
ZNF800:HepG2,ZNF800,HepG2,0.6945457451981973,5872,0.05154118933246221,0.054706583314153345,0.010617515164564328,-9.593860671619492e-05,0.5676771962051214,5876,0.11981263794850794,0.12208225727897781,0.013358791006881088,-0.0004178713146344437,0.8045220146040137,5872,0.00726268013720488,0.008372528565807169,0.0063486531936534085,4.8607347296392156e-05
ZNF800:K562,ZNF800,K562,0.7831926027536453,4860,0.0400870463513352,0.0420970719233178,0.00601229487374888,-0.0002670663347390523,0.5902565445520261,4872,0.149938592162985,0.15274457979783274,0.012937943707011068,0.0007687775863416402,0.8453547054141475,4860,0.010852512320276508,0.01292909278734622,0.006124574505918856,0.0003569916510017812
