dataset,protein,cell,gain_dn_1:1,comp_dn_1:1,rows_dn_1:1,gain_dn_1:2,comp_dn_1:2,rows_dn_1:2,gain_dn_1:4,comp_dn_1:4,rows_dn_1:4,gain_dn_2:1,comp_dn_2:1,rows_dn_2:1,gain_gc_1:1,comp_gc_1:1,rows_gc_1:1,gain_gc_1:2,comp_gc_1:2,rows_gc_1:2,gain_gc_1:4,comp_gc_1:4,rows_gc_1:4,gain_gc_2:1,comp_gc_2:1,rows_gc_2:1,gain_neg2_1:1,comp_neg2_1:1,rows_neg2_1:1,gain_neg2_1:2,comp_neg2_1:2,rows_neg2_1:2,gain_neg2_1:4,comp_neg2_1:4,rows_neg2_1:4,gain_neg2_2:1,comp_neg2_2:1,rows_neg2_2:1
HNRNPL:K562,HNRNPL,K562,0.04828037037905819,0.7269614080972039,11680,0.04162800874760064,0.722420009198121,8759,0.048462190278573125,0.713760011079084,7299.0,0.04877110053640066,0.7279219286019326,8759,0.01996101106741688,0.8732692333891269,11672,0.017234709061743292,0.8677357660642171,8753,0.018595905163807935,0.8632161183380694,7295.0,0.018713126215517795,0.8727082125696943,8753,0.0206711339087442,0.900535354992129,11672,0.01679943128403072,0.8962334197936371,8753,0.020636253153948347,0.8906843016872891,7295.0,0.019469134987334047,0.900947343019801,8753
HNRNPM:HepG2,HNRNPM,HepG2,0.0679745795867126,0.7025364218523228,26846,0.06649644593623971,0.7007472963924284,20135,0.059054644823659186,0.7027935525015184,16780.0,0.06590509352021234,0.7001629143828967,20135,0.01274657341375085,0.9338788729226989,26790,0.012406885735970818,0.9331679380654527,20092,0.010970498005862583,0.9338744239790611,16743.0,0.012735346446902884,0.9328538576130343,20092,0.014066281633336009,0.9224347025466345,26790,0.013052603933179086,0.9228727096860461,20092,0.012942716102898655,0.92386099148071,16743.0,0.014647408044795918,0.9227303339792744,20092
HNRNPUL1:HepG2,HNRNPUL1,HepG2,0.0020450366593454117,0.590612089559767,934,-0.005618697267519623,0.5409872069400977,701,,,,0.01377221398634676,0.5771701531872837,701,0.0047534858118478684,0.804449337357547,926,-0.0026066880166828454,0.7829001266105609,695,,,,0.007475608847843929,0.8034836523422954,695,0.0037365477284496684,0.789521805858123,926,-0.0028021896179341033,0.7688891785208908,695,,,,0.00047478960303870554,0.7913439338646012,695
IGF2BP1:K562,IGF2BP1,K562,0.06444778244262095,0.5682339286813408,11412,0.04958548991726752,0.5703132668903383,8559,0.04423445903994172,0.5605423094904161,7132.0,0.04722088002015823,0.5700171838720999,8559,0.04080334202785407,0.6859930556860901,11412,0.031871985497092026,0.6886812990648569,8559,0.03142284222360858,0.6797690627567055,7132.0,0.030336039482977695,0.6843884638684733,8559,0.02289569437549166,0.8133613359069213,11412,0.016283398870879262,0.8199862548680165,8559,0.015606096581979312,0.8234704346547936,7132.0,0.02346808059207739,0.8072584936205168,8559
KHSRP:HepG2,KHSRP,HepG2,0.09118877098095735,0.6446005849603273,10578,0.09479280927244593,0.6407075926388577,7934,0.07137933848357103,0.6430508591327542,6612.0,0.08850233444524636,0.6419918502609653,7934,0.02863019398530764,0.8599891672405876,10560,0.0271549299816346,0.8594179005968778,7920,0.021606978879706085,0.8567484504132231,6600.0,0.024499253902662943,0.8587572457529845,7920,0.012870681244260718,0.9313630265725437,10560,0.008997646923783353,0.934816130050505,7920,0.009608011937557337,0.9276658631772269,6600.0,0.012423309802571225,0.9286093176078972,7920
KHSRP:K562,KHSRP,K562,0.06961335839659244,0.6854298355518864,46384,0.06607850422068684,0.6849161099609588,34788,0.06458210602054848,0.6804603658932004,28990.0,0.07040320519464016,0.6841069015662523,34788,0.020039784504761515,0.8967359254364908,46396,0.01948379165043468,0.8962294376242824,34797,0.01851823581699974,0.8930064720204773,28998.0,0.01930563965171117,0.8974640849383657,34797,0.007720911618821713,0.9732777836749664,46396,0.007379215148723528,0.9731874403643654,34797,0.0073555687024149385,0.9726956842296155,28998.0,0.007641686084092325,0.9719638941021053,34797
LARP4:HepG2,LARP4,HepG2,0.06414783775322841,0.5630388788561432,10858,0.06233935410959146,0.5571630807226017,8145,0.05224967318098328,0.5612336356516618,6787.0,0.05269741319933785,0.5622414915154554,8145,0.03304525933550562,0.6499371955332587,10842,0.030770877438729416,0.6436185330882925,8132,0.023139146953369827,0.649668284433039,6777.0,0.029558874252355816,0.6487926136122002,8132,0.005614307243064998,0.6940868317648465,10842,0.0031060133308103977,0.6975771707918118,8132,0.0018367878875932275,0.6866516317238924,6777.0,0.006298306699815126,0.6856831817410753,8132
LARP4:K562,LARP4,K562,0.009507842076798334,0.6010870740941049,860,-0.0036343969713360513,0.5879826933477557,645,,,,0.012179556517036283,0.5752298539751217,645,0.0023904813412654047,0.7424391563007031,860,0.0007787993510005586,0.7408869659275283,645,,,,0.004153596538669535,0.7510870740941049,645,0.011114115738237063,0.6963872363439696,860,0.004445646295294758,0.7020984315846404,645,,,,-0.0003136830719308037,0.6967009194159004,645
LIN28B:K562,LIN28B,K562,0.09797989824853537,0.5732835168849293,13832,0.08477231674155028,0.5757463994899518,10375,0.08103128645121283,0.5674176208863129,8645.0,0.09056474330131148,0.5718769787902942,10375,0.03335182480604226,0.7304572995419546,13832,0.026159994355091865,0.7315755865078,10375,0.021940974918053247,0.7262075083602586,8645.0,0.02967234451463241,0.726488731669724,10375,0.013226950289368489,0.7786827035556146,13832,0.012553901265272116,0.7781825301796087,10375,0.006071787334153811,0.7807896191963648,8645.0,0.012010394924531709,0.7766457724804373,10375
LSM11:K562,LSM11,K562,0.0896536991869693,0.6003504895084613,2678,0.08085896135454185,0.5930166196649315,2009,0.038906290058297044,0.5967830749166787,1674.0,0.06536622340129106,0.5971709785649792,2009,0.03432080613371602,0.7270613607271345,2638,0.02462035058699208,0.7272945528063041,1979,0.015192778562904685,0.7084901360318286,1650.0,0.022406781997380776,0.7214579456429343,1979,0.05449484153283124,0.747241144042199,2638,0.05100627196912255,0.7350035610081099,1979,0.030557343405353876,0.7415257828300759,1650.0,0.054326050497392475,0.7431697567027361,1979
MATR3:HepG2,MATR3,HepG2,0.0518766992263241,0.6458810959534974,13982,0.05116233948388049,0.6381152197316785,10487,0.03656229143256107,0.6397817952928692,8739.0,0.05140079579269463,0.6484413844279029,10487,0.00979632385068685,0.920244227027183,13968,0.009916997319351473,0.9171909381482661,10476,0.007647655449405377,0.917978616480937,8730.0,0.007668854288447324,0.9238991611000237,10476,0.0060873265877561256,0.9133700626796777,13968,0.005862565589289992,0.9095333598380326,10476,0.005521539004551768,0.9118423521477336,8730.0,0.005688054450099678,0.912851326678292,10476
MATR3:K562,MATR3,K562,0.059287949111456295,0.6846286482400203,9734,0.04559744419301992,0.6878975826837763,7301,0.043683189958150015,0.6726752335816941,6083.0,0.0559521733324172,0.6818644640958115,7301,0.004963333256686964,0.9562815404664777,9728,0.003508586026564453,0.9582288050003245,7297,0.0040147945161010945,0.9555863567996884,6080.0,0.004529363926925933,0.955159288673286,7297,0.005868166767659444,0.9470023369194728,9728,0.0047332660025526385,0.9498193865327623,7297,0.004913245541897426,0.9445624945896816,6080.0,0.00559458960672321,0.9467541797812967,7297
MBNL1:K562,MBNL1,K562,0.07129963649048576,0.6314247468860829,2404,0.06812289594861276,0.625521694186323,1804,0.032321957884761554,0.6349874932507631,1504.0,0.05624623412805907,0.6272090812101647,1804,0.03381929188095689,0.7743344023299076,2388,0.031768373640779224,0.7626664537850905,1792,0.025554192366515016,0.7616370593211318,1493.0,0.034674487263519516,0.7727615222153129,1792,0.032816230791029355,0.7918108128582612,2388,0.016523531817392523,0.7844013826098161,1792,0.009442418334705938,0.779930869509196,1493.0,0.029755802423489075,0.7875581922992889,1792
METTL1:K562,METTL1,K562,0.07592463725519871,0.6150950246584341,962,0.049428274428274466,0.6308558558558558,721,,,,0.02441961191961206,0.628083853083853,721,0.011557695549379465,0.7281304973612667,962,0.010698198198198283,0.7404452529452529,721,,,,0.012907137907137822,0.7237092862092863,721,0.012806825696638713,0.7762155246562731,962,0.02704435204435207,0.7789760914760915,721,,,,0.0030492030492029754,0.7739085239085239,721
MORC2:K562,MORC2,K562,0.0010480160124753946,0.6456912308015937,1782,-0.0037234203900869955,0.6313611591389369,1335,0.0026372343263225684,0.6100265233299613,1114.0,-0.0015950293728070886,0.6374151929707486,1335,0.004296287328609871,0.7912565385506894,1646,0.0006178806987667818,0.7765577836708026,1234,-5.9271552618422874e-05,0.7675903150283022,1028.0,0.005643704564334828,0.7955938306533867,1234,0.004814499305359821,0.8197050473255979,1646,0.0018388602614018978,0.8148575178934112,1234,0.0009424176866312806,0.806845864327416,1028.0,0.0008484773231870468,0.8193157192988682,1234
MTPAP:K562,MTPAP,K562,0.053391241626445374,0.5741753908511377,2166,0.06800332546261745,0.555992817545904,1625,0.015485888930911407,0.54526343047364,1354.0,0.04389372148569137,0.5686864763384476,1625,0.0179140274965105,0.7266875817399169,2154,0.017512398730066825,0.7122357679460743,1616,0.0040937065302557585,0.7108655807644116,1346.0,0.010792364552810185,0.7224734411363938,1616,-0.0006681443433175227,0.7427678763096707,2154,0.0016761325953525974,0.7414828174875927,1616,-0.004204160669352142,0.7329978288858284,1346.0,-0.0020585595595543627,0.7514896563842046,1616
NCBP2:HepG2,NCBP2,HepG2,0.06416893659660039,0.5982998490642327,6452,0.04940100370171219,0.600006188097406,4839,0.04796327604959083,0.5950531429652683,4032.0,0.05763732291375612,0.5951487238106073,4839,0.020169948641439284,0.7769400929758212,6372,0.018539601024412877,0.778774172472237,4779,0.01512427170377939,0.7705374013823039,3982.0,0.016853000552873754,0.7807314959633899,4779,0.0011730345686105093,0.9167486322970593,6372,0.0006238057351508619,0.9120548192441114,4779,6.979341150203933e-05,0.9136809281813966,3982.0,0.0010164920365266505,0.91450433058315,4779
NKRF:HepG2,NKRF,HepG2,0.010354493804411669,0.7872754822499956,7584,0.008542827895330118,0.7787647757297083,5686,0.0016544027553143659,0.7955973003800587,4739.0,0.006445515262499035,0.7845601978711364,5686,0.002371712616949906,0.875137815679138,7074,0.0009698011156548114,0.8699155962974311,5306,5.213150700345004e-05,0.8779978814778995,4421.0,0.0019014047252713384,0.8697575321406441,5306,0.003014379511907306,0.8907523830831848,7074,0.0026957210642303275,0.8868607451582264,5306,0.0007285617972639935,0.8932273176772504,4421.0,0.0015395672622121603,0.8918155530335613,5306
NOLC1:K562,NOLC1,K562,0.02998012089739943,0.5837620187431539,3140,0.020025964542172092,0.5742902348979675,2355,0.0043175961491710435,0.583123450187193,1963.0,0.027734999391456183,0.5809614994523103,2355,0.006180439008279026,0.7953063524210453,3134,0.0018435793802736855,0.8021453004618729,2350,0.0024759383512568123,0.7831489300584138,1958.0,0.0044989205035855795,0.7985037829238257,2350,0.008566929031243897,0.717483564373532,3134,0.0029780897681345175,0.7236073518229186,2350,-0.0019487609699411212,0.7045064689397859,1958.0,-0.0007864960662972154,0.7023801082511996,2350
NONO:K562,NONO,K562,0.05661003754059557,0.6624164763118136,22686,0.05800081184384309,0.6630209077456168,17015,0.048526663207408616,0.6576372819980436,14179.0,0.05248062498422357,0.6603403247151554,17015,0.027690286675410736,0.8139088590405692,22328,0.026601988184816294,0.8154256828308643,16747,0.024254402197402825,0.8117147870406207,13956.0,0.02740054599643571,0.8116558892728111,16747,0.02411061505599532,0.8622011446938584,22328,0.02252966903867515,0.8653667917392417,16747,0.01965127369081343,0.8632805802831245,13956.0,0.02372404827497221,0.8603514867297221,16747
PCBP1:HepG2,PCBP1,HepG2,0.006045722046174817,0.6377161611588954,1880,-0.002306093869991366,0.6179879839183268,1411,-0.004737648755860024,0.6190813198701767,1176.0,-2.258661968790321e-06,0.6293174323530741,1411,0.002552601788327502,0.8440294261802161,1858,0.0011970602427527899,0.8223386288556475,1393,0.0006124494265246083,0.8448600645855759,1161.0,0.0005219739430608605,0.8390649938755057,1393,0.00015178884896538403,0.9031610317470434,1858,-9.279536765538499e-05,0.8952618685275232,1393,-0.000528933595634884,0.9009919824802346,1161.0,-0.00038046100738653443,0.9068380906425152,1393
PCBP2:HepG2,PCBP2,HepG2,0.03166097720910743,0.8188068256959599,17040,0.03432396019308359,0.8168285889043179,12780,0.023865874123715325,0.8144119767926488,10649.0,0.03079652405827793,0.8212500551037051,12780,0.007932163406228931,0.9500497899436554,17178,0.008375874016564477,0.9489399006528156,12883,0.006429135130922914,0.9477143970990505,10736.0,0.007068323165270729,0.9500203437168989,12883,0.013597308890856752,0.9389332552863208,17178,0.014737142529604563,0.9358080219047303,12883,0.01307187522216624,0.93183507267639,10736.0,0.011598060646998087,0.9405400577628157,12883
PHF6:K562,PHF6,K562,0.021230785156047816,0.612239532115315,1390,0.002294715951376869,0.586322666005127,1043,0.01571156867609369,0.606582320350616,869.0,0.013586372281485293,0.6149425287356322,1043,0.00810108189489167,0.7941817513392389,1352,0.0032029463615577125,0.7758897558080675,1015,0.012098478444632188,0.7816726542688082,844.0,0.007972456406765471,0.8060733797629644,1015,0.006890952697734654,0.7641604810755926,1352,0.0008334642439475903,0.7513309245780315,1015,0.00017610594533667978,0.7372763454494223,844.0,0.0037353161927703438,0.7581426402052677,1015
PPIL4:K562,PPIL4,K562,0.031461196782728185,0.5255583366529966,1318,0.007075286770505063,0.5322469800886487,988,,,,0.017503724442025748,0.5283034532380736,988,-0.003060300625456036,0.697362829242154,1316,0.0011686883897968903,0.719348490867601,987,,,,-0.0009423416265555984,0.7126781903345313,987,-0.005748745854158854,0.79128749734389,1316,0.002605297438124321,0.7997293077484502,987,,,,-0.0015243761606045236,0.772775565635942,987
PRPF4:HepG2,PRPF4,HepG2,0.016162808074185686,0.7626739916141719,18310,0.014643088342569444,0.7596721956361498,13731,0.009845827302135235,0.7717104986766374,11443.0,0.016486247913746643,0.7614478503473587,13731,0.005732051061608123,0.8850121240177373,17734,0.004008506182205718,0.8830041744545323,13300,0.00248807885629454,0.8913380356095763,11084.0,0.005714647550814411,0.8828067562119518,13300,0.00276832596852572,0.9281680486907706,17734,0.0023378288638752354,0.9277386139728204,13300,0.0014488655309639054,0.9331018058220059,11084.0,0.0017913415869593718,0.9263250382987572,13300
PTBP1:HepG2,PTBP1,HepG2,0.0438025486784156,0.8170257464223671,16002,0.04450727392209408,0.813782741175344,12003,0.03566583162611925,0.8107547900840231,10002.0,0.04105287064004559,0.8164366760501764,12003,0.004039878976500044,0.966475731338343,16698,0.0044991888656131795,0.9643912951078899,12523,0.003590431197402544,0.9640294845881497,10435.0,0.0033879861203535144,0.967069613965228,12523,0.004050968440919123,0.9537627865434042,16698,0.0039501874473113485,0.95208301158556,12523,0.0038081618446104137,0.9496388783334695,10435.0,0.003168838941199903,0.9539267231749016,12523
PTBP1:K562,PTBP1,K562,0.03805938892340088,0.8022715454649911,15246,0.03155189209911191,0.8039746168607599,11434,0.0270653057038146,0.8023663104942601,9530.0,0.034555204899423764,0.8034753268645589,11434,0.0027122791429428084,0.9610079657658928,15570,0.002322304006505904,0.9602819148479729,11677,0.0014436172654221924,0.9607417203672608,9730.0,0.0029566767725373033,0.9616304974187454,11677,0.004464689889528639,0.955313303212665,15570,0.0042130127442226994,0.9546946423043232,11677,0.00329128093872455,0.9534744986155895,9730.0,0.004748406064578603,0.9543656899418532,11677
PUM1:K562,PUM1,K562,0.1112005666270911,0.5828080652640268,5316,0.10399769906824718,0.5691029706591569,3987,0.06329267408233374,0.5885256602028883,3322.0,0.10033879861242023,0.5843871249733192,3987,0.037486263484125426,0.7380557588355162,5302,0.033653089257880686,0.7371999174394852,3976,0.025442716138582844,0.743612112399015,3313.0,0.03178209717941971,0.7420692796595091,3976,0.005711174804181152,0.7960110139715112,5302,0.0032426353885682824,0.7959528266300364,3976,0.0011367767507216575,0.8003438251084639,3313.0,0.0037382831683306916,0.7890316932734533,3976
QKI:HepG2,QKI,HepG2,0.2473697821946068,0.6222681339998658,19980,0.2483436580352879,0.6199747003711762,14984,0.24073212178939052,0.6167026858656814,12487.0,0.24504678887938802,0.6225021176563026,14984,0.11511481980218474,0.7988913889298315,19976,0.11428563063980401,0.7996356091960864,14981,0.10975542445806763,0.7941484107852499,12484.0,0.11215643831680744,0.8031901249655004,14981,0.040745490503702464,0.9206671052920694,19976,0.03962628176042382,0.9216948180797128,14981,0.03937324950196641,0.9174195733598267,12484.0,0.04069022622861451,0.9195422851102476,14981
QKI:K562,QKI,K562,0.2376649224777485,0.6778184706496894,4378,0.2244666075933932,0.6862741495411243,3283,0.2034782637797714,0.6945299256857046,2735.0,0.23312924937133728,0.6829698601032418,3283,0.09027654155991127,0.8665848867244149,4378,0.08406374568538233,0.8701309439001556,3283,0.07962305700999162,0.8722985557156412,2735.0,0.08901830074420614,0.8643429044841959,3283,0.03589921032547594,0.9403433547153518,4378,0.0313157945285677,0.9405896024914334,3283,0.03123258650896843,0.9458966494142373,2735.0,0.035227658986305865,0.9378340096694207,3283
RBFOX2:K562,RBFOX2,K562,0.08431830421482511,0.6340945725477921,7038,0.08537445543854649,0.6271793955712794,5280,0.05259884802429737,0.6293859924992881,4400.0,0.07584881552387224,0.6330629265095994,5280,0.03588983458579231,0.8076928019972556,6968,0.032952902653282656,0.8048649988413613,5228,0.012754242197621557,0.8080076417489125,4356.0,0.031187624421997184,0.8090614434004993,5228,0.05367558568545572,0.7724137635587849,6968,0.04637138715385669,0.7708487489335257,5228,0.04098881913649821,0.7670161893426305,4356.0,0.04953526079903958,0.774405308935211,5228
RBM15:HepG2,RBM15,HepG2,0.04214088888888878,0.5977777777777779,3000,0.045658666666666514,0.5838880000000001,2250,0.007605333333333464,0.5989173333333333,1875.0,0.0391502222222222,0.5923991111111112,2250,0.030791606644806957,0.6967496003901215,2986,0.03177832566274419,0.6957903639684031,2239,0.014356541429261571,0.6996690543357832,1866.0,0.029919786528374792,0.7019486827716115,2239,0.0028222798152934825,0.7963413994039611,2986,0.005631283792640995,0.807128530102049,2239,0.0004489224962246352,0.8066742205358698,1866.0,0.0019923180382446226,0.8010115121684931,2239
RPS3:HepG2,RPS3,HepG2,0.12232275649327584,0.5569521460118468,11316,0.11650062521780125,0.554615312311416,8486,0.09536308880092681,0.5472820649736538,7072.0,0.12315809485811491,0.5542658928065204,8486,0.07458635150877868,0.6400096347883973,11294,0.06719416812858081,0.6367091930283623,8471,0.04882734997800231,0.6340049443385667,7059.0,0.06271129196429615,0.6380532594960044,8471,0.013354737423636243,0.8157901148965137,11294,0.0138140234404589,0.8168109016244179,8471,0.008670150512368191,0.8091218682135115,7059.0,0.011613125573457395,0.8135052280260119,8471
RPS3:K562,RPS3,K562,0.12645955199645087,0.566865148201758,4744,0.09990927914274128,0.558013319956454,3557,0.08239568615833359,0.5543524394968324,2964.0,0.12103265239325178,0.5648668360122668,3557,0.05237109199112433,0.6925141670026929,4738,0.038698761023581496,0.6862953207534255,3553,0.032375531927030354,0.689068685612586,2961.0,0.0457606984358776,0.6833155311284269,3553,0.01585628067334499,0.762878506158323,4738,0.008133634901258402,0.7582359559855338,3553,0.007369257184580036,0.7606692012823292,2961.0,0.010916982305226086,0.7580038618187628,3553
SAFB2:K562,SAFB2,K562,0.04066256723007533,0.5432451894541237,7488,0.03231609199340346,0.5393437624196578,5615,0.017279499050332325,0.5345270381328074,4680.0,0.02380891200372759,0.5480837753018405,5615,0.007262189303455346,0.7989757258336985,7488,0.005787988734942129,0.7972125434545264,5615,0.002598744886405102,0.7942291712323764,4680.0,0.009134729588364032,0.8024263728432622,5615,0.010067603892723986,0.8975169387829645,7488,0.008363711530467333,0.8968595967694044,5615,0.005872073380086107,0.9028596751954124,4680.0,0.006107045457659943,0.8949886538575743,5615
SLTM:K562,SLTM,K562,0.03400204541182783,0.6312431181814728,7278,0.031165729022282984,0.631834763203271,5459,0.0253438784353871,0.6316334942880697,4549.0,0.034684839754913765,0.6304909572428122,5459,0.01827881463119363,0.734357899134112,7148,0.01564163114253314,0.7324920796813648,5361,0.014723419294882634,0.7433153840321195,4467.0,0.014698739794868687,0.7407206934118795,5361,0.01193739276607253,0.8632220391692911,7148,0.009547753485425692,0.8630266342536674,5361,0.00926813097705148,0.8668315587692875,4467.0,0.01215503125382622,0.8645245820323302,5361
SMNDC1:K562,SMNDC1,K562,0.07849528284420004,0.5879448177116549,4930,0.07312759821606296,0.586784323596038,3698,0.05585008297990046,0.5936856247201074,3081.0,0.08469489314309486,0.5817812719516869,3698,0.024328082948866014,0.7245844279977786,4896,0.02299205318540609,0.7189990059801517,3671,0.020222259662184494,0.721609142838805,3059.0,0.02551184005899998,0.7310845638337102,3671,0.02541156713229964,0.7360964265880644,4896,0.022705470850100662,0.7307248328603723,3671,0.03305748103933337,0.7066197864852433,3059.0,0.016481824400515155,0.7359714940759625,3671
SND1:K562,SND1,K562,0.1417393488265739,0.5599790059685743,8264,0.14048752090542804,0.552105154947216,6199,0.12212055414309397,0.5606533288226193,5165.0,0.13534048859808245,0.5515158689234927,6199,0.08157279458752786,0.6635916843037127,8260,0.07746284494837874,0.6617475625699863,6195,0.0698160087842784,0.6680802691592995,5162.0,0.07759674970246644,0.6679172651536915,6195,0.02930110395206631,0.7292131630014833,8260,0.027199549742333073,0.7301712503444354,6195,0.023401983970568918,0.7287729695741126,5162.0,0.03148086698051833,0.7328270670520434,6195
SRSF1:HepG2,SRSF1,HepG2,0.11796185468567488,0.6091328907082718,3582,0.10290434169606566,0.6056071792856275,2686,0.07252283241604851,0.6199811059264577,2239.0,0.11629968589065753,0.6081431365393073,2686,0.03910102465452625,0.81737657001117,3574,0.031810027429020615,0.8106514987061665,2681,0.02296476290985483,0.8179832221024576,2234.0,0.03165541838958752,0.8185897652571579,2681,0.024326346250621245,0.8640604953577241,3574,0.017873931664056597,0.8621438202078395,2681,0.010056472985982445,0.8631228021417421,2234.0,0.020055358799382694,0.8643678117750745,2681
SRSF1:K562,SRSF1,K562,0.1788301607662598,0.5956657434555422,7728,0.17838550038793088,0.6028310111063959,5796,0.14677633114304123,0.5899245494699836,4831.0,0.17125633334619295,0.5926785017724797,5796,0.06838867962929085,0.7931860459702988,7722,0.06523882546668669,0.7976938380874166,5792,0.05181908805097213,0.7921110022559298,4827.0,0.06097813037222666,0.7944826909094128,5792,0.02239067636633041,0.8746017476916208,7722,0.021390926621377093,0.8746955137426397,5792,0.015766573737588163,0.87559541907368,4827.0,0.022405601380225848,0.8758050166646749,5792
STAU2:HepG2,STAU2,HepG2,0.012690792986827959,0.6106237762548951,1696,-0.0038834247736294625,0.6034278959810875,1271,-0.0014698649736206715,0.6320475274970938,1059.0,0.006069070877380844,0.6252313885543512,1271,0.006509498366630728,0.7009862277915381,1684,0.0030907137201673374,0.6909342834520982,1262,-0.0012777071067533452,0.6898267496707231,1053.0,0.00039871055310491954,0.7164376201787128,1262,0.005908621594326369,0.7248379325325405,1684,0.006090939938920847,0.7190900350639069,1262,-0.003641746687530256,0.7196755637108667,1053.0,0.005545187196018486,0.7265778758059044,1262
SUB1:HepG2,SUB1,HepG2,0.03487715829566851,0.6101404306025762,6594,0.028836172200482624,0.6131069090242108,4944,0.01092785144482633,0.5956764902485636,4121.0,0.0281776279479109,0.6116946115205836,4944,0.006844590235884684,0.8192552093152041,6592,0.005095318938228455,0.8225791892879669,4943,0.0014256763125648497,0.8123556650014139,4120.0,0.005142293136682685,0.8208288017047766,4943,0.007602901280752139,0.8126828120581582,6592,0.006872417340147763,0.8148557099993515,4943,0.004332627368272113,0.8058727407154304,4120.0,0.004442653898526938,0.8123093400180381,4943
TAF15:HepG2,TAF15,HepG2,0.03025309244791663,0.649019029405382,1536,0.019857620757180006,0.6494744070931245,1151,0.011732384380453653,0.6463173538394416,959.0,0.023464697563098214,0.6541999836814621,1151,0.0024549696180556912,0.9356689453125,1536,0.0005677491296778303,0.9381935378590079,1151,0.0010430301047119617,0.9342754690226877,959.0,0.003712467362924299,0.9330158017841602,1151,0.0007086859809026791,0.9226972791883682,1536,-0.0005507506527414607,0.9263218015665796,1151,-0.0008385143979056098,0.9187595440663175,959.0,0.001308882724107674,0.9161159160139253,1151
TIA1:HepG2,TIA1,HepG2,0.04503082683351156,0.5946673642329787,3458,0.02937967247177775,0.5994915172546751,2593,0.02148935372619587,0.6218564573827732,2161.0,0.03522695627958783,0.5813411734464367,2593,0.0036792831837123563,0.8412251655075312,3458,0.0020698112803376745,0.8410261765524923,2593,0.00026508579140172017,0.8545442130968446,2161.0,0.002603329905961571,0.83131105006105,2593,0.005062484926111499,0.8871337484165099,3458,0.0016186299081035749,0.885427377203693,2593,0.0019586894586893777,0.8944797892166314,2161.0,0.004411402437718315,0.8815990296253454,2593
TIA1:K562,TIA1,K562,0.04633676425118993,0.6161249816489249,11766,0.04043203446125354,0.6162540951222761,8825,0.04170292626506733,0.6048492478327384,7355.0,0.04034034162428379,0.6130679568143494,8825,0.008742296928571203,0.83312669458601,11662,0.005678233067301863,0.8304529555022205,8746,0.006865768059134414,0.8296108566883543,7289.0,0.00874659101572528,0.8370683926596857,8746,0.011781835011486996,0.7838788601164551,11662,0.010615763090337627,0.7850854529510899,8746,0.009818977561629971,0.7908175615925384,7289.0,0.007638360416452716,0.7870044562789585,8746
TRA2A:HepG2,TRA2A,HepG2,0.11693374878130147,0.6835628082113456,1842,0.11178325836306291,0.6773434672457475,1383,0.07386555093788605,0.6691658242539968,1153.0,0.12256111604645803,0.6683564354574127,1383,0.005173676748582157,0.9331214555765596,1840,0.005366405734226309,0.9330000943129303,1381,0.0005270092226613565,0.9286137775268211,1151.0,0.004751013864000564,0.9385810619635954,1381,0.0019553402646502738,0.9433211247637051,1840,0.0016929170989343767,0.9433250023578231,1381,0.0007575757575758457,0.941304347826087,1151.0,-0.0001556163349996087,0.9424526077525229,1381
U2AF1:K562,U2AF1,K562,0.11901183158173034,0.6054246810760792,2460,0.10949963645977923,0.5979549210126248,1845,0.07777336405285884,0.585702179497365,1537.0,0.10888624496001087,0.6055720801110449,1845,0.020374844168027928,0.8269604704851099,2458,0.01904835106002345,0.8248264657317858,1843,0.0068857125440296985,0.8157899619138994,1536.0,0.02091024985224088,0.8222251082021611,1843,0.007893059046993556,0.8458920275601629,2458,0.0056532813150173,0.8502370773622261,1843,0.00023853507658300188,0.8486388923491199,1536.0,0.005779174827658551,0.8553298012472734,1843
U2AF2:HepG2,U2AF2,HepG2,0.1520729467166455,0.5982455471883845,21404,0.14765151766549012,0.5940964131082146,16052,0.14040565393489202,0.598528111611595,13377.0,0.15259135771634968,0.5945308327380505,16052,0.05279136765199044,0.8068869383666182,21398,0.04847978080185322,0.8057574915185848,16048,0.04609070810181404,0.8082187434758947,13374.0,0.04848032248572942,0.8076633276049389,16048,0.010945071303876563,0.8716278711224924,21398,0.00970849526841755,0.8732244803858104,16048,0.007467830428732336,0.8708542068304053,13374.0,0.010753735465114267,0.8699789727056154,16048
UCHL5:HepG2,UCHL5,HepG2,0.12013342989144837,0.5655269881067864,4466,0.09601665375522628,0.5645921840789524,3351,0.07353752903071276,0.5794694479538104,2792.0,0.10706294507417202,0.5647564143955484,3351,0.04999978904483726,0.6910033248542752,4462,0.03704093093694405,0.6903853770444703,3348,0.033733687418567526,0.6968498623983652,2789.0,0.040507586795809236,0.6853878388958065,3348,0.010573474578195019,0.7841769966052292,4462,0.0055284312730158325,0.7830810019313595,3348,0.00045626228012263237,0.7787031547966178,2789.0,0.006265582194735497,0.7819642403553412,3348
