dataset,protein,cell,coverage_gc,cnn_raw_gc,cnn_nrows_gc,splicebert_raw_gc,splicebert_nrows_gc,comp_gc,kmer_full_gc,kmer_gain_gc,kmer_se_gc,cnn_full_gc,cnn_gain_gc,cnn_se_gc,splicebert_full_gc,splicebert_gain_gc,splicebert_se_gc,n_gc,coverage_dn,cnn_raw_dn,cnn_nrows_dn,splicebert_raw_dn,splicebert_nrows_dn,comp_dn,kmer_full_dn,kmer_gain_dn,kmer_se_dn,cnn_full_dn,cnn_gain_dn,cnn_se_dn,splicebert_full_dn,splicebert_gain_dn,splicebert_se_dn,n_dn,coverage_neg2,cnn_raw_neg2,cnn_nrows_neg2,splicebert_raw_neg2,splicebert_nrows_neg2,comp_neg2,kmer_full_neg2,kmer_gain_neg2,kmer_se_neg2,cnn_full_neg2,cnn_gain_neg2,cnn_se_neg2,splicebert_full_neg2,splicebert_gain_neg2,splicebert_se_neg2,n_neg2
QKI:K562,QKI,K562,1.0,0.9623055056836572,4378,0.9665574226880072,4378,0.8665848867244149,0.9568614282843262,0.09027654155991127,0.004617841215260221,0.9539455656954986,0.08736067897108368,0.004696416713078239,0.9578214173988845,0.09123653067446957,0.004573649673312514,4378,1.0,0.9392376976873236,4378,0.9487002686508668,4378,0.6778184706496894,0.9154833931274379,0.2376649224777485,0.007950893581706227,0.9360565859322778,0.25823811528258844,0.007981408390525266,0.9349436246392476,0.25712515398955826,0.008030938275181799,4378,1.0,0.9769880174576108,4378,0.9787381193521075,4378,0.9403433547153518,0.9762425650408277,0.03589921032547594,0.0025794046808124875,0.9732346687129738,0.03289131399762202,0.0024929204480159204,0.9694819460481945,0.02913859133284269,0.0022828374718676927,4378
RBFOX2:K562,RBFOX2,K562,1.0,0.8436880883052722,6968,0.8774638630129403,6968,0.8076928019972556,0.8435826365830479,0.03588983458579231,0.0028950790378525202,0.842773871304082,0.03508106930682642,0.0029814000131998283,0.8748319363177048,0.06713913432044927,0.003598615455624871,6968,1.0,0.7384195615390683,7038,0.7926926300541508,7038,0.6340945725477921,0.7184128767626172,0.08431830421482511,0.006010888338156765,0.7401827339120616,0.10608816136426946,0.006270750666952623,0.7887099471621637,0.15461537461437158,0.00673851291235389,7038,1.0,0.790687887947,6968,0.8454028733617087,6968,0.7724137635587849,0.8260893492442406,0.05367558568545572,0.003482971792810548,0.7936394651752278,0.021225701616442882,0.003371990129591318,0.840766334142236,0.06835257058345112,0.003974079438480795,6968
RBM15:HepG2,RBM15,HepG2,1.0,0.734617318865579,2986,0.7972785703679013,2986,0.6967496003901215,0.7275412070349284,0.030791606644806957,0.005342654250855081,0.7524253616676888,0.05567576127756735,0.006920253098481038,0.7951861982396977,0.09843659784957626,0.007859758260751611,2986,1.0,0.6424408888888888,3000,0.7304795555555554,3000,0.5977777777777779,0.6399186666666666,0.04214088888888878,0.008030481288629272,0.6549017777777778,0.05712399999999995,0.0091026161380517,0.7266062222222222,0.1288284444444443,0.010680234886841914,3000,1.0,0.7366468839401916,2986,0.8236889364029234,2986,0.7963413994039611,0.7991636792192546,0.0028222798152934825,0.001645747284487181,0.792460820735659,-0.0038805786683020482,0.0015191863064589687,0.8280253148315717,0.03168391542761062,0.004718101572786418,2986
RPS3:HepG2,RPS3,HepG2,1.0,0.7049682537109099,11294,0.8724414570732765,11294,0.6400096347883973,0.714595986297176,0.07458635150877868,0.004303915015646354,0.7070290209271907,0.06701938613879332,0.004239605702830083,0.8597140439709992,0.2197044091826018,0.005229885406987137,11294,1.0,0.6574198502831541,11316,0.847256427114965,11316,0.5569521460118468,0.6792749025051227,0.12232275649327584,0.0060171693742617684,0.655825215059749,0.09887306904790216,0.006053542525344877,0.8346809123953658,0.27772876638351895,0.006096125178039428,11316,1.0,0.8237711309389506,11294,0.8850040464292438,11294,0.8157901148965137,0.8291448523201499,0.013354737423636243,0.001438360426775876,0.8328731115239301,0.017082996627416414,0.0016172845109294121,0.8798922524340901,0.06410213753757643,0.002818128998467875,11294
RPS3:K562,RPS3,K562,1.0,0.7026108124838186,4738,0.8849236506222826,4738,0.6925141670026929,0.7448852589938172,0.05237109199112433,0.005313668463698414,0.7196192340169857,0.027105067014292827,0.005192505891650078,0.8784842416316995,0.1859700746290066,0.007156830702793695,4738,1.0,0.6218310908036139,4744,0.872391930589878,4744,0.566865148201758,0.6933247001982089,0.12645955199645087,0.009006706180119091,0.6226590648629742,0.055793916661216136,0.00827843767472233,0.8625205816026777,0.2956554334009197,0.009092000306663222,4744,1.0,0.7167918917507891,4738,0.8334944418023645,4738,0.762878506158323,0.778734786831668,0.01585628067334499,0.002920242485466102,0.77066570256983,0.007787196411507047,0.002152222959795596,0.8299911567041643,0.06711265054584137,0.0049398717206964255,4738
SAFB2:K562,SAFB2,K562,1.0,0.8213437796771129,7488,0.8580445236595075,7488,0.7989757258336985,0.8062379151371538,0.007262189303455346,0.001481054698228418,0.8212000311609687,0.022224305327270266,0.002320723878142918,0.8573727936207904,0.05839706778709197,0.0034115238384357263,7488,1.0,0.6527326913945504,7488,0.7409805475084922,7488,0.5432451894541237,0.583907756684199,0.04066256723007533,0.0059774638943358984,0.6508519043575134,0.10760671490338969,0.007454946046807045,0.7352370630615824,0.19199187360745873,0.0077529760491541165,7488,1.0,0.8879414684577945,7488,0.9420776233426472,7488,0.8975169387829645,0.9075845426756884,0.010067603892723986,0.0013697839979167732,0.9004965637327417,0.0029796249497772154,0.0009352357955263571,0.9403813908521441,0.04286445206917966,0.0024814393920491616,7488
SLTM:K562,SLTM,K562,1.0,0.7861217259890729,7148,0.8236711761152564,7148,0.734357899134112,0.7526367137653056,0.01827881463119363,0.002556566591513468,0.7826602562998515,0.048302357165739496,0.003836372263681591,0.8148329397573535,0.08047504062324151,0.004690249018779573,7148,1.0,0.720352723665285,7278,0.7987497433418205,7278,0.6312431181814728,0.6652451635933007,0.03400204541182783,0.004581817222659499,0.7204678092307233,0.08922469104925046,0.00628507933455253,0.7932172162266721,0.16197409804519924,0.006633460913880366,7278,1.0,0.8717424685340154,7148,0.9184579827761841,7148,0.8632220391692911,0.8751594319353636,0.01193739276607253,0.001610693189313092,0.8750647826793584,0.01184274351006731,0.001483350220738316,0.9106529812245313,0.04743094205524023,0.0028430180173695083,7148
SMNDC1:K562,SMNDC1,K562,1.0,0.7538531854735359,4896,0.8392728891665597,4896,0.7245844279977786,0.7489125109466446,0.024328082948866014,0.003541326759343128,0.7564311536161304,0.03184672561835189,0.004116457030217414,0.8286397926545347,0.10405536465675613,0.006106414975456127,4896,1.0,0.6716843105711194,4930,0.7698622911429382,4930,0.5879448177116549,0.6664401005558549,0.07849528284420004,0.007341934007877893,0.6712707314162987,0.08332591370464382,0.007805445749262324,0.7476933457862406,0.15974852807458573,0.008871146515885475,4930,1.0,0.7275458624353881,4896,0.8435966468559102,4896,0.7360964265880644,0.761507993720364,0.02541156713229964,0.0036446679585337175,0.7415100095048913,0.00541358291682692,0.003103116663378236,0.835061601574181,0.09896517498611657,0.005776583241899331,4896
SND1:K562,SND1,K562,1.0,0.7177863503919234,8260,0.9161294549419883,8260,0.6635916843037127,0.7451644788912406,0.08157279458752786,0.0048165752348678596,0.7227704917071682,0.05917880740345549,0.004476982993860581,0.9092844537987559,0.24569276949504315,0.005898760601688926,8260,1.0,0.6583307777045777,8264,0.8949045018737893,8264,0.5599790059685743,0.7017183547951482,0.1417393488265739,0.007056163482708911,0.6565432920777929,0.09656428610921863,0.00701204914380585,0.8803045598820717,0.3203255539134974,0.006945316893916329,8264,1.0,0.7363691819732776,8260,0.8684381100903448,8260,0.7292131630014833,0.7585142669535496,0.02930110395206631,0.003165265327807389,0.7557094782756539,0.026496315274170623,0.0031279642498216772,0.8627656842685366,0.1335525212670533,0.0048975473141268586,8260
SRSF1:HepG2,SRSF1,HepG2,1.0,0.848350128030929,3574,0.9204263584947433,3574,0.81737657001117,0.8564775946656963,0.03910102465452625,0.004071532630228504,0.8512408055567647,0.0338642355455947,0.0038427842410769363,0.911882403818663,0.094505833807493,0.00549671600188147,3574,1.0,0.7092567808332562,3582,0.85494520808023,3582,0.6091328907082718,0.7270947453939467,0.11796185468567488,0.00921809524051484,0.711534594618355,0.10240170391008319,0.009188760756929792,0.84401067313115,0.23487778242287816,0.009772197695918685,3582,1.0,0.8619855707248363,3574,0.9118545335662743,3574,0.8640604953577241,0.8883868416083454,0.024326346250621245,0.002990888413350403,0.8728073705231058,0.00874687516538164,0.0025371663826160534,0.909882008624747,0.045821513267022884,0.003840541478443017,3574
SRSF1:K562,SRSF1,K562,1.0,0.8476591803450129,7722,0.937984766008594,7722,0.7931860459702988,0.8615747255995897,0.06838867962929085,0.00361935831779268,0.8482991008243534,0.0551130548540546,0.0032373559744434117,0.9308640365361422,0.1376779905658434,0.004433288111060582,7722,1.0,0.756661332617483,7728,0.8997924784280441,7728,0.5956657434555422,0.774495904221802,0.1788301607662598,0.006938685784223074,0.7496953215753851,0.15402957811984286,0.006830627646987123,0.8935998509359635,0.29793410748042126,0.006820311819862175,7728,1.0,0.8961643745378529,7722,0.9212554355004499,7722,0.8746017476916208,0.8969924240579512,0.02239067636633041,0.001919645197412708,0.8995979223899453,0.02499617469832449,0.0019106813342477248,0.9185946958544732,0.043992948162852374,0.0024126657044219587,7722
STAU2:HepG2,STAU2,HepG2,1.0,0.6853944629064381,1684,0.7749222809620799,1684,0.7009862277915381,0.7074957261581688,0.006509498366630728,0.0032853538497173984,0.6961524139448547,-0.004833813846683355,0.002799197044073563,0.7312613898590055,0.030275162067467387,0.006921269459091585,1684,1.0,0.5921514829565682,1696,0.6998236694553223,1696,0.6106237762548951,0.623314569241723,0.012690792986827959,0.004193998894967569,0.6019337953898185,-0.008689980865076552,0.009814728120542855,0.7072217648629405,0.09659798860804547,0.012764168916324906,1696,1.0,0.698142641939506,1684,0.7978247132435498,1684,0.7248379325325405,0.7307465541268668,0.005908621594326369,0.0030559355893118143,0.7314941238201094,0.006656191287568891,0.004435154567285648,0.7631459425302273,0.0383080099976868,0.007380562102185576,1684
SUB1:HepG2,SUB1,HepG2,1.0,0.8172914985213027,6592,0.8670483198227918,6592,0.8192552093152041,0.8260997995510888,0.006844590235884684,0.001448758212522183,0.8307673062081722,0.01151209689296806,0.0017508899179007643,0.8672444791863041,0.04798926987109997,0.003303607494760243,6592,1.0,0.649686220384539,6594,0.7543427177895108,6594,0.6101404306025762,0.6450175888982447,0.03487715829566851,0.0050466806321352855,0.6520350252695233,0.041894594666947116,0.006325455874293219,0.7495141077784244,0.13937367717584825,0.007121208174663429,6594,1.0,0.8010272546452304,6592,0.8507142557321614,6592,0.8126828120581582,0.8202857133389103,0.007602901280752139,0.001555024718625177,0.8204901572367801,0.007807345178621916,0.0017989416319058949,0.8513665247372513,0.038683712679093096,0.003105023019224599,6592
TAF15:HepG2,TAF15,HepG2,1.0,0.9332461886935765,1536,0.9396616617838542,1536,0.9356689453125,0.9381239149305557,0.0024549696180556912,0.0012037252501932748,0.9379696316189235,0.0023006863064235494,0.0013891952687178583,0.9457923041449652,0.010123358832465179,0.002411725970879715,1536,1.0,0.7210066053602431,1536,0.7333017985026042,1536,0.649019029405382,0.6792721218532987,0.03025309244791663,0.008549545023713136,0.7178582085503472,0.06883917914496518,0.011693996779818578,0.7256859673394097,0.07666693793402768,0.012599707073401186,1536,1.0,0.8945566813151041,1536,0.9298841688368056,1536,0.9226972791883682,0.9234059651692709,0.0007086859809026791,0.0011743059738545183,0.9234534369574652,0.0007561577690969878,0.0011017181862587125,0.9354671902126735,0.012769911024305358,0.0029202897277658233,1536
TIA1:HepG2,TIA1,HepG2,1.0,0.8750963808952912,3458,0.8853273906392534,3458,0.8412251655075312,0.8449044486912436,0.0036792831837123563,0.0014310548749778397,0.8711280804672178,0.029902914959686555,0.003630999526588802,0.8829874882963069,0.041762322788775674,0.004112042802611333,3458,1.0,0.7648541984939659,3458,0.7942648809593499,3458,0.5946673642329787,0.6396981910664903,0.04503082683351156,0.007715835822602277,0.7520158451028136,0.15734848086983488,0.010439783143501786,0.7784753069219295,0.18380794268895073,0.01043336548637107,3458,1.0,0.8786381801815123,3458,0.9169670851507022,3458,0.8871337484165099,0.8921962333426214,0.005062484926111499,0.0013328217155124812,0.8939791753709138,0.0068454269544038215,0.0016140230086263104,0.9229575027572043,0.0358237543406944,0.0034106343244609465,3458
TIA1:K562,TIA1,K562,1.0,0.8727111443837648,11662,0.9033990939149504,11662,0.83312669458601,0.8418689915145812,0.008742296928571203,0.0011523375134148727,0.8722467843986457,0.039120089812635706,0.0021965211164463607,0.8984281171125381,0.06530142252652815,0.0027102311246306786,11662,1.0,0.7749283589344013,11766,0.8271370771346718,11766,0.6161249816489249,0.6624617459001149,0.04633676425118993,0.003954201421730595,0.7766738094641648,0.16054882781523983,0.0052992258282471665,0.8206168220696811,0.2044918404207562,0.005410886971478119,11766,1.0,0.7991081676564101,11662,0.8725325738007677,11662,0.7838788601164551,0.7956606951279421,0.011781835011486996,0.0015283672452794756,0.806729600726294,0.022850740609838827,0.002288661480776174,0.8675034214876631,0.083624561371208,0.0032202477550139588,11662
TRA2A:HepG2,TRA2A,HepG2,1.0,0.9424031190926276,1840,0.9597802457466919,1840,0.9331214555765596,0.9382951323251417,0.005173676748582157,0.001778081672972593,0.9417745746691871,0.00865311909262756,0.002228693991884791,0.9613338846880909,0.028212429111531323,0.0038163654820708983,1840,1.0,0.8162821650922321,1842,0.8640009148343454,1842,0.6835628082113456,0.8004965569926471,0.11693374878130147,0.011199234794291935,0.8123563939965176,0.12879358578517197,0.011495798329776725,0.8536713033206363,0.1701084951092907,0.01249650873208682,1842,1.0,0.9444961011342154,1840,0.9437771739130435,1840,0.9433211247637051,0.9452764650283554,0.0019553402646502738,0.00122939246266151,0.9476996691871455,0.004378544423440434,0.0013368968484349705,0.9488468809073723,0.0055257561436672376,0.0015296536406248422,1840
U2AF1:K562,U2AF1,K562,1.0,0.9282997482192288,2458,0.9562674079954133,2458,0.8269604704851099,0.8473353146531378,0.020374844168027928,0.003801915649173421,0.9207211668645118,0.09376069637940188,0.006649689244041599,0.9445764515131674,0.11761598102805748,0.007052191749404129,2458,1.0,0.9050717165708242,2460,0.9411150770044284,2460,0.6054246810760792,0.7244365126578095,0.11901183158173034,0.011338547786943228,0.9003813867406967,0.2949567056646175,0.012026679956960329,0.9263864102055656,0.3209617291294864,0.011567941382140285,2460,1.0,0.8793034617042308,2458,0.9154525069168541,2458,0.8458920275601629,0.8537850866071565,0.007893059046993556,0.0024608477154498916,0.8873137050702411,0.04142167751007819,0.005213265048873596,0.9076726598390802,0.06178063227891728,0.00592145327408926,2458
U2AF2:HepG2,U2AF2,HepG2,1.0,0.9403189307782314,21398,0.9660883467947685,21398,0.8068869383666182,0.8596783060186086,0.05279136765199044,0.0019158669511432523,0.9362032213532513,0.1293162829866331,0.0025293830084217386,0.9603295404999315,0.1534426021333133,0.0026882419211696797,21398,1.0,0.9040666069783815,21404,0.9444388963008362,21404,0.5982455471883845,0.75031849390503,0.1520729467166455,0.004117030651110038,0.902442107328482,0.30419656014009744,0.0040376771423397345,0.9404907872507862,0.34224524006240165,0.003946091620230758,21404,1.0,0.9179908776905554,21398,0.9465887287291997,21398,0.8716278711224924,0.882572942426369,0.010945071303876563,0.000832829926722462,0.9189574702673268,0.04732959914483437,0.0016255803357088086,0.9420489204720864,0.07042104934959403,0.0018473035792478225,21398
UCHL5:HepG2,UCHL5,HepG2,1.0,0.7073857009768831,4462,0.8676521554293529,4462,0.6910033248542752,0.7410031138991124,0.04999978904483726,0.005417715372617652,0.7149706440822757,0.02396731922800055,0.004186491714235846,0.8622207631714878,0.1712174383172126,0.007394894093659464,4462,1.0,0.6391793576345054,4466,0.8421040176371646,4466,0.5655269881067864,0.6856604179982347,0.12013342989144837,0.009264558706217662,0.6357607832197452,0.0702337951129588,0.00887932704120013,0.8301582599805185,0.26463127187373214,0.00968200212039199,4466,1.0,0.7701880574866883,4462,0.8245515043011749,4462,0.7841769966052292,0.7947504711834242,0.010573474578195019,0.0024213462811614288,0.794846104190554,0.0106691075853248,0.0024739916908159453,0.8266880782808401,0.04251108167561091,0.0041350341922073335,4462
XPO5:HepG2,XPO5,HepG2,1.0,0.785271909240807,9114,0.8443087145877909,9114,0.710737553036179,0.7551823634590917,0.044444810422912706,0.0034818431233348463,0.7794113900878294,0.06867383705165042,0.0041256265064290405,0.8355660186873423,0.12482846565116323,0.0047300848214385455,9114,1.0,0.7063605544125545,9236,0.7745859687017547,9236,0.6403480102433076,0.680219952017085,0.0398719417737774,0.003825435897524173,0.7077407290769675,0.06739271883365994,0.004818023686961747,0.7680504722796537,0.12770246203634616,0.005603496087852462,9236,1.0,0.8249495852621241,9114,0.8945235608029163,9114,0.7829026802096036,0.8206130534214436,0.03771037321184001,0.002725315067699858,0.8252720556321944,0.04236937542259078,0.0028098128398714333,0.8864794503812412,0.10357677017163758,0.0038372889460599863,9114
YBX3:HepG2,YBX3,HepG2,1.0,0.6509318644418524,4082,0.7576357863216123,4082,0.6452402380307085,0.637846008851854,-0.007394229178854461,0.00558629011349589,0.653138586464014,0.007898348433305502,0.004016770959373385,0.7283457374676554,0.0831054994369469,0.008386909128643174,4082,1.0,0.594682816581466,4084,0.7368220359713403,4084,0.571895195987111,0.6048188818359985,0.032923685848887496,0.007795505684084352,0.5965584623014636,0.02466326631435256,0.005778376764691717,0.7101636927173816,0.13826849673027053,0.009851837187569195,4084,1.0,0.7208223577369463,4082,0.7771812099870345,4082,0.7527784772765845,0.7429047015361954,-0.009873775740389168,0.0018230715693745567,0.7491973101156809,-0.00358116716090362,0.0005833111538207291,0.7570565292925695,0.004278052015984968,0.0030280729665586093,4082
YBX3:K562,YBX3,K562,1.0,0.7451993474498761,35958,0.8819108879895632,35958,0.6404943341314879,0.7403507304244714,0.09985639629298348,0.0026272942405647652,0.7468481383721616,0.10635380424067364,0.002714118493377072,0.8773606411378316,0.2368663070063437,0.002927524525428639,35958,1.0,0.7133189461408248,35958,0.8625929347382033,35958,0.5550846828020161,0.7079168578803184,0.15283217507830238,0.003501725366704079,0.7125642881512075,0.15747960534919148,0.003530039560521946,0.8590111128933537,0.3039264300913377,0.003375266170157168,35958,1.0,0.8404854362213148,35958,0.883079084413396,35958,0.8190311801835441,0.8406962611926249,0.02166508100908071,0.001040030677383073,0.8484966644793746,0.029465484295830402,0.0011686127635200162,0.8811464169928293,0.0621152368092851,0.0015153450248883737,35958
YWHAG:K562,YWHAG,K562,1.0,0.6921230572023714,1580,0.7533119692356993,1580,0.72081236981253,0.734252523634033,0.013440153821502987,0.005053950186315273,0.7080580035250761,-0.012754366287453966,0.005541492023133872,0.7569524114725205,0.03614004165999041,0.00883706141824506,1580,1.0,0.6055536711452818,1596,0.7291050307472943,1596,0.5943477113837224,0.6094889479337442,0.015141236550021753,0.008583443154711707,0.6218820861678005,0.027534374784078053,0.011534802565202566,0.7166239533671271,0.1222762419834047,0.014081407457938117,1596,1.0,0.699190834802115,1580,0.7581669604230092,1580,0.7288799871815413,0.7342140682582919,0.005334081076750596,0.0030674552210526156,0.7297676654382311,0.0008876782566897834,0.0011248297871893655,0.7644896651177696,0.03560967793622827,0.008098634010284432,1580
ZNF622:K562,ZNF622,K562,1.0,0.8285460524679651,29934,0.9298795761847307,29934,0.7500904519954367,0.8162982949473541,0.0662078429519174,0.002012013987970744,0.8268021321033798,0.07671168010794316,0.0020707230089809224,0.9259630848006816,0.1758726328052449,0.002555294932350723,29934,1.0,0.7710980786126945,29938,0.8966173488228132,29938,0.5723232159476479,0.7331992787766908,0.16087606282904288,0.003730592988855301,0.7702505457634914,0.1979273298158435,0.0037334439369064525,0.8915150500023963,0.3191918340547484,0.003567685443596909,29938,1.0,0.8640002593800166,29934,0.9084957932595916,29934,0.8517638338877054,0.8693107375590678,0.017546903671362468,0.0009140253474279738,0.866044876912321,0.014281043024615636,0.000848579198394358,0.9063087631344894,0.054544929246784,0.0014433789722227855,29934
ZNF800:HepG2,ZNF800,HepG2,1.0,0.7340588202265961,5872,0.8891449700792194,5872,0.6945457451981972,0.7460869345306594,0.05154118933246221,0.004772173620176016,0.7377453800978551,0.043199634899657835,0.004843749443160087,0.8764773617370386,0.18193161653884138,0.006442126713350668,5872,1.0,0.636243252310862,5876,0.8606509802540452,5876,0.5676771962051214,0.6874898341536292,0.11981263794850783,0.008148476722387757,0.6380115303288614,0.07033433412374002,0.007815079364529862,0.8512162638713119,0.2835390676661905,0.008254423632566813,5876,1.0,0.7954876604622501,5872,0.8484025003897868,5872,0.8045220146040136,0.8117846947412187,0.007262680137205102,0.0017050381056337794,0.8121955950374568,0.007673580433443128,0.0020286707491012066,0.845504040790265,0.04098202618625135,0.003332975648716424,5872
ZNF800:K562,ZNF800,K562,1.0,0.8155675794678995,4860,0.9244468153567377,4860,0.7831926027536453,0.8232796491049806,0.04008704635133531,0.0037959515745754793,0.8190650138020965,0.03587241104845118,0.003691374641346982,0.9151331944656133,0.13194059171196793,0.005603407645532395,4860,1.0,0.710160907406958,4872,0.8872148344078019,4872,0.5902565445520261,0.740195136715011,0.14993859216298489,0.00861451353572574,0.7092283306505321,0.118971786098506,0.008446952193240853,0.8740488863004575,0.2837923417484314,0.008787881973309621,4872,1.0,0.8487848227743062,4860,0.8853916239055699,4860,0.8453547054141475,0.856207217734424,0.010852512320276508,0.0019518344359723409,0.8544449524970787,0.009090247082931269,0.0016951886840680234,0.8772854747751868,0.031930769361039335,0.003371438804029159,4860
