dataset,protein,cell,coverage_gc,cnn_raw_gc,cnn_nrows_gc,splicebert_raw_gc,splicebert_nrows_gc,comp_gc,kmer_full_gc,kmer_gain_gc,kmer_se_gc,cnn_full_gc,cnn_gain_gc,cnn_se_gc,splicebert_full_gc,splicebert_gain_gc,splicebert_se_gc,n_gc,coverage_dn,cnn_raw_dn,cnn_nrows_dn,splicebert_raw_dn,splicebert_nrows_dn,comp_dn,kmer_full_dn,kmer_gain_dn,kmer_se_dn,cnn_full_dn,cnn_gain_dn,cnn_se_dn,splicebert_full_dn,splicebert_gain_dn,splicebert_se_dn,n_dn,coverage_neg2,cnn_raw_neg2,cnn_nrows_neg2,splicebert_raw_neg2,splicebert_nrows_neg2,comp_neg2,kmer_full_neg2,kmer_gain_neg2,kmer_se_neg2,cnn_full_neg2,cnn_gain_neg2,cnn_se_neg2,splicebert_full_neg2,splicebert_gain_neg2,splicebert_se_neg2,n_neg2
GRSF1:HepG2,GRSF1,HepG2,1.0,0.8459422741849955,1990,0.8728587661927727,1990,0.8534319840408071,0.8531279513143607,-0.00030403272644641266,0.0007581584631847478,0.8514926390747709,-0.001939344966036205,0.0019699043165202095,0.8665478144491301,0.013115830408322982,0.004448236754354951,1990,1.0,0.6116696389203831,2016,0.7060490284076595,2016,0.6230965765936004,0.6317298910304863,0.008633314436885864,0.005190105066477135,0.6229440271478961,-0.00015254944570430862,0.005680252032604165,0.7028956837364575,0.0797991071428571,0.01112821252186057,2016,1.0,0.8013231989091184,1990,0.8081523193858742,1990,0.8133340067170022,0.8135350117421276,0.0002010050251254336,0.0010816852118776682,0.8125320067675058,-0.0008019999494963681,0.0003500454409174445,0.8224812504734729,0.009147243756470691,0.003595447655684218,1990
GRWD1:HepG2,GRWD1,HepG2,1.0,0.7863740546113474,44144,0.9128054634468551,44144,0.6995532968415601,0.7793105623810362,0.07975726553947615,0.0019433650476809727,0.786594214512431,0.08704091767087085,0.0020010509864561844,0.9093417773175299,0.20978848047596976,0.0023705033811771197,44144,1.0,0.7571544830296846,44156,0.8919606720758406,44156,0.5678016246264418,0.7230223644158259,0.1552207397893841,0.0030834669550628565,0.7563820269735018,0.18858040234705997,0.0030940929499424933,0.8873126396910751,0.3195110150646333,0.0029417120252551525,44156,1.0,0.869426666760049,44144,0.9092976164303822,44144,0.8495007065085094,0.8741173795805641,0.02461667307205473,0.0008846081508067792,0.8746053292621295,0.02510462275362013,0.0009038784938753005,0.908113817693217,0.05861311118470758,0.0012195282517336935,44144
GRWD1:K562,GRWD1,K562,1.0,0.7909283831113622,8746,0.9070934991862472,8746,0.7715631160570008,0.8198603900020754,0.04829727394507466,0.003165802216161549,0.7964885871972102,0.024925471140209376,0.002511409177119189,0.9023443286922344,0.13078121263523357,0.0042558817739024495,8746,1.0,0.702791497142857,8750,0.8661350400000001,8750,0.5837826612244899,0.7192010710204082,0.13541840979591835,0.006521647841229575,0.7036040881632653,0.1198214269387754,0.006439023421325464,0.8597558334693878,0.2759731722448979,0.006560264092863607,8750,1.0,0.8434525280878459,8746,0.87533949072874,8746,0.851586160402934,0.8609544494522836,0.00936828904934961,0.0012825799459823689,0.856709223684053,0.005123063281119,0.0009534448613962755,0.8760719022498881,0.024485741846954068,0.0020230862509559014,8746
GTF2F1:HepG2,GTF2F1,HepG2,1.0,0.9082141050183109,8502,0.9284417614718741,8502,0.8778375918412046,0.888426656608563,0.010589064767358436,0.0013472131403481616,0.9061784679221699,0.02834087608096536,0.002099845756278154,0.9215690929351394,0.043731501093934866,0.0024703403321441465,8502,1.0,0.8247699803312163,8940,0.8602593727009294,8940,0.7452366009539109,0.7660821084135349,0.02084550745962399,0.00243038230494556,0.8223567506969156,0.07712014974300474,0.003947718618129141,0.8553441536667516,0.11010755271284078,0.004410120083990627,8940,1.0,0.9157504888633452,8502,0.9313031967625922,8502,0.891555260275842,0.9016916107746327,0.010136350498790692,0.0012323101185540799,0.9112314254202077,0.019676165144365765,0.0014343161957383408,0.9244692643202223,0.032914004044380274,0.001998767617714941,8502
HLTF:HepG2,HLTF,HepG2,1.0,0.705667729982832,7284,0.7955792012221803,7284,0.6510926734621195,0.6754623962731461,0.024369722811026562,0.0036040341554662864,0.70589974611291,0.054807072650790434,0.004871948700430815,0.7888626829402893,0.13777000947816975,0.006073700176857679,7284,1.0,0.652682649626205,7290,0.7437636539145455,7290,0.5341973991468479,0.599610492980406,0.06541309383355809,0.0073546210551179644,0.6514262166449333,0.11722881749808534,0.00804171179424871,0.7385452759572559,0.204347876810408,0.008142515596135356,7290,1.0,0.7486325938068921,7284,0.8181867700067641,7284,0.7828204627144237,0.7931832718594252,0.010362809145001428,0.0018235347567821223,0.7829728281405447,0.0001523654261209595,0.0006886067348776466,0.8213019682205377,0.038481505506113955,0.003547477463264632,7284
HNRNPC:K562,HNRNPC,K562,1.0,0.9630355747851691,1032,0.9649284898744065,1032,0.9479748813172285,0.9546263746169101,0.006651493299681621,0.0023379028701826315,0.9595877651583438,0.011612883841115251,0.0033054804503871147,0.9640083228171383,0.016033441499909817,0.003605738688789484,1032,1.0,0.7744689321555194,1032,0.819590920016826,1032,0.6683041884502134,0.7197321374917373,0.05142794904152381,0.01213681090323229,0.7626569917673217,0.09435280331710827,0.015289857901630994,0.8071968331230095,0.13889264467279605,0.016058285489323823,1032,1.0,0.9382323778619075,1032,0.9730597620335316,1032,0.9536648939366625,0.9625773691484886,0.008912475211826032,0.0030311624569221048,0.9579164413196323,0.004251547382969734,0.0027008903401405096,0.971042906075356,0.0173780121386935,0.003968587202437159,1032
HNRNPL:K562,HNRNPL,K562,1.0,0.9020097421830702,11672,0.9200591675079544,11672,0.8732692333891269,0.8932302444565438,0.01996101106741688,0.001535388218339982,0.9002392209072191,0.02696998751809221,0.0016694025915355926,0.916521956554317,0.04325272316519013,0.0019933986562742797,11672,1.0,0.7856511833833739,11680,0.8242997191077125,11680,0.7269614080972039,0.7752417784762621,0.04828037037905819,0.003122202019859159,0.7815473998404955,0.054585991743291595,0.0033239602285479483,0.820391489960593,0.09343008186338908,0.003810080483076592,11680,1.0,0.9032799389622024,11672,0.9481977630748806,11672,0.900535354992129,0.9212064889008732,0.0206711339087442,0.001433254293089921,0.9095238729992894,0.008988518007160384,0.000979387203978438,0.9445909814575315,0.04405562646540251,0.00189343471944842,11672
HNRNPM:HepG2,HNRNPM,HepG2,1.0,0.9524923488663365,26790,0.9690128508392246,26790,0.9338788729226989,0.9466254463364497,0.01274657341375085,0.0006864973901801289,0.9510929810767419,0.017214108154043006,0.0007478829263441155,0.9666311562104772,0.03275228328777835,0.0010555127383887594,26790,1.0,0.8293993289229611,26846,0.8802135705176772,26846,0.7025364218523228,0.7705110014390354,0.0679745795867126,0.0024416341591435376,0.8284910716843221,0.12595464983199933,0.002856330429451299,0.8770518283170426,0.17451540646471986,0.0030176999313879975,26846,1.0,0.9395728295268203,26790,0.9682391252885415,26790,0.9224347025466345,0.9365009841799705,0.014066281633336009,0.0007418637752169597,0.9399707093773046,0.017536006830670137,0.0008037032409552439,0.9661432392541717,0.04370853670753716,0.0011851380640751567,26790
HNRNPUL1:HepG2,HNRNPUL1,HepG2,1.0,0.83861006022326,926,0.8498990059196991,926,0.804449337357547,0.8092028231693948,0.0047534858118478684,0.0038825674783587285,0.8227682174194964,0.018318880061949372,0.005910582232544535,0.8300687132934333,0.025619375935886368,0.007331879291825769,926,1.0,0.6500602964844627,934,0.7055284769062171,934,0.590612089559767,0.5926571262191124,0.0020450366593454117,0.006871450034815757,0.6337045884936884,0.04309249893392142,0.014415758624529297,0.6680116833036054,0.07739959374383842,0.016110541619850403,934,1.0,0.7349803376421031,926,0.7849968978723603,926,0.789521805858123,0.7932583535865727,0.0037365477284496684,0.003897266766164759,0.776950025423452,-0.012571780434670998,0.0041957694278704,0.7946438151038631,0.005122009245740022,0.006831815725523734,926
IGF2BP1:K562,IGF2BP1,K562,1.0,0.7459389019791983,11412,0.8266244576367243,11412,0.6859930556860901,0.7267963977139442,0.04080334202785407,0.0033379812944427864,0.7461397408647026,0.060146685178612436,0.0038914936162510495,0.8248659732918375,0.13887291760574738,0.004614378788304349,11412,1.0,0.6534360710692615,11412,0.7660108274242656,11412,0.5682339286813408,0.6326817111239618,0.06444778244262095,0.005312563476498275,0.6528488960587665,0.08461496737742569,0.0057191643388549715,0.7617364052745039,0.1935024765931631,0.006094091194985524,11412,1.0,0.8434871226615431,11412,0.8894043466952772,11412,0.8133613359069213,0.8362570302824129,0.02289569437549166,0.0022019614855522734,0.8473921474606457,0.03403081155372445,0.0025163661974929325,0.8875896250053289,0.07422828909840762,0.0029919365004468642,11412
KHSRP:HepG2,KHSRP,HepG2,1.0,0.883836877295684,10560,0.9207975350091828,10560,0.8599891672405876,0.8886193612258952,0.02863019398530764,0.00196562057560901,0.8842585657713499,0.024269398530762265,0.0018744357885372665,0.9167023573806244,0.05671319014003684,0.0024403488294490413,10560,1.0,0.729992802836654,10578,0.8015618234115041,10578,0.6446005849603273,0.7357893559412847,0.09118877098095735,0.004822945203556744,0.7321167042218246,0.08751611926149727,0.0051126240375541955,0.7924682774113421,0.14786769245101472,0.005366871497879967,10578,1.0,0.9395862388085401,10560,0.9573423690025253,10560,0.9313630265725437,0.9442337078168044,0.012870681244260718,0.0010637617773975574,0.9389002596992655,0.007537233126721832,0.000759987782579593,0.9528729051882461,0.021509878615702416,0.0013448552890502105,10560
KHSRP:K562,KHSRP,K562,1.0,0.916355641792018,46396,0.9387442557445673,46396,0.8967359254364908,0.9167757099412523,0.020039784504761515,0.0007081084762952771,0.9167393035456521,0.020003378109161307,0.0006890619712100672,0.936837780169903,0.04010185473341221,0.0009386579310239622,46396,1.0,0.7714208755537855,46384,0.8192602611777133,46384,0.6854298355518864,0.7550431939484789,0.06961335839659244,0.0019948912599796202,0.7729099857321357,0.08748015018024924,0.0020992380722610247,0.8145740984925278,0.1291442629406414,0.0023084132450729125,46384,1.0,0.9809976704812535,46396,0.9877442353114967,46396,0.9732777836749664,0.9809986952937881,0.007720911618821713,0.0003722769359971955,0.9808851315708034,0.007607347895836947,0.0003280159237198929,0.9863880831386798,0.013110299463713337,0.00043832027034703476,46396
LARP4:HepG2,LARP4,HepG2,1.0,0.6701114269284415,10842,0.8139230048850111,10842,0.6499371955332587,0.6829824548687643,0.03304525933550562,0.003466185376257157,0.6818572386567354,0.03192004312347674,0.0035021516407366545,0.8091206656657561,0.15918347013249745,0.005096371798681302,10842,1.0,0.6134348187952917,10858,0.7773222036299671,10858,0.5630388788561432,0.6271867166093716,0.06414783775322841,0.005514416716477907,0.6160238088832135,0.052984930027070276,0.005498818706414907,0.7728043467130957,0.2097654678569525,0.0062732632453130835,10858,1.0,0.6588232457752669,10842,0.7835631456522236,10842,0.6940868317648465,0.6997011390079115,0.005614307243064998,0.0016333818789405657,0.695246620803906,0.0011597890390594445,0.0016202605523462069,0.7764864350484619,0.0823996032836154,0.004158269225342148,10842
LARP4:K562,LARP4,K562,1.0,0.6584153596538669,860,0.7987398593834507,860,0.7424391563007031,0.7448296376419685,0.0023904813412654047,0.0034562440845762603,0.7397187669010276,-0.00272038939967556,0.001333507849470528,0.799588967009194,0.0571498107084909,0.013153007875365087,860,1.0,0.5188209843158463,860,0.6978474851270957,860,0.6010870740941049,0.6105949161709032,0.009507842076798334,0.008783724624455126,0.6028718226068145,0.0017847485127095997,0.004038243926201925,0.6805624661979448,0.07947539210383991,0.018333641023698322,860,1.0,0.6113250405624662,860,0.7265386695511087,860,0.6963872363439696,0.7075013520822067,0.011114115738237063,0.006189676001326862,0.7006544077879936,0.004267171444023998,0.004329152301064223,0.7409951325040561,0.044607896160086535,0.011460198726392364,860
LIN28B:K562,LIN28B,K562,1.0,0.7578710681194244,13832,0.8754189641976543,13832,0.7304572995419546,0.7638091243479969,0.03335182480604226,0.0024085168738698535,0.7655013721628894,0.035044072620934785,0.002583939581144583,0.8727243655251935,0.1422670659832389,0.0037741840558611723,13832,1.0,0.63444354019698,13832,0.8298119740446457,13832,0.5732835168849293,0.6712634151334647,0.09797989824853537,0.005187427725127405,0.6325654194212229,0.05928190253629362,0.005044400334667844,0.8219712941315784,0.24868777724664914,0.005466414628998821,13832,1.0,0.7755857407789617,13832,0.8350221349911237,13832,0.7786827035556146,0.7919096538449831,0.013226950289368489,0.001487345519329245,0.7960723049894612,0.017389601433846602,0.0019000564754548157,0.832740552497942,0.05405784894232735,0.0025950419885299096,13832
LSM11:K562,LSM11,K562,1.0,0.7607309279837864,2638,0.7879007518848853,2638,0.7270613607271345,0.7613821668608505,0.03432080613371602,0.005182434722115268,0.7598348278872787,0.03277346716014429,0.00569026059808626,0.7853992588637175,0.05833789813658308,0.00648718685985576,2638,1.0,0.684958790710801,2678,0.7502862647043568,2678,0.6003504895084613,0.6900041886954306,0.0896536991869693,0.010194458026924067,0.6828900994522347,0.0825396099437734,0.01025218379203017,0.730581548210992,0.1302310587025307,0.010882658441657318,2678,1.0,0.7847641141513115,2638,0.7955431809311739,2638,0.747241144042199,0.8017359855750302,0.05449484153283124,0.0058998380917996435,0.7889060623844311,0.04166491834223207,0.005688171791048596,0.7971589201045431,0.049917776062344155,0.006341626351757251,2638
MATR3:HepG2,MATR3,HepG2,1.0,0.935217167959755,13968,0.9510494101884327,13968,0.920244227027183,0.9300405508778699,0.00979632385068685,0.0008420934084608203,0.9341586816339491,0.013914454606766102,0.0008790343452514751,0.9485617756311594,0.028317548603976395,0.0013500453265314952,13968,1.0,0.7658955674276515,13982,0.8185973665673631,13982,0.6458810959534974,0.6977577951798215,0.0518766992263241,0.0036162042898388886,0.7653804682281393,0.11949937227464191,0.004497170127533868,0.8146042070847328,0.1687231111312354,0.004659579496507502,13982,1.0,0.9153517850980606,13968,0.9443324637298934,13968,0.9133700626796777,0.9194573892674338,0.0060873265877561256,0.0007200932390010313,0.9196382149544239,0.006268152274746197,0.0007213100772224412,0.941846828096031,0.028476765416353356,0.001369241903854991,13968
MATR3:K562,MATR3,K562,1.0,0.961476143707529,9728,0.9710173672916486,9728,0.9562815404664777,0.9612448737231647,0.004963333256686964,0.0006135227278746821,0.9614212162937154,0.005139675827237622,0.0005355100176415727,0.9690613046577433,0.012779764191265586,0.0009526368675038914,9728,1.0,0.7557216113399665,9734,0.8188265009727205,9734,0.6846286482400203,0.7439165973514766,0.059287949111456295,0.0040304681313528,0.7553230709842568,0.07069442274423643,0.004452333620632367,0.8149735501846549,0.13034490194463455,0.004963422972950384,9734,1.0,0.9471870485765451,9728,0.9667901755039712,9728,0.9470023369194728,0.9528705036871322,0.005868166767659444,0.0007008415540155792,0.9520363424623443,0.005034005542871478,0.0006910294801089224,0.9645529876455377,0.017550650726064876,0.0012154640186778445,9728
MBNL1:K562,MBNL1,K562,1.0,0.7926960318061552,2388,0.8400513875912224,2388,0.7743344023299076,0.8081536942108645,0.03381929188095689,0.005242585698438495,0.8084903860452458,0.034155983715338234,0.005472012262820653,0.8394148295918454,0.06508042726193786,0.006733920934638829,2388,1.0,0.6771257554657932,2404,0.7727131154121943,2404,0.6314247468860829,0.7027243833765686,0.07129963649048576,0.009643059782996614,0.6815083568428658,0.05008360995678296,0.009117083544448283,0.7628536465845885,0.13142889969850569,0.010780615684765571,2404,1.0,0.8155019934962361,2388,0.852808500907665,2388,0.7918108128582612,0.8246270436492905,0.032816230791029355,0.005327844288193092,0.8172759385986325,0.025465125740371297,0.004980589835918144,0.8591533883824483,0.0673425755241871,0.00677587653413271,2388
METTL1:K562,METTL1,K562,1.0,0.7168321367905568,962,0.804595415822027,962,0.7281304973612667,0.7396881929106461,0.011557695549379465,0.005524334401425401,0.728203975605223,7.34782439563153e-05,0.007065083711007252,0.7887025038792191,0.06057200651795247,0.011403247252802695,962,1.0,0.6675671353426031,962,0.8094190464252835,962,0.6150950246584341,0.6910196619136328,0.07592463725519871,0.015530973727974325,0.6693435799464905,0.05424855528805639,0.013843144176100598,0.7796690021222247,0.16457397746379054,0.018402492335129035,962,1.0,0.6027377129248231,962,0.8396315714403032,962,0.7762155246562731,0.7890223503529118,0.012806825696638713,0.006181508539682987,0.7726756021974317,-0.0035399224588413825,0.0017400365183242639,0.851435635219419,0.07522011056314593,0.011696367487910324,962
MORC2:K562,MORC2,K562,1.0,0.776099945521305,1646,0.8085450349829995,1646,0.7912565385506894,0.7955528258792993,0.004296287328609871,0.0027382863770884064,0.7895778860789955,-0.0016786524716939644,0.0026341897471471214,0.8136533353805905,0.022396796829901033,0.005634109180981026,1646,1.0,0.6269075591933804,1782,0.7322873327362664,1782,0.6456912308015937,0.6467392468140691,0.0010480160124753946,0.0029011383409750973,0.6540766185360275,0.008385387734433758,0.005379920728131591,0.7173657009047955,0.07167447010320172,0.011136004641615618,1782,1.0,0.8016709752572235,1646,0.8514237541874038,1646,0.8197050473255979,0.8245195466309577,0.004814499305359821,0.0030754819373839106,0.8186139970383669,-0.001091050287230999,0.0021851244111965825,0.8478346564225068,0.02812960909690887,0.005797938808104381,1646
MTPAP:K562,MTPAP,K562,1.0,0.7279505900792204,2154,0.8453801913737824,2154,0.7266875817399169,0.7446016092364274,0.0179140274965105,0.005236573421437463,0.7327026050732416,0.006015023333324709,0.006031398803221358,0.8349993835829607,0.10831180184304379,0.009173246068334754,2154,1.0,0.5994710496901241,2166,0.7689529870260527,2166,0.5741753908511377,0.627566632477583,0.053391241626445374,0.010615520061775624,0.5971417585125276,0.02296636766138993,0.010256007930845586,0.7580623571369498,0.18388696628581214,0.013327454214111922,2166,1.0,0.7202389111747356,2154,0.7540763270855372,2154,0.7427678763096707,0.7420997319663531,-0.0006681443433175227,0.001701897949336417,0.7389969558481597,-0.0037709204615109515,0.0028295775437221413,0.7524469170095756,0.009679040699904884,0.00402037137382797,2154
NCBP2:HepG2,NCBP2,HepG2,1.0,0.7733843411756314,6372,0.8476355969639614,6372,0.7769400929758212,0.7971100416172605,0.020169948641439284,0.002574783458169819,0.7826248823221809,0.005684789346359631,0.002204401755928262,0.8459962350979194,0.06905614212209821,0.004198562840714191,6372,1.0,0.6322196551653894,6452,0.766284545245946,6452,0.5982998490642327,0.6624687856608331,0.06416893659660039,0.006419426781762944,0.6388789704235849,0.040579121359352155,0.006018253426671626,0.7600321166098911,0.1617322675456584,0.007546486830425133,6452,1.0,0.9029753031250579,6372,0.9294419263657031,6372,0.9167486322970593,0.9179216668656698,0.0011730345686105093,0.00046802847136567707,0.917595577638988,0.0008469453419287509,0.0005468105778190999,0.9274963755822812,0.010747743285221878,0.0013768795644707144,6372
NKRF:HepG2,NKRF,HepG2,1.0,0.8844506105295534,7074,0.9043786797975343,7074,0.875137815679138,0.8775095282960879,0.002371712616949906,0.0008442732916417151,0.8879383174069446,0.012800501727806668,0.0015707737911438986,0.9026944768775406,0.02755666119840261,0.0022339842642871512,7074,1.0,0.8109692540591784,7584,0.8528021670650181,7584,0.7872754822499956,0.7976299760544072,0.010354493804411669,0.0018556073633193752,0.8123384479205612,0.02506296567056565,0.0029686710614000396,0.8476728711566879,0.06039738890669233,0.0036562772846220866,7584,1.0,0.8885465328800453,7074,0.9037833336490714,7074,0.8907523830831848,0.8937667625950921,0.003014379511907306,0.0009044952447468417,0.8936753184498394,0.0029229353666545554,0.0008480778995653704,0.9070077789072409,0.016255395824056107,0.001767086020593129,7074
NOLC1:K562,NOLC1,K562,1.0,0.777292018005375,3134,0.8142565493064722,3134,0.7953063524210453,0.8014867914293243,0.006180439008279026,0.0022316520899973314,0.7952033179541834,-0.00010303446686188433,0.002029182448158428,0.816248820499705,0.020942468078659737,0.0040445038895416206,3134,1.0,0.5591735973061787,3140,0.6672457300499006,3140,0.5837620187431539,0.6137421396405534,0.02998012089739943,0.007101822639941164,0.5902340865755203,0.006472067832366424,0.0052063718840864096,0.6634139315996592,0.0796519128565053,0.009974446364116757,3140,1.0,0.6463869314828941,3134,0.7553403823026696,3134,0.717483564373532,0.7260504934047759,0.008566929031243897,0.003876882297515114,0.7225660550709044,0.005082490697372433,0.003374200795151228,0.7612369674635073,0.04375340308997533,0.006470540172378918,3134
NONO:K562,NONO,K562,1.0,0.8567286885688901,22328,0.9007450529745697,22328,0.8139088590405692,0.8415991457159799,0.027690286675410736,0.001394467141916167,0.8592156646080885,0.045306805567519315,0.001659921875259257,0.8962020716894569,0.08229321264888767,0.0022054707727149846,22328,1.0,0.7660945478081381,22686,0.8401097694656554,22686,0.6624164763118136,0.7190265138524091,0.05661003754059557,0.0027258802302496895,0.7658668222599532,0.10345034594813962,0.003213220507352577,0.8346065173388639,0.17219004102705038,0.0035133332200357192,22686,1.0,0.8797532073200429,22328,0.9310499284245402,22328,0.8622011446938584,0.8863117597498538,0.02411061505599532,0.00123305497473745,0.884047442058282,0.02184629736442356,0.0011778834096262158,0.9278842740800298,0.06568312938617138,0.0018481732706127178,22328
PCBP1:HepG2,PCBP1,HepG2,1.0,0.8303753819343462,1858,0.8467094842539347,1858,0.8440294261802161,0.8465820279685436,0.002552601788327502,0.0019671190447338605,0.8435033793296031,-0.0005260468506130822,0.0022511017692489997,0.8521089959804922,0.00807956980027602,0.0034614344106042826,1858,1.0,0.6334597102761431,1880,0.6782446808510638,1880,0.6377161611588954,0.6437618832050702,0.006045722046174817,0.005387027322582489,0.6494148936170213,0.011698732458125916,0.008117618212225654,0.6759755545495699,0.03825939339067452,0.010527602583311771,1880,1.0,0.876734709011507,1858,0.8973478664397172,1858,0.9031610317470434,0.9033128205960088,0.00015178884896538403,0.0008964269780666113,0.9021552857859592,-0.00100574596108427,0.0007761196307681276,0.9048504068752237,0.0016893751281802372,0.0015075870594496693,1858
PCBP2:HepG2,PCBP2,HepG2,1.0,0.9656595245706638,17178,0.971187129411059,17178,0.9500497899436554,0.9579819533498843,0.007932163406228931,0.000633637660261522,0.9656419227841821,0.01559213284052674,0.0008428582345961334,0.9703985937765369,0.020348803832881512,0.0009810135839906152,17178,1.0,0.8769365508386784,17040,0.9080918688972648,17040,0.8188068256959599,0.8504678029050673,0.03166097720910743,0.0018684916671725634,0.8762369955255792,0.05743016982961935,0.0022547246111216364,0.9026625559302607,0.08385573023430082,0.0024457744510969093,17040,1.0,0.9629632724796806,17178,0.9723373726078328,17178,0.9389332552863208,0.9525305641771775,0.013597308890856752,0.0008607709469522956,0.9619966517701466,0.023063396483825827,0.0010508897394328957,0.970483939057776,0.0315506837714552,0.0012478406731898637,17178
PHF6:K562,PHF6,K562,1.0,0.7602368614544308,1352,0.7910853086376528,1352,0.7941817513392389,0.8022828332341305,0.00810108189489167,0.0037010625201685165,0.7937615979832638,-0.0004201533559750059,0.0019404449369453134,0.8018955043590911,0.007713753019852221,0.005631076929833861,1352,1.0,0.5575342891154702,1390,0.667814295326329,1390,0.612239532115315,0.6334703172713628,0.021230785156047816,0.00842057862272428,0.6108627917809637,-0.0013767403343513118,0.0021252470216380054,0.6561627244966617,0.043923192381346676,0.012758868511634092,1390,1.0,0.731318493750219,1352,0.7997575365008228,1352,0.7641604810755926,0.7710514337733273,0.006890952697734654,0.004140332681440521,0.7629022093063967,-0.0012582717691959067,0.0005500221407247362,0.8052392248170582,0.041078743741465584,0.009007868425269802,1352
PPIL4:K562,PPIL4,K562,1.0,0.6610156964551326,1316,0.7220692713481952,1316,0.697362829242154,0.694302528616698,-0.003060300625456036,0.0011935508356914662,0.6976815624393713,0.0003187331972173135,0.000984648059149414,0.715678439777903,0.01831561053574904,0.0072873879918725955,1316,1.0,0.5598759789168763,1318,0.6531416294979517,1318,0.5255583366529966,0.5570195334357247,0.031461196782728185,0.011106175638060711,0.5326781507825579,0.007119814129561308,0.008770170921298049,0.6361687478844343,0.11061041123143778,0.017014241976719222,1318,1.0,0.7155652663962824,1316,0.8429892554577286,1316,0.79128749734389,0.7855387514897312,-0.005748745854158854,0.0041966361016229645,0.7900056355724725,-0.0012818617714175362,0.0008944134626834772,0.8407881486682496,0.049500651324359546,0.008289592228165598,1316
PRPF4:HepG2,PRPF4,HepG2,1.0,0.8994568736147703,17734,0.9290800766166034,17734,0.8850121240177373,0.8907441750793454,0.005732051061608123,0.0006245232275523708,0.8973809153116689,0.012368791293931536,0.0008538018293269192,0.9262740775238874,0.04126195350615003,0.0015853213909973662,17734,1.0,0.8182226244354689,18310,0.8632106142140292,18310,0.7626739916141719,0.7788367996883576,0.016162808074185686,0.00154875186015219,0.8183225062869849,0.055648514672812954,0.0024836700364639186,0.8597650452892579,0.09709105367508597,0.0028944972242080863,18310,1.0,0.9313519046403432,17734,0.9362516747338072,17734,0.9281680486907706,0.9309363746592964,0.00276832596852572,0.0003855820172185957,0.9325335904805993,0.00436554178982862,0.00041868886677136336,0.9363812603603476,0.008213211669577003,0.0005916380596601955,17734
PTBP1:HepG2,PTBP1,HepG2,1.0,0.9725943253991156,16698,0.9790294569601171,16698,0.966475731338343,0.970515610314843,0.004039878976500044,0.0004504861934479079,0.9721972924462914,0.005721561107948414,0.00045625034472420405,0.9759912808404569,0.009515549502113974,0.0005662682754219703,16698,1.0,0.9066901023698748,16002,0.9231853454888567,16002,0.8170257464223671,0.8608282951007827,0.0438025486784156,0.0021104853554927195,0.9038413849062518,0.08681563848388463,0.0026861417967278833,0.9192495951129468,0.10222384869057966,0.002823197288951747,16002,1.0,0.956615397045649,16698,0.9692799312355653,16698,0.9537627865434042,0.9578137549843233,0.004050968440919123,0.0004959645675772459,0.9569313750515541,0.0031685885081499388,0.00042937778755149325,0.9625380102869774,0.008775223743573202,0.0006805596269474734,16698
PTBP1:K562,PTBP1,K562,1.0,0.9672022057140168,15570,0.9749680911490528,15570,0.9610079657658928,0.9637202449088356,0.0027122791429428084,0.0003975443210603549,0.9671402401320986,0.006132274366205892,0.0004893484997871854,0.9721078486574606,0.011099882891567825,0.0007014745264124348,15570,1.0,0.8922972963973287,15246,0.9166927163421028,15246,0.8022715454649911,0.840330934388392,0.03805938892340088,0.0021423268347474226,0.8897780626162437,0.08750651715125257,0.0028714959621830936,0.9113355263761331,0.109063980911142,0.0029882441955048837,15246,1.0,0.9561323279910603,15570,0.9713160818051282,15570,0.955313303212665,0.9597779931021937,0.004464689889528639,0.000520498968926912,0.9575525616386765,0.00223925842601147,0.00034011107121926197,0.9664124766061574,0.011099173393492312,0.0008011242449070293,15570
PUM1:K562,PUM1,K562,1.0,0.7707496270881887,5302,0.8874700635376556,5302,0.7380557588355162,0.7755420223196416,0.037486263484125426,0.004017714112757477,0.7767072516708996,0.03865149283538338,0.0039935417214972055,0.8805025924894572,0.14244683365394095,0.006004779825313861,5302,1.0,0.6957988745590211,5316,0.8483847900711171,5316,0.5828080652640268,0.6940086318911179,0.1112005666270911,0.008200491517863425,0.6974855073571501,0.11467744209312325,0.008209265036343505,0.837079566152071,0.2542715008880442,0.008432612259227517,5316,1.0,0.799589515980888,5302,0.8331488754448226,5302,0.7960110139715112,0.8017221887756923,0.005711174804181152,0.001564476240857135,0.8043299746250641,0.008318960653552865,0.001655052341567234,0.8327234934512232,0.03671247947971201,0.0033294564020102356,5302
QKI:HepG2,QKI,HepG2,1.0,0.9400232822438588,19976,0.9523003344902949,19976,0.7988913889298315,0.9140062087320162,0.11511481980218474,0.0026256771259160635,0.9358900885307463,0.13699869960091482,0.0027280290907206813,0.9465524428272678,0.14766105389743633,0.0027676308971690275,19976,1.0,0.9102062973884795,19980,0.9330404328252178,19980,0.6222681339998658,0.8696379161944726,0.2473697821946068,0.004115205978341184,0.9050657464271078,0.282797612427242,0.0040336849039063925,0.9255204854504154,0.30325235145054963,0.004087432134346643,19980,1.0,0.9638630533652797,19976,0.977744869734751,19976,0.9206671052920694,0.9614125957957719,0.040745490503702464,0.00135901549927374,0.9618060194460024,0.041138914153933004,0.0013083109335005616,0.9741126977523208,0.05344559246025138,0.0015004043703724427,19976
