dataset,protein,cell,arm,model,n,fold_agreement,max_chroms_per_score_fold,max_chroms_per_table_fold,cross_fold_neighbours_score,cross_fold_neighbours_table
RPS3:K562,RPS3,K562,dn,cnn,4744,1.0,5,5,0.0,0.0
RPS3:K562,RPS3,K562,dn,splicebert,4744,1.0,5,5,0.0,0.0
SAFB2:K562,SAFB2,K562,gc,cnn,7488,1.0,5,5,0.0,0.0
SAFB2:K562,SAFB2,K562,gc,splicebert,7488,1.0,5,5,0.0,0.0
SAFB2:K562,SAFB2,K562,dn,cnn,7488,1.0,5,5,0.0,0.0
SAFB2:K562,SAFB2,K562,dn,splicebert,7488,1.0,5,5,0.0,0.0
SLTM:K562,SLTM,K562,gc,cnn,7148,1.0,5,5,0.0,0.0
SLTM:K562,SLTM,K562,gc,splicebert,7148,1.0,5,5,0.0,0.0
SLTM:K562,SLTM,K562,dn,cnn,7278,0.9354218191810937,19,5,0.09851607584501236,0.0
SLTM:K562,SLTM,K562,dn,splicebert,7278,0.9354218191810937,19,5,0.09851607584501236,0.0
SMNDC1:K562,SMNDC1,K562,gc,cnn,4896,1.0,5,5,0.0,0.0
SMNDC1:K562,SMNDC1,K562,gc,splicebert,4896,1.0,5,5,0.0,0.0
SMNDC1:K562,SMNDC1,K562,dn,cnn,4930,0.9521298174442191,18,5,0.05821501014198783,0.0
SMNDC1:K562,SMNDC1,K562,dn,splicebert,4930,0.9521298174442191,18,5,0.05821501014198783,0.0
SND1:K562,SND1,K562,gc,cnn,8260,1.0,5,5,0.0,0.0
SND1:K562,SND1,K562,gc,splicebert,8260,1.0,5,5,0.0,0.0
SND1:K562,SND1,K562,dn,cnn,8264,1.0,5,5,0.0,0.0
SND1:K562,SND1,K562,dn,splicebert,8264,1.0,5,5,0.0,0.0
SRSF1:HepG2,SRSF1,HepG2,gc,cnn,3574,1.0,5,5,0.0,0.0
SRSF1:HepG2,SRSF1,HepG2,gc,splicebert,3574,1.0,5,5,0.0,0.0
SRSF1:HepG2,SRSF1,HepG2,dn,cnn,3582,1.0,5,5,0.0,0.0
SRSF1:HepG2,SRSF1,HepG2,dn,splicebert,3582,1.0,5,5,0.0,0.0
SRSF1:K562,SRSF1,K562,gc,cnn,7722,1.0,5,5,0.0,0.0
SRSF1:K562,SRSF1,K562,gc,splicebert,7722,1.0,5,5,0.0,0.0
SRSF1:K562,SRSF1,K562,dn,cnn,7728,1.0,5,5,0.0,0.0
SRSF1:K562,SRSF1,K562,dn,splicebert,7728,1.0,5,5,0.0,0.0
STAU2:HepG2,STAU2,HepG2,gc,cnn,1684,1.0,5,5,0.0,0.0
STAU2:HepG2,STAU2,HepG2,gc,splicebert,1684,1.0,5,5,0.0,0.0
STAU2:HepG2,STAU2,HepG2,dn,cnn,1696,1.0,5,5,0.0,0.0
STAU2:HepG2,STAU2,HepG2,dn,splicebert,1696,1.0,5,5,0.0,0.0
SUB1:HepG2,SUB1,HepG2,gc,cnn,6592,1.0,5,5,0.0,0.0
SUB1:HepG2,SUB1,HepG2,gc,splicebert,6592,1.0,5,5,0.0,0.0
SUB1:HepG2,SUB1,HepG2,dn,cnn,6594,1.0,5,5,0.0,0.0
SUB1:HepG2,SUB1,HepG2,dn,splicebert,6594,1.0,5,5,0.0,0.0
TAF15:HepG2,TAF15,HepG2,gc,cnn,1536,1.0,5,5,0.0,0.0
TAF15:HepG2,TAF15,HepG2,gc,splicebert,1536,1.0,5,5,0.0,0.0
TAF15:HepG2,TAF15,HepG2,dn,cnn,1536,1.0,5,5,0.0,0.0
TAF15:HepG2,TAF15,HepG2,dn,splicebert,1536,1.0,5,5,0.0,0.0
TIA1:HepG2,TIA1,HepG2,gc,cnn,3458,1.0,5,5,0.0,0.0
TIA1:HepG2,TIA1,HepG2,gc,splicebert,3458,1.0,5,5,0.0,0.0
TIA1:HepG2,TIA1,HepG2,dn,cnn,3458,1.0,5,5,0.0,0.0
TIA1:HepG2,TIA1,HepG2,dn,splicebert,3458,1.0,5,5,0.0,0.0
TIA1:K562,TIA1,K562,gc,cnn,11662,1.0,5,5,0.0,0.0
TIA1:K562,TIA1,K562,gc,splicebert,11662,1.0,5,5,0.0,0.0
TIA1:K562,TIA1,K562,dn,cnn,11766,1.0,5,5,0.0,0.0
TIA1:K562,TIA1,K562,dn,splicebert,11766,1.0,5,5,0.0,0.0
TRA2A:HepG2,TRA2A,HepG2,gc,cnn,1840,1.0,5,5,0.0,0.0
TRA2A:HepG2,TRA2A,HepG2,gc,splicebert,1840,1.0,5,5,0.0,0.0
TRA2A:HepG2,TRA2A,HepG2,dn,cnn,1842,1.0,5,5,0.0,0.0
TRA2A:HepG2,TRA2A,HepG2,dn,splicebert,1842,1.0,5,5,0.0,0.0
U2AF1:K562,U2AF1,K562,gc,cnn,2458,1.0,5,5,0.0,0.0
U2AF1:K562,U2AF1,K562,gc,splicebert,2458,1.0,5,5,0.0,0.0
U2AF1:K562,U2AF1,K562,dn,cnn,2460,1.0,5,5,0.0,0.0
U2AF1:K562,U2AF1,K562,dn,splicebert,2460,1.0,5,5,0.0,0.0
U2AF2:HepG2,U2AF2,HepG2,gc,cnn,21398,1.0,5,5,0.0,0.0
U2AF2:HepG2,U2AF2,HepG2,gc,splicebert,21398,1.0,5,5,0.0,0.0
U2AF2:HepG2,U2AF2,HepG2,dn,cnn,21404,1.0,5,5,0.0,0.0
U2AF2:HepG2,U2AF2,HepG2,dn,splicebert,21404,1.0,5,5,0.0,0.0
UCHL5:HepG2,UCHL5,HepG2,gc,cnn,4462,1.0,5,5,0.0,0.0
UCHL5:HepG2,UCHL5,HepG2,gc,splicebert,4462,1.0,5,5,0.0,0.0
UCHL5:HepG2,UCHL5,HepG2,dn,cnn,4466,1.0,5,5,0.0,0.0
UCHL5:HepG2,UCHL5,HepG2,dn,splicebert,4466,1.0,5,5,0.0,0.0
XPO5:HepG2,XPO5,HepG2,gc,cnn,9114,1.0,5,5,0.0,0.0
XPO5:HepG2,XPO5,HepG2,gc,splicebert,9114,1.0,5,5,0.0,0.0
XPO5:HepG2,XPO5,HepG2,dn,cnn,9230,0.8517876489707475,23,5,0.09826652221018418,0.0
XPO5:HepG2,XPO5,HepG2,dn,splicebert,9230,0.8517876489707475,23,5,0.09826652221018418,0.0
YBX3:HepG2,YBX3,HepG2,gc,cnn,4082,1.0,5,5,0.0,0.0
YBX3:HepG2,YBX3,HepG2,gc,splicebert,4082,1.0,5,5,0.0,0.0
YBX3:HepG2,YBX3,HepG2,dn,cnn,4084,1.0,5,5,0.0,0.0
YBX3:HepG2,YBX3,HepG2,dn,splicebert,4084,1.0,5,5,0.0,0.0
YBX3:K562,YBX3,K562,gc,cnn,35958,1.0,5,5,0.0,0.0
YBX3:K562,YBX3,K562,gc,splicebert,35958,1.0,5,5,0.0,0.0
YBX3:K562,YBX3,K562,dn,cnn,35958,1.0,5,5,0.0,0.0
YBX3:K562,YBX3,K562,dn,splicebert,35958,1.0,5,5,0.0,0.0
YWHAG:K562,YWHAG,K562,gc,cnn,1580,1.0,5,5,0.0,0.0
YWHAG:K562,YWHAG,K562,gc,splicebert,1580,1.0,5,5,0.0,0.0
YWHAG:K562,YWHAG,K562,dn,cnn,1596,1.0,5,5,0.0,0.0
YWHAG:K562,YWHAG,K562,dn,splicebert,1596,1.0,5,5,0.0,0.0
ZNF622:K562,ZNF622,K562,gc,cnn,29934,1.0,5,5,0.0,0.0
ZNF622:K562,ZNF622,K562,gc,splicebert,29934,1.0,5,5,0.0,0.0
ZNF622:K562,ZNF622,K562,dn,cnn,29938,1.0,5,5,0.0,0.0
ZNF622:K562,ZNF622,K562,dn,splicebert,29938,1.0,5,5,0.0,0.0
ZNF800:HepG2,ZNF800,HepG2,gc,cnn,5872,1.0,5,5,0.0,0.0
ZNF800:HepG2,ZNF800,HepG2,gc,splicebert,5872,1.0,5,5,0.0,0.0
ZNF800:HepG2,ZNF800,HepG2,dn,cnn,5876,1.0,5,5,0.0,0.0
ZNF800:HepG2,ZNF800,HepG2,dn,splicebert,5876,1.0,5,5,0.0,0.0
ZNF800:K562,ZNF800,K562,gc,cnn,4860,1.0,5,5,0.0,0.0
ZNF800:K562,ZNF800,K562,gc,splicebert,4860,1.0,5,5,0.0,0.0
ZNF800:K562,ZNF800,K562,dn,cnn,4872,1.0,5,5,0.0,0.0
ZNF800:K562,ZNF800,K562,dn,splicebert,4872,1.0,5,5,0.0,0.0
